21,47,109,1442,222,77,234,0,40,261,235,269,233,595,382,353,776,265,580,209,896,240,594,0
22,47,114,1474,230,79,243,0,44,273,246,279,255,609,384,364,814,263,592,216,936,246,616,0
23,47,124,1549,237,82,256,0,46,282,256,286,261,637,396,364,832,275,618,225,963,252,638,0
24,48,130,1574,243,85,261,0,48,293,270,302,269,655,412,377,884,280,636,229,988,246,664,0
24,51,134,1627,251,87,271,0,51,290,278,311,277,677,418,387,906,287,650,233,1019,260,682,0
24,51,141,1684,258,86,276,0,50,302,283,318,287,704,428,399,936,303,670,244,1047,268,700,0
24,53,148,1780,265,86,284,0,53,314,294,328,303,720,440,416,968,315,688,261,1083,282,718,0
24,52,155,1826,274,88,298,0,53,326,306,338,315,741,450,433,1002,323,700,271,1115,296,744,0
24,53,159,1942,281,85,308,0,50,344,311,342,327,759,466,457,1024,333,710,275,1156,310,772,0
24,48,168,1975,288,87,319,0,45,360,318,358,335,781,472,472,1058,345,738,285,1188,320,782,0
23,46,176,2049,294,87,325,0,42,374,328,370,348,803,498,487,1086,363,770,295,1219,332,798,0
22,45,185,2097,299,84,337,0,43,388,337,378,361,833,504,503,1102,369,790,301,1260,340,720,0
23,44,194,2138,306,85,340,0,43,402,346,387,369,777,512,513,1130,380,718,310,1288,348,740,0
23,45,202,2180,318,86,352,0,41,418,358,402,379,801,434,532,1158,296,744,319,1324,364,764,0
22,47,209,2252,324,86,359,0,40,429,362,420,384,820,456,452,1104,303,762,322,1365,376,794,0
22,47,220,2288,333,84,372,0,36,434,370,428,400,844,476,465,1132,307,790,329,1316,304,802,0
22,43,225,2317,340,82,381,0,36,352,376,438,413,860,486,480,1156,321,816,340,1357,312,830,0
22,45,233,2343,345,85,388,0,39,359,382,361,329,881,490,488,1184,328,840,342,1400,322,850,0
21,45,241,2370,355,84,398,0,35,369,389,373,337,903,498,496,1200,336,852,350,1441,334,872,0
20,45,246,2391,362,81,404,0,36,377,395,394,349,917,506,509,1222,343,880,358,1488,338,886,0
21,43,254,2476,369,84,413,0,38,388,400,401,357,941,516,521,1238,351,908,371,1519,348,896,0
20,46,260,2538,378,86,421,0,42,396,412,414,368,965,528,528,1254,355,916,374,1545,350,922,0
20,45,265,2562,386,82,428,0,47,406,417,420,379,997,544,536,1278,371,948,391,1576,364,928,0
21,47,273,2609,392,82,436,0,48,415,426,439,388,1027,552,549,1296,381,962,405,1607,374,946,0
21,48,280,2641,398,80,447,0,48,425,434,446,400,1024,558,564,1320,392,964,419,1627,388,964,0
22,52,290,2669,407,80,454,0,49,442,445,456,416,1040,552,577,1340,399,980,428,1660,406,996,0
23,53,298,2736,412,78,469,0,51,460,450,469,427,1057,562,587,1336,403,1008,430,1677,412,1024,0
23,54,305,2776,421,81,481,0,50,469,455,479,443,1087,588,599,1356,416,1026,435,1704,402,1048,0
24,54,311,2841,430,82,489,0,48,472,462,487,465,1101,608,615,1382,425,1050,440,1737,412,1056,0
23,52,316,2897,434,82,498,0,45,482,470,488,467,1128,622,629,1398,435,1060,449,1764,414,1066,0
23,51,320,3005,440,82,507,0,44,494,480,497,469,1145,630,636,1424,444,1070,458,1801,414,1070,0
23,52,324,2961,444,82,514,0,41,502,489,506,477,1159,638,645,1450,455,1086,468,1835,424,1084,0
21,52,333,3039,451,80,518,0,43,510,497,514,483,1179,642,657,1482,460,1100,478,1864,434,1114,0
22,51,341,3068,458,79,527,0,45,524,503,520,496,1196,654,668,1512,468,1120,488,1896,448,1134,0
22,54,346,3133,465,79,535,0,42,532,512,529,504,1208,668,681,1534,471,1128,492,1928,454,1150,0
22,52,352,3168,468,79,540,0,42,550,519,539,512,1225,686,695,1554,479,1152,501,1969,470,1062,0
21,49,359,3195,476,80,548,0,47,557,526,550,521,1164,700,708,1566,489,1080,511,2000,478,1080,0
20,44,368,3223,481,76,552,0,44,567,531,554,533,1184,616,721,1582,407,1100,518,2024,484,1098,0
19,41,376,3278,487,77,561,0,43,576,537,558,540,1203,624,651,1516,415,1110,530,2065,500,1118,0
19,42,388,3305,492,78,573,0,48,587,542,570,556,1221,648,665,1536,427,1134,534,2005,422,1134,0
19,44,398,3328,503,80,589,0,56,519,554,577,568,1241,662,687,1584,440,1166,542,2040,436,1152,0
20,47,406,3364,511,83,607,0,56,536,558,498,484,1268,686,704,1600,448,1204,550,2077,448,1174,0
21,48,414,3401,517,85,615,0,56,546,573,504,499,1289,698,727,1638,464,1230,559,2117,460,1188,0
22,47,422,3431,522,90,620,0,60,561,582,515,509,1308,716,751,1662,477,1252,565,2143,468,1202,0
23,48,428,3516,526,93,629,0,57,576,592,532,520,1324,722,764,1706,491,1274,570,2205,476,1226,0
23,46,434,3576,531,93,643,0,52,590,601,546,532,1352,730,780,1734,504,1300,572,2241,484,1234,0
22,44,443,3606,538,93,656,0,55,598,614,562,560,1365,752,797,1764,517,1318,585,2275,496,1246,0
22,43,449,3653,544,97,668,0,55,606,626,577,569,1384,758,809,1786,531,1336,594,2307,520,1268,0
22,46,463,3673,547,98,683,0,48,618,638,586,584,1392,764,821,1816,539,1340,602,2332,532,1284,0
22,46,470,3698,554,100,691,0,51,631,648,602,600,1408,768,844,1854,545,1370,612,2365,542,1318,0
22,44,477,3752,563,97,698,0,52,638,660,615,611,1425,788,857,1854,553,1382,621,2413,552,1340,0
22,43,480,3781,572,98,706,0,48,647,665,630,629,1444,802,871,1872,559,1394,629,2440,550,1352,0
22,43,491,3846,577,100,712,0,43,645,673,636,637,1459,822,879,1890,589,1414,638,2475,572,1364,0
22,41,496,3907,584,100,717,0,45,650,683,636,641,1475,830,885,1926,595,1440,646,2500,578,1376,0
21,41,506,4029,589,98,725,0,44,660,689,640,644,1487,834,897,1952,603,1460,656,2527,584,1382,0
21,41,512,4083,596,92,730,0,41,674,694,649,652,1500,850,907,1978,608,1480,665,2563,592,1400,0
21,40,519,4154,600,90,736,0,45,682,702,657,659,1512,858,920,2000,628,1512,676,2584,598,1406,0
21,40,524,4180,606,88,745,0,48,696,714,669,665,1533,870,931,2028,640,1530,690,2615,604,1430,0
21,44,530,4237,612,97,757,0,47,711,720,681,671,1555,890,945,2048,653,1556,692,2643,614,1456,0
20,47,539,4261,617,104,764,0,45,726,730,695,679,1583,904,956,2072,657,1568,699,2673,626,1374,0
20,45,545,4282,628,111,768,0,46,734,739,701,691,1528,922,973,2100,672,1496,701,2701,630,1396,0
21,46,552,4299,633,117,779,0,45,743,745,710,711,1547,848,993,2126,588,1516,714,2729,642,1414,0
21,48,559,4353,642,124,788,0,45,750,754,722,715,1572,864,915,2062,595,1528,721,2777,650,1444,0
21,49,566,4391,646,133,797,0,44,762,761,731,737,1593,874,925,2080,599,1544,731,2703,574,1460,0
21,47,572,4423,652,141,807,0,42,682,767,746,744,1620,888,936,2106,603,1558,738,2732,582,1478,0
21,46,575,4463,657,144,816,0,39,691,774,672,660,1640,896,945,2136,612,1572,748,2760,588,1486,0
21,46,579,4506,660,150,819,0,38,696,779,678,671,1652,910,965,2154,620,1594,758,2777,596,1492,0
20,47,590,4535,666,156,827,0,38,706,789,692,676,1672,920,977,2186,633,1608,768,2797,604,1518,0
21,47,597,4632,677,163,832,0,36,718,802,702,693,1688,928,985,2212,641,1610,770,2836,612,1552,0
21,47,606,4702,684,168,846,0,37,726,810,715,703,1712,946,1004,2234,652,1632,772,2855,618,1576,0
21,44,612,4742,690,176,857,0,36,737,819,729,720,1732,966,1021,2254,652,1658,781,2887,624,1598,0
22,43,619,4782,695,182,867,0,37,746,822,739,728,1747,984,1037,2268,657,1678,785,2912,634,1594,0
21,40,624,4796,705,188,869,0,39,762,835,753,748,1739,1008,1053,2302,665,1678,795,2939,642,1598,0
20,41,631,4818,709,196,877,0,37,769,840,765,752,1759,1010,1072,2328,661,1700,799,2967,646,1606,0
20,41,636,4861,713,201,884,0,36,778,848,773,760,1777,1012,1079,2330,667,1722,802,3000,656,1616,0
19,37,641,4873,720,205,889,0,38,782,858,782,772,1792,1022,1091,2354,673,1750,811,3009,652,1636,0
18,37,644,4929,724,207,894,0,40,783,868,792,781,1811,1030,1105,2382,677,1766,820,3037,658,1664,0
19,40,649,4973,732,211,904,0,42,798,874,796,780,1836,1034,1124,2404,685,1784,826,3069,668,1692,0
19,39,658,5070,737,219,909,0,45,806,884,806,791,1849,1052,1144,2432,693,1794,844,3104,672,1724,0
20,40,662,5012,744,226,920,0,45,814,890,813,804,1868,1062,1161,2446,704,1806,850,3132,692,1740,0
21,41,671,5074,758,234,929,0,44,830,902,832,819,1885,1078,1172,2460,720,1814,862,3159,704,1760,0
20,40,679,5097,766,241,940,0,42,838,910,842,831,1901,1104,1196,2480,737,1834,882,3187,714,1780,0
21,40,682,5155,770,250,949,0,44,850,920,854,844,1929,1112,1211,2494,741,1864,885,3213,718,1802,0
21,43,690,5173,776,254,958,0,42,868,926,866,861,1947,1124,1225,2526,752,1894,890,3240,724,1732,0
21,46,698,5190,782,262,964,0,40,878,936,873,875,1891,1132,1235,2554,763,1820,893,3265,738,1760,0
21,49,706,5203,790,268,969,0,40,886,942,885,881,1909,1058,1248,2574,680,1840,895,3292,740,1778,0
22,48,711,5250,796,272,976,0,42,897,952,895,891,1928,1070,1172,2516,688,1856,905,3325,750,1788,0
22,49,717,5274,804,278,981,0,43,905,961,903,897,1940,1084,1191,2554,699,1876,920,3265,674,1804,0
22,52,722,5296,809,286,989,0,41,830,974,908,909,1956,1088,1213,2604,713,1898,929,3297,682,1826,0
22,51,730,5327,818,294,1002,0,41,845,984,833,832,1976,1104,1231,2640,721,1912,943,3329,688,1854,0
23,52,737,5353,827,304,1011,0,38,856,992,846,852,1992,1114,1245,2674,727,1924,956,3359,698,1872,0
23,52,744,5376,836,314,1022,0,40,871,1005,858,867,2004,1148,1265,2704,743,1952,965,3395,710,1892,0
23,53,750,5453,847,332,1032,0,40,878,1013,878,880,2027,1164,1275,2726,751,1972,968,3445,722,1928,0
24,56,761,5509,858,338,1042,0,38,891,1020,889,892,2049,1170,1289,2760,761,2024,974,3473,732,1958,0
24,57,768,5528,868,348,1064,0,36,902,1034,902,916,2071,1190,1309,2792,765,2040,978,3503,744,1996,0
23,53,774,5559,875,355,1073,0,36,914,1039,911,931,2091,1200,1331,2822,777,2072,984,3528,752,2004,0
23,53,784,5571,880,361,1077,0,37,930,1053,925,941,2109,1218,1344,2848,787,2086,996,3561,760,2014,0
24,47,789,5587,886,364,1085,0,37,937,1060,934,961,2125,1216,1356,2878,799,2106,1004,3599,784,2028,0
23,47,796,5634,894,367,1092,0,36,946,1069,947,972,2140,1222,1361,2904,808,2116,1009,3637,794,2068,0
22,49,799,5654,904,374,1102,0,37,956,1075,962,983,2163,1228,1375,2934,813,2130,1011,3664,794,2088,0
22,45,806,5708,908,381,1109,0,36,955,1082,975,987,2169,1238,1383,2956,833,2140,1019,3696,800,2106,0
21,43,812,5749,915,384,1115,0,36,969,1088,979,993,2187,1254,1391,2980,840,2150,1020,3725,810,2124,0
21,43,815,5852,919,390,1118,0,36,977,1098,986,997,2199,1262,1400,3004,848,2170,1026,3745,822,2130,0
20,39,818,5882,924,394,1121,0,36,983,1106,992,1005,2223,1284,1412,3016,864,2176,1036,3776,832,2140,0
20,37,825,5936,930,402,1128,0,36,990,1109,1000,1015,2244,1294,1420,3046,869,2186,1042,3809,838,2166,0
18,39,834,5955,935,410,1138,0,35,1000,1112,1008,1016,2267,1298,1431,3076,871,2210,1051,3836,842,2194,0
19,36,837,6015,944,414,1140,0,37,1012,1119,1014,1031,2287,1308,1436,3096,876,2232,1058,3865,856,2214,0
19,38,844,6031,949,420,1146,0,40,1016,1124,1018,1035,2292,1318,1448,3112,887,2252,1064,3891,868,2146,0
18,38,852,6055,953,425,1158,0,40,1025,1131,1028,1043,2237,1322,1463,3132,901,2172,1072,3905,878,2160,0
18,38,858,6073,960,429,1166,0,37,1036,1141,1038,1051,2263,1252,1480,3146,813,2180,1079,3935,884,2174,0
18,40,864,6115,967,436,1174,0,36,1044,1147,1047,1063,2277,1264,1395,3096,827,2192,1096,3969,902,2198,0
19,42,873,6136,973,442,1180,0,35,1055,1152,1055,1072,2300,1282,1408,3130,839,2208,1108,3912,832,2214,0
20,43,880,6167,982,450,1191,0,40,978,1160,1066,1087,2312,1294,1417,3146,855,2226,1119,3939,844,2232,0
20,45,888,6193,990,460,1201,0,41,991,1169,986,1005,2328,1306,1433,3166,864,2254,1131,3965,856,2250,0
21,47,894,6223,995,470,1212,0,44,1004,1180,997,1016,2341,1320,1448,3188,877,2264,1136,4001,866,2276,0
20,49,901,6242,1003,474,1225,0,43,1017,1186,1010,1032,2360,1336,1467,3206,885,2292,1141,4024,876,2298,0
20,48,909,6321,1008,482,1231,0,44,1025,1195,1024,1047,2383,1346,1479,3218,900,2320,1149,4060,890,2312,0
19,44,915,6380,1016,487,1240,0,46,1037,1205,1038,1056,2400,1350,1487,3250,907,2332,1156,4088,908,2356,0
19,45,922,6403,1023,492,1251,0,47,1050,1214,1050,1064,2413,1360,1501,3286,920,2346,1162,4113,918,2380,0
19,44,926,6441,1034,504,1261,0,47,1058,1226,1069,1075,2427,1372,1515,3316,921,2366,1178,4148,928,2408,0
20,44,937,6461,1041,509,1270,0,47,1072,1234,1081,1087,2416,1386,1529,3340,933,2378,1185,4184,936,2424,0
19,46,942,6483,1050,516,1277,0,48,1079,1242,1089,1099,2429,1390,1543,3358,929,2392,1186,4211,940,2438,0
20,44,954,6535,1058,522,1284,0,50,1089,1248,1103,1111,2443,1410,1548,3372,951,2412,1191,4229,948,2448,0
20,42,961,6555,1064,526,1289,0,53,1099,1255,1112,1124,2469,1426,1567,3394,953,2418,1199,4253,938,2472,0
20,42,968,6604,1070,533,1300,0,49,1100,1266,1123,1132,2485,1440,1583,3430,965,2434,1206,4284,956,2486,0
20,41,972,6643,1076,541,1310,0,52,1112,1270,1125,1131,2499,1452,1603,3456,968,2446,1214,4319,964,2504,0
18,42,979,6738,1080,546,1318,0,52,1123,1275,1132,1135,2519,1458,1611,3488,980,2462,1220,4365,974,2528,0
19,44,988,6674,1090,551,1324,0,51,1138,1283,1141,1159,2536,1476,1624,3502,991,2482,1226,4413,982,2542,0
20,45,1000,6733,1095,558,1330,0,52,1148,1294,1150,1171,2556,1490,1636,3524,1004,2502,1229,4443,988,2550,0
21,45,1008,6751,1100,561,1341,0,53,1160,1302,1161,1183,2583,1504,1653,3542,1023,2518,1239,4483,1004,2566,0
21,46,1013,6796,1106,567,1352,0,52,1166,1310,1174,1203,2612,1516,1677,3566,1037,2542,1248,4517,1014,2582,0
21,49,1021,6815,1112,573,1357,0,54,1185,1314,1183,1212,2628,1542,1692,3610,1057,2552,1256,4548,1018,2510,0
21,49,1029,6827,1120,578,1371,0,59,1199,1322,1198,1227,2577,1550,1705,3628,1069,2482,1261,4576,1044,2530,0
22,49,1038,6844,1128,590,1384,0,60,1218,1336,1211,1233,2605,1480,1729,3648,991,2514,1270,4608,1060,2550,0
22,52,1049,6891,1135,597,1394,0,60,1229,1347,1220,1251,2636,1498,1664,3594,1001,2538,1274,4639,1072,2560,0
21,51,1060,6909,1146,603,1403,0,57,1241,1358,1233,1264,2663,1508,1689,3626,1009,2576,1282,4577,1006,2570,0
23,51,1066,6932,1156,612,1414,0,60,1161,1370,1251,1281,2688,1514,1708,3674,1024,2596,1288,4611,1012,2610,0
23,52,1076,6960,1162,619,1424,0,59,1174,1376,1173,1207,2709,1528,1729,3698,1035,2618,1294,4633,1024,2630,0
24,50,1085,6984,1169,628,1432,0,56,1186,1390,1190,1221,2747,1540,1747,3722,1043,2642,1296,4672,1030,2642,0
23,47,1090,6999,1175,634,1440,0,60,1194,1398,1198,1233,2773,1550,1757,3754,1051,2658,1304,4700,1048,2660,0
22,48,1094,7080,1182,644,1444,0,58,1203,1409,1222,1241,2789,1562,1769,3792,1060,2670,1315,4768,1062,2686,0
22,52,1104,7137,1187,650,1454,0,56,1218,1418,1238,1247,2816,1572,1785,3826,1072,2704,1326,4805,1066,2708,0
23,51,1114,7162,1200,658,1468,0,53,1226,1430,1250,1268,2836,1590,1801,3864,1088,2734,1339,4845,1090,2738,0
24,48,1122,7210,1209,668,1481,0,52,1239,1438,1260,1276,2868,1606,1817,3888,1105,2752,1355,4879,1108,2760,0
26,53,1137,7224,1220,676,1495,0,49,1255,1454,1272,1291,2884,1624,1832,3912,1117,2756,1372,4904,1130,2782,0
26,55,1146,7236,1229,684,1507,0,48,1279,1465,1289,1312,2913,1634,1843,3940,1121,2784,1382,4936,1142,2804,0
26,55,1154,7275,1235,693,1521,0,45,1295,1470,1303,1323,2936,1648,1852,3950,1129,2802,1386,4964,1150,2838,0
27,58,1165,7294,1247,699,1526,0,44,1307,1478,1315,1333,2956,1660,1876,3976,1144,2826,1395,4988,1154,2856,0
26,57,1169,7349,1252,705,1535,0,41,1313,1484,1323,1347,2980,1672,1885,3994,1160,2842,1400,5028,1160,2876,0
25,54,1176,7399,1257,710,1539,0,40,1324,1493,1322,1351,2996,1690,1896,4020,1179,2856,1416,5073,1172,2888,0
24,54,1180,7499,1264,714,1543,0,42,1338,1505,1336,1360,3005,1704,1903,4052,1185,2874,1425,5113,1176,2904,0
25,56,1188,7530,1270,722,1556,0,41,1350,1514,1343,1367,3017,1714,1916,4080,1199,2902,1434,5151,1180,2926,0
25,57,1194,7593,1282,729,1567,0,40,1367,1523,1359,1376,3047,1734,1928,4110,1201,2922,1438,5191,1188,2940,0
25,54,1200,7617,1290,732,1574,0,38,1377,1530,1370,1384,3063,1750,1944,4124,1212,2960,1444,5231,1200,2946,0
25,52,1206,7669,1295,737,1581,0,39,1388,1538,1382,1396,3081,1760,1956,4152,1221,2986,1448,5260,1212,2956,0
23,50,1210,7697,1301,742,1586,0,36,1398,1548,1391,1405,3100,1766,1968,4182,1228,3010,1452,5293,1218,2878,0
19,45,1214,7715,1306,745,1593,0,32,1404,1562,1402,1416,3052,1774,1977,4202,1229,2936,1460,5320,1226,2892,0
19,40,1222,7734,1311,749,1596,0,32,1414,1566,1408,1425,3061,1696,1992,4226,1140,2944,1469,5341,1230,2898,0
18,39,1228,7777,1319,754,1602,0,35,1421,1571,1414,1437,3071,1704,1912,4176,1155,2962,1479,5368,1234,2908,0
16,37,1235,7799,1324,758,1608,0,36,1434,1578,1425,1444,3084,1716,1927,4188,1160,2980,1494,5305,1158,2940,0
16,40,1240,7828,1331,764,1618,0,38,1351,1586,1430,1460,3100,1726,1943,4220,1168,2998,1495,5337,1164,2956,0
17,44,1248,7863,1338,770,1629,0,39,1364,1598,1346,1372,3119,1742,1955,4244,1179,3016,1506,5372,1174,2976,0
18,45,1258,7896,1346,778,1639,0,39,1375,1606,1358,1381,3140,1748,1967,4272,1181,3044,1516,5395,1180,2996,0
18,47,1266,7920,1352,785,1649,0,37,1380,1612,1370,1399,3160,1762,1984,4286,1185,3056,1519,5409,1188,3016,0
19,47,1274,7993,1358,793,1662,0,39,1391,1622,1379,1408,3184,1776,2005,4310,1199,3076,1525,5455,1196,3028,0
19,46,1279,8053,1367,800,1670,0,42,1399,1638,1396,1423,3207,1784,2024,4338,1209,3104,1531,5487,1206,3052,0
19,47,1286,8079,1373,808,1680,0,45,1411,1643,1409,1436,3228,1800,2051,4360,1228,3120,1536,5504,1220,3076,0
20,49,1292,8123,1381,819,1690,0,50,1428,1654,1417,1443,3265,1814,2067,4394,1240,3134,1549,5529,1232,3090,0
21,52,1307,8132,1393,827,1698,0,53,1444,1669,1429,1463,3253,1822,2084,4424,1249,3142,1564,5556,1248,3118,0
21,56,1315,8153,1400,833,1707,0,55,1459,1678,1442,1469,3281,1822,2104,4456,1249,3154,1565,5588,1262,3146,0
23,54,1320,8201,1408,843,1719,0,53,1468,1684,1456,1481,3311,1836,2112,4456,1264,3178,1569,5628,1276,3150,0
23,52,1326,8222,1415,848,1725,0,51,1478,1696,1472,1496,3329,1856,2132,4484,1273,3192,1576,5645,1270,3172,0
24,50,1332,8276,1420,853,1729,0,51,1476,1710,1475,1507,3349,1868,2141,4518,1284,3210,1582,5664,1274,3180,0
23,47,1336,8335,1423,858,1736,0,48,1483,1712,1477,1507,3379,1880,2155,4548,1285,3220,1591,5693,1282,3196,0
22,48,1341,8443,1427,862,1744,0,47,1494,1716,1482,1511,3395,1890,2169,4562,1288,3236,1601,5724,1296,3214,0
20,43,1348,8390,1435,868,1748,0,44,1503,1719,1497,1525,3412,1902,2183,4588,1295,3244,1609,5763,1300,3230,0
19,41,1352,8455,1440,872,1751,0,43,1509,1724,1502,1529,3432,1918,2193,4612,1303,3270,1616,5799,1304,3244,0
19,40,1357,8470,1448,875,1754,0,45,1515,1732,1512,1539,3452,1924,2200,4632,1311,3282,1632,5828,1316,3262,0
18,41,1360,8517,1455,879,1761,0,41,1524,1737,1522,1544,3463,1932,2209,4656,1319,3298,1639,5861,1322,3284,0
17,42,1368,8539,1460,885,1773,0,38,1542,1744,1530,1557,3469,1942,2225,4678,1329,3318,1646,5892,1332,3210,0
17,41,1373,8559,1468,892,1780,0,36,1550,1754,1540,1568,3417,1950,2233,4698,1336,3242,1648,5913,1338,3228,0
18,39,1379,8579,1472,896,1788,0,34,1557,1762,1550,1576,3423,1874,2249,4716,1251,3252,1655,5939,1350,3244,0
18,41,1386,8620,1482,903,1791,0,35,1566,1774,1557,1585,3439,1892,2164,4652,1265,3270,1666,5969,1360,3270,0
18,45,1392,8635,1487,912,1798,0,38,1575,1784,1570,1591,3451,1904,2175,4660,1272,3292,1668,5908,1276,3302,0
18,45,1401,8651,1496,921,1805,0,37,1501,1794,1581,1599,3465,1922,2191,4700,1285,3318,1676,5944,1288,3312,0
18,44,1408,8672,1502,929,1812,0,39,1512,1802,1501,1516,3480,1928,2197,4710,1291,3338,1676,5968,1290,3336,0
19,41,1413,8690,1511,931,1819,0,41,1522,1811,1512,1527,3493,1936,2208,4736,1299,3356,1686,6000,1308,3350,0
20,43,1417,8705,1517,936,1825,0,44,1532,1818,1529,1545,3519,1944,2220,4762,1307,3374,1690,6021,1314,3370,0
20,45,1425,8784,1522,947,1835,0,44,1540,1824,1537,1559,3535,1952,2241,4780,1312,3400,1705,6075,1328,3384,0
20,45,1434,8839,1529,952,1839,0,44,1547,1836,1555,1567,3551,1966,2255,4798,1320,3430,1716,6100,1336,3402,0
22,43,1442,8865,1536,958,1850,0,48,1558,1843,1560,1583,3563,1970,2267,4826,1332,3456,1726,6129,1352,3424,0
21,42,1449,8910,1544,966,1862,0,46,1570,1850,1572,1592,3580,1980,2279,4848,1336,3476,1734,6159,1370,3448,0
22,43,1456,8934,1554,970,1870,0,46,1586,1860,1586,1596,3588,1994,2288,4860,1347,3486,1739,6184,1384,3470,0
22,43,1464,8957,1558,975,1875,0,53,1594,1874,1600,1607,3597,1992,2299,4898,1347,3508,1751,6207,1390,3488,0
21,43,1470,9001,1564,983,1887,0,55,1601,1881,1610,1616,3613,2010,2307,4916,1361,3524,1762,6237,1410,3524,0
21,42,1474,9018,1577,988,1894,0,54,1610,1886,1621,1631,3635,2022,2323,4936,1372,3534,1770,6255,1404,3560,0
20,41,1480,9077,1583,993,1903,0,52,1612,1895,1630,1641,3640,2030,2341,4950,1389,3552,1777,6280,1416,3572,0
20,42,1484,9131,1590,998,1907,0,50,1625,1903,1633,1643,3661,2044,2351,4974,1399,3570,1784,6316,1426,3584,0
20,41,1489,9232,1599,1002,1912,0,48,1633,1914,1646,1656,3685,2052,2364,4994,1405,3582,1788,6349,1434,3596,0
