택배번호,출발지,출발시간,거리,통행량,경유지1,하차시간,상차시간,거리,통행량,경유지2,하차시간,상차시간,거리,통행량,경유지3,하차시간,상차시간,거리,통행량,도착지,도착시간
001P10001,부산 연제구,0,1,중부권 광역우편물류센터,17,29,광주 동구,40,0
001P10002,서울 금천구,0,1,중부권 광역우편물류센터,12,24,전북 고창군,34,0
001P10003,서울 용산구,0,1,중부권 광역우편물류센터,12,24,대구 달성군,34,0
001P10004,광주 남구,0,1,중부권 광역우편물류센터,15,27,충북 진천군,34,0
001P10005,서울 영등포구,0,1,중부권 광역우편물류센터,14,26,경북 성주군,34,0
001P10006
001P10007,울산 북구,0,1,중부권 광역우편물류센터,17,29,전남 목포시,43,0
001P10008,전북 남원시,0,1,중부권 광역우편물류센터,10,22,강원 철원군,36,0
001P10009,경남 남해군,0,1,중부권 광역우편물류센터,12,24,강원 횡성군,37,0
001P10010,대전 대덕구,0,1,중부권 광역우편물류센터,3,15,경기 김포시,28,0
001P10011,서울 동대문구,0,1,중부권 광역우편물류센터,12,24,경북 청도군,36,0
001P10012,경기 수원시 권선구,0,1,중부권 광역우편물류센터,11,23,서울 강북구,36,0
001P10013,전북 부안군,0,1,중부권 광역우편물류센터,11,23,충북 음성군,31,0
001P10014,서울 광진구,0,1,중부권 광역우편물류센터,13,25,충남 태안군,33,0
001P10015,경북 영천시,0,1,중부권 광역우편물류센터,15,27,전북 군산시,35,0
001P10016,서울 동대문구,0,1,중부권 광역우편물류센터,12,24,경기 의왕시,34,0
001P10017,경북 의성군,0,1,중부권 광역우편물류센터,12,24,경기 화성시,34,0
001P10018,서울 동대문구,0,1,중부권 광역우편물류센터,12,24,부산 금정구,40,0
001P10019,경기 연천군,0,1,중부권 광역우편물류센터,15,27,강원 홍천군,41,0
001P10020,경기 하남시,0,1,중부권 광역우편물류센터,12,24,울산 북구,40,0
001P10021,부산 사상구,0,1,중부권 광역우편물류센터,16,28,강원 삼척시,49,0
001P10022,인천 계양구,0,1,중부권 광역우편물류센터,14,26,강원 강릉시,44,0
001P10023,충남 태안군,0,1,중부권 광역우편물류센터,9,21,인천 서구,34,0
001P10024,부산 중구,0,1,중부권 광역우편물류센터,16,28,전남 신안군,42,0
001P10025,전남 장성군,0,1,중부권 광역우편물류센터,11,23,전남 담양군,33,0
001P10026,경기 이천시,0,1,중부권 광역우편물류센터,11,23,인천 계양구,36,0
001P10027,강원 화천군,0,1,중부권 광역우편물류센터,17,29,강원 속초시,50,0
001P10028,충남 보령시,0,1,중부권 광역우편물류센터,11,23,인천 강화군,37,0
001P10029,경북 군위군,0,1,중부권 광역우편물류센터,11,23,강원 철원군,37,0
001P10030,경기 포천시,0,1,중부권 광역우편물류센터,15,27,서울 관악구,38,0
001P10031,충남 논산시,0,1,중부권 광역우편물류센터,6,18,서울 성동구,29,0
001P10032,충남 천안시 동남구,0,1,중부권 광역우편물류센터,8,20,서울 송파구,31,0
001P10033,전북 김제시,0,1,중부권 광역우편물류센터,10,22,대전 서구,25,0
001P10034,경북 상주시,0,1,중부권 광역우편물류센터,9,21,충북 음성군,29,0
001P10035,인천 동구,0,1,중부권 광역우편물류센터,14,26,대전 서구,29,0
001P10036,충북 단양군,0,1,중부권 광역우편물류센터,13,25,전남 광양시,37,0
001P10037,경북 칠곡군,0,1,중부권 광역우편물류센터,9,21,경기 용인시 기흥구,31,0
001P10038,광주 광산구,0,1,중부권 광역우편물류센터,3,15,충남 계룡시,18,0
001P10039,강원 홍천군,0,1,중부권 광역우편물류센터,15,27,광주 북구,38,0
001P10040,경북 울진군,0,1,중부권 광역우편물류센터,15,27,경남 함안군,39,0
001P10041,전북 남원시,0,1,중부권 광역우편물류센터,10,22,서울 은평구,36,0
001P10042,광주 북구,0,1,중부권 광역우편물류센터,12,24,서울 도봉구,37,0
001P10043,전북 남원시,0,1,중부권 광역우편물류센터,10,22,부산 금정구,38,0
001P10044,서울 금천구,0,1,중부권 광역우편물류센터,12,24,서울 양천구,37,0
001P10045,부산 강서구,0,1,중부권 광역우편물류센터,16,28,경기 안산시 단원구,39,0
