택배번호,출발지,출발시간,거리,통행량,경유지1,하차시간,상차시간,거리,통행량,경유지2,하차시간,상차시간,거리,통행량,경유지3,하차시간,상차시간,거리,통행량,도착지,도착시간
001P10020,부산 동래구,0,1,부산 서구,6,0
001P10021,경북 울진군,0,1,부산 연제구,12,0
001P10039,경기 부천시,0,1,서울 강북구,5,0
001P10040,경기 시흥시,0,1,충북 음성군,9,0
001P10048,경북 울진군,0,1,경남 산청군,13,0
001P10057,충남 천안시 동남구,0,1,대전 유성구,6,0
001P10072,인천 동구,0,1,서울 강북구,7,0
001P10076,강원 화천군,0,1,경기 과천시,11,0
001P10093,전남 여수시,0,1,세종특별자치시,13,0
001P10108,경기 의정부시,0,1,서울 도봉구,3,0
001P10159,부산 동구,0,1,부산 강서구,3,0
001P10168,전남 무안군,0,1,충남 계룡시,13,0
001P10181,대전 중구,0,1,경북 김천시,6,0
001P10187,경기 용인시 기흥구,0,1,서울 송파구,4,0
002P10002,경기 고양시 덕양구,0,2,충북 청주시 흥덕구,12,0
002P10014,인천 계양구,0,2,인천 옹진군,5,0
002P10017,경기 화성시,0,2,전북 군산시,13,0
002P10020,충북 단양군,0,2,경북 영양군,9,0
002P10022,전남 여수시,0,2,전북 부안군,12,0
002P10037,부산 중구,0,2,경남 진주시,9,0
002P10048,경기 성남시 분당구,0,2,경기 구리시,5,0
002P10051,전북 고창군,0,2,전북 장수군,12,0
002P10067,서울 용산구,0,2,경기 의정부시,7,0
002P10071,경남 하동군,0,2,전남 무안군,13,0
002P10075,경남 남해군,0,2,경남 통영시,8,0
002P10097,충남 천안시 동남구,0,2,전북 부안군,11,0
002P10119,경기 과천시,0,2,경기 가평군,13,0
002P10135,부산 금정구,0,2,부산 사상구,7,0
002P10137,서울 성동구,0,2,충북 충주시,10,0
002P10151,울산 울주군,0,2,부산 남구,8,0
002P10174,대전 동구,0,2,경북 영양군,13,0
002P10177,강원 원주시,0,2,경기 성남시 수정구,8,0
003P10009,경기 이천시,0,3,경기 안양시 만안구,8,0
003P10020,경기 용인시 처인구,0,3,경북 봉화군,13,0
003P10065,전북 진안군,0,3,세종특별자치시,11,0
003P10077,서울 영등포구,0,3,충남 아산시,11,0
003P10094,충남 서산시,0,3,충남 보령시,7,0
003P10101,충남 보령시,0,3,경기 수원시 권선구,12,0
003P10115,서울 성동구,0,3,서울 도봉구,7,0
004P10001,전남 영광군,0,4,전남 신안군,8,0
004P10008,강원 화천군,0,4,강원 춘천시,6,0
004P10033,경남 창원시 진해구,0,4,경남 통영시,13,0
004P10045,경기 안양시 만안구,0,4,경기 성남시 중원구,7,0
004P10054,경기 군포시,0,4,경기 의정부시,9,0
004P10066,강원 철원군,0,4,경기 성남시 중원구,9,0
004P10114,경북 봉화군,0,4,대구 서구,12,0
004P10127,충북 옥천군,0,4,경남 거창군,13,0
004P10134,대전 유성구,0,4,경남 산청군,13,0
004P10136,전북 남원시,0,4,경남 고성군,12,0
004P10145,경기 양주시,0,4,경기 안양시 만안구,9,0
004P10146,서울 강북구,0,4,충북 제천시,13,0
004P10149,강원 원주시,0,4,경기 용인시 처인구,10,0
004P10180,경기 용인시 처인구,0,4,충남 천안시 서북구,9,0
004P10187,경기 안성시,0,4,경기 연천군,12,0
004P10188,서울 강동구,0,4,서울 강북구,7,0
004P10216,울산 울주군,0,4,경남 창원시 마산회원구,12,0
005P10042,대전 유성구,0,5,충남 당진시,12,0
005P10046,인천 계양구,0,5,경기 하남시,10,0
005P10056,경기 이천시,0,5,경북 문경시,12,0
005P10065,강원 영월군,0,5,강원 평창군,11,0
005P10089,서울 강서구,0,5,경기 안성시,12,0
005P10094,경북 군위군,0,5,충북 청주시 상당구,13,0
005P10119,경북 봉화군,0,5,충북 제천시,10,0
005P10125,경기 의왕시,0,5,강원 원주시,12,0
005P10127,충북 증평군,0,5,경기 하남시,12,0
005P10128,서울 광진구,0,5,충남 당진시,13,0
005P10129,경기 성남시 중원구,0,5,서울 송파구,7,0
005P10130,강원 원주시,0,5,서울 중구,13,0
005P10136,경기 김포시,0,5,충남 천안시 동남구,13,0
005P10150,경남 의령군,0,5,경남 밀양시,12,0
005P10184,충남 홍성군,0,5,경기 안양시 동안구,13,0
005P10194,경기 수원시 장안구,0,5,인천 남동구,8,0
006P10002,경기 용인시 기흥구,0,6,서울 도봉구,11,0
006P10003,대구 동구,0,6,울산 중구,13,0
006P10018,경기 안양시 만안구,0,6,경기 광주시,10,0
006P10022,인천 미추홀구,0,6,경기 수원시 권선구,9,0
006P10039,전북 군산시,0,6,충남 청양군,10,0
006P10044,경기 고양시 일산동구,0,6,경기 수원시 권선구,10,0
006P10053,충남 금산군,0,6,전북 전주시 덕진구,13,0
006P10085,경기 안성시,0,6,서울 강동구,11,0
006P10100,서울 송파구,0,6,강원 원주시,12,0
007P10011,인천 옹진군,0,7,서울 강동구,11,0
007P10039,경기 군포시,0,7,경기 용인시 기흥구,10,0
007P10042,부산 금정구,0,7,경남 함안군,13,0
007P10068,울산 남구,0,7,부산 북구,13,0
007P10092,인천 강화군,0,7,경기 군포시,12,0
007P10100,인천 옹진군,0,7,서울 성동구,12,0
007P10101,경기 안양시 만안구,0,7,경기 안산시 단원구,9,0
007P10105,경남 양산시,0,7,부산 남구,10,0
007P10122,충남 계룡시,0,7,충북 청주시 서원구,13,0
