택배번호,출발지,출발시간,거리,통행량,경유지1,하차시간,상차시간,거리,통행량,경유지2,하차시간,상차시간,거리,통행량,경유지3,하차시간,상차시간,거리,통행량,도착지,도착시간
176P10006,부산 부산진구,176,70,1,부산 우편집중국,181,193,295,38,중부권 광역우편물류센터,0,0,53,0,대전 우편집중국,0,0,57,0,대전 중구,0,0
176P10007,인천 서구,176,47,1,부천 우편집중국,179,191,253,28,중부권 광역우편물류센터,0,0,268,0,고양 우편집중국,0,0,36,0,경기 김포시,0,0
176P10008,부산 사상구,176,70,1,부산 우편집중국,181,193,295,38,중부권 광역우편물류센터,0,0,253,0,부천 우편집중국,0,0,71,0,경기 안산시 상록구,0,0
176P10009,충남 천안시 동남구,176,30,1,천안 우편집중국,178,190,133,13,중부권 광역우편물류센터,199,0,233,0,순천 집중과,0,0,36,0,전남 순천시,0,0
176P10010,전남 장흥군,176,69,2,영암 우편집중국,181,193,290,26,중부권 광역우편물류센터,0,0,216,0,안동 우편집중국,0,0,119,0,경북 문경시,0,0
176P10011,강원 속초시,176,97,1,강릉 우편집중국,182,194,368,17,중부권 광역우편물류센터,0,0,229,0,수원 우편집중국,0,0,77,0,경기 수원시 장안구,0,0
176P10012,경북 예천군,176,44,3,안동 우편집중국,179,191,216,15,중부권 광역우편물류센터,0,0,261,0,의정부 우편집중국,0,0,64,0,서울 노원구,0,0
176P10013,서울 동작구,176,51,2,성남 우편집중국,179,191,218,17,중부권 광역우편물류센터,0,0,199,0,광주 우편집중국,0,0,82,0,전남 영광군,0,0
176P10014,대전 중구,176,57,3,대전 우편집중국,180,192,53,12,중부권 광역우편물류센터,196,0,202,0,진주 우편집중국,0,0,180,0,전북 임실군,0,0
176P10015,대전 유성구,176,46,1,대전 우편집중국,179,191,53,10,중부권 광역우편물류센터,195,0,202,0,진주 우편집중국,0,0,190,0,전북 전주시 덕진구,0,0
176P10016,인천 강화군,176,96,2,부천 우편집중국,182,194,253,29,중부권 광역우편물류센터,0,0,133,0,천안 우편집중국,0,0,154,0,충남 금산군,0,0
176P10017,경남 산청군,176,82,1,진주 우편집중국,181,193,202,36,중부권 광역우편물류센터,0,0,261,0,의정부 우편집중국,0,0,64,0,서울 강북구,0,0
176P10018,강원 강릉시,176,30,1,강릉 우편집중국,178,190,368,22,중부권 광역우편물류센터,0,0,256,0,원주 우편집중국,0,0,30,0,강원 원주시,0,0
176P10019,강원 동해시,176,72,1,강릉 우편집중국,181,193,368,16,중부권 광역우편물류센터,0,0,202,0,진주 우편집중국,0,0,82,0,경남 산청군,0,0
176P10020,서울 성북구,176,36,1,동서울 우편집중국,178,190,248,32,중부권 광역우편물류센터,0,0,295,0,부산 우편집중국,0,0,60,0,부산 연제구,0,0
176P10021,경기 수원시 권선구,176,77,1,수원 우편집중국,181,193,229,8,중부권 광역우편물류센터,0,0,261,0,의정부 우편집중국,0,0,64,0,서울 강북구,0,0
176P10022,강원 태백시,176,227,3,원주 우편집중국,191,0,256,0,중부권 광역우편물류센터,0,0,53,0,대전 우편집중국,0,0,30,0,충남 계룡시,0,0
176P10023,강원 고성군,176,97,1,강릉 우편집중국,182,194,368,17,중부권 광역우편물류센터,0,0,290,0,영암 우편집중국,0,0,50,0,전남 완도군,0,0
176P10024,전북 군산시,176,307,4,진주 우편집중국,196,0,202,0,중부권 광역우편물류센터,0,0,53,0,대전 우편집중국,0,0,57,0,대전 중구,0,0
176P10025,대구 북구,176,30,1,대구 우편집중국,178,190,192,25,중부권 광역우편물류센터,0,0,295,0,부산 우편집중국,0,0,70,0,부산 부산진구,0,0
176P10026,경기 성남시 수정구,176,43,1,성남 우편집중국,179,191,218,17,중부권 광역우편물류센터,0,0,368,0,강릉 우편집중국,0,0,72,0,강원 동해시,0,0
176P10027,경북 예천군,176,44,3,안동 우편집중국,179,191,216,15,중부권 광역우편물류센터,0,0,133,0,천안 우편집중국,0,0,128,0,충남 태안군,0,0
176P10028,강원 춘천시,176,108,1,원주 우편집중국,183,195,256,23,중부권 광역우편물류센터,0,0,100,0,청주 우편집중국,0,0,44,0,충북 청주시 흥덕구,0,0
176P10029,경북 김천시,176,106,1,대구 우편집중국,183,195,192,21,중부권 광역우편물류센터,0,0,202,0,진주 우편집중국,0,0,102,0,경남 함양군,0,0
176P10030,충남 홍성군,176,154,1,천안 우편집중국,186,198,133,9,중부권 광역우편물류센터,0,0,253,0,부천 우편집중국,0,0,61,0,인천 남동구,0,0
176P10031,서울 종로구,176,84,2,동서울 우편집중국,182,194,248,34,중부권 광역우편물류센터,0,0,53,0,대전 우편집중국,0,0,190,0,충남 보령시,0,0
176P10032,서울 강서구,176,36,1,부천 우편집중국,178,190,253,29,중부권 광역우편물류센터,0,0,268,0,고양 우편집중국,0,0,30,0,경기 고양시 일산서구,0,0
176P10033,경기 용인시 수지구,176,58,1,성남 우편집중국,180,192,218,17,중부권 광역우편물류센터,0,0,253,0,부천 우편집중국,0,0,53,0,경기 시흥시,0,0
177P10001,서울 동작구,177,51,3,성남 우편집중국,180,192,218,17,중부권 광역우편물류센터,0,0,202,0,진주 우편집중국,0,0,149,0,경남 합천군,0,0
177P10002,인천 중구,177,66,1,부천 우편집중국,181,193,253,27,중부권 광역우편물류센터,0,0,290,0,영암 우편집중국,0,0,50,0,전남 영암군,0,0
177P10003,전남 장흥군,177,69,3,영암 우편집중국,182,194,290,29,중부권 광역우편물류센터,0,0,202,0,진주 우편집중국,0,0,53,0,경남 의령군,0,0
177P10004,전남 영암군,177,50,1,영암 우편집중국,180,192,290,26,중부권 광역우편물류센터,0,0,53,0,대전 우편집중국,0,0,156,0,충남 서천군,0,0
177P10005,경기 양주시,177,38,1,의정부 우편집중국,180,192,261,22,중부권 광역우편물류센터,0,0,100,0,청주 우편집중국,0,0,44,0,충북 충주시,0,0
177P10006,인천 계양구,177,36,1,부천 우편집중국,179,191,253,28,중부권 광역우편물류센터,0,0,368,0,강릉 우편집중국,0,0,82,0,강원 삼척시,0,0
177P10007,충북 제천시,177,62,1,원주 우편집중국,181,193,256,17,중부권 광역우편물류센터,0,0,248,0,동서울 우편집중국,0,0,144,0,경기 양평군,0,0
177P10008,경북 포항시 북구,177,30,1,포항 우편집중국,179,191,271,12,중부권 광역우편물류센터,0,0,268,0,고양 우편집중국,0,0,30,0,경기 고양시 일산동구,0,0
177P10009,충북 청주시 서원구,177,30,1,청주 우편집중국,179,191,100,10,중부권 광역우편물류센터,198,0,199,0,광주 우편집중국,0,0,108,0,전남 함평군,0,0
177P10010,전남 구례군,177,128,1,광주 우편집중국,186,198,199,15,중부권 광역우편물류센터,0,0,290,0,영암 우편집중국,0,0,50,0,전남 강진군,0,0
178P10001,전남 무안군,178,63,2,영암 우편집중국,182,194,290,29,중부권 광역우편물류센터,0,0,318,0,울산 우편집중국,0,0,30,0,울산 남구,0,0
178P10002,서울 광진구,178,30,1,동서울 우편집중국,180,192,248,33,중부권 광역우편물류센터,0,0,261,0,의정부 우편집중국,0,0,48,0,서울 중랑구,0,0
178P10003,강원 영월군,178,62,1,원주 우편집중국,182,194,256,19,중부권 광역우편물류센터,0,0,216,0,안동 우편집중국,0,0,30,0,경북 안동시,0,0
178P10004,전남 보성군,178,84,2,순천 집중과,184,196,233,13,중부권 광역우편물류센터,0,0,133,0,천안 우편집중국,0,0,113,0,충남 예산군,0,0
178P10005,경남 의령군,178,53,1,진주 우편집중국,182,194,202,37,중부권 광역우편물류센터,0,0,229,0,수원 우편집중국,0,0,77,0,경기 수원시 장안구,0,0
178P10006,경기 수원시 권선구,178,77,2,수원 우편집중국,183,195,229,7,중부권 광역우편물류센터,0,0,268,0,고양 우편집중국,0,0,36,0,경기 김포시,0,0
178P10007,경기 화성시,178,110,2,수원 우편집중국,185,197,229,8,중부권 광역우편물류센터,0,0,53,0,대전 우편집중국,0,0,190,0,충남 보령시,0,0
178P10008,전남 신안군,178,45,1,영암 우편집중국,181,193,290,26,중부권 광역우편물류센터,0,0,218,0,성남 우편집중국,0,0,72,0,경기 광주시,0,0
178P10009,전남 고흥군,178,58,1,순천 집중과,182,194,233,13,중부권 광역우편물류센터,0,0,251,0,창원 우편집중국,0,0,30,0,경남 창원시 마산합포구,0,0
178P10010,충북 보은군,178,87,1,청주 우편집중국,184,196,100,6,중부권 광역우편물류센터,0,0,256,0,원주 우편집중국,0,0,98,0,충북 단양군,0,0
178P10011,전남 순천시,178,36,1,순천 집중과,180,192,233,12,중부권 광역우편물류센터,0,0,199,0,광주 우편집중국,0,0,150,0,광주 남구,0,0
178P10012,전남 무안군,178,63,2,영암 우편집중국,182,194,290,29,중부권 광역우편물류센터,0,0,248,0,동서울 우편집중국,0,0,213,0,경기 가평군,0,0
178P10013,경기 여주시,178,75,1,원주 우편집중국,183,195,256,23,중부권 광역우편물류센터,0,0,100,0,청주 우편집중국,0,0,58,0,충북 증평군,0,0
178P10014,경남 창원시 성산구,178,75,1,창원 우편집중국,183,195,251,16,중부권 광역우편물류센터,0,0,261,0,의정부 우편집중국,0,0,52,0,경기 포천시,0,0
178P10015,대전 유성구,178,46,2,대전 우편집중국,181,193,53,10,중부권 광역우편물류센터,197,0,248,0,동서울 우편집중국,0,0,79,0,서울 서초구,0,0
178P10016,충북 청주시 서원구,178,30,2,청주 우편집중국,180,192,100,12,중부권 광역우편물류센터,199,0,295,0,부산 우편집중국,0,0,35,0,부산 북구,0,0
178P10017,대구 달서구,178,48,1,대구 우편집중국,181,193,192,23,중부권 광역우편물류센터,0,0,216,0,안동 우편집중국,0,0,44,0,경북 예천군,0,0
179P10001,서울 광진구,179,30,3,동서울 우편집중국,181,193,248,34,중부권 광역우편물류센터,0,0,192,0,대구 우편집중국,0,0,30,0,대구 중구,0,0
179P10002,인천 서구,179,47,1,부천 우편집중국,182,194,253,29,중부권 광역우편물류센터,0,0,256,0,원주 우편집중국,0,0,124,0,강원 정선군,0,0
179P10003,서울 서대문구,179,42,1,고양 우편집중국,182,194,268,14,중부권 광역우편물류센터,0,0,53,0,대전 우편집중국,0,0,46,0,대전 유성구,0,0
179P10004,경기 남양주시,179,40,1,동서울 우편집중국,182,194,248,34,중부권 광역우편물류센터,0,0,53,0,대전 우편집중국,0,0,77,0,충남 논산시,0,0
179P10005,서울 광진구,179,30,3,동서울 우편집중국,181,193,248,34,중부권 광역우편물류센터,0,0,253,0,부천 우편집중국,0,0,36,0,인천 부평구,0,0
179P10006,대구 달서구,179,48,2,대구 우편집중국,182,194,192,24,중부권 광역우편물류센터,0,0,261,0,의정부 우편집중국,0,0,38,0,경기 양주시,0,0
179P10007,충남 예산군,179,113,1,천안 우편집중국,187,199,133,10,중부권 광역우편물류센터,0,0,271,0,포항 우편집중국,0,0,30,0,경북 영덕군,0,0
179P10008,강원 철원군,179,55,1,의정부 우편집중국,183,195,261,20,중부권 광역우편물류센터,0,0,218,0,성남 우편집중국,0,0,43,0,경기 성남시 수정구,0,0
179P10009,부산 수영구,179,60,1,부산 우편집중국,183,195,295,37,중부권 광역우편물류센터,0,0,248,0,동서울 우편집중국,0,0,51,0,경기 하남시,0,0
179P10010,경남 밀양시,179,74,1,부산 우편집중국,184,196,295,36,중부권 광역우편물류센터,0,0,295,0,부산 우편집중국,0,0,34,0,부산 강서구,0,0
179P10011,경기 고양시 일산서구,179,30,1,고양 우편집중국,181,193,268,13,중부권 광역우편물류센터,0,0,253,0,부천 우편집중국,0,0,74,0,인천 동구,0,0
179P10012,부산 서구,179,70,1,부산 우편집중국,184,196,295,36,중부권 광역우편물류센터,0,0,295,0,부산 우편집중국,0,0,60,0,부산 동래구,0,0
179P10013,강원 홍천군,179,81,1,원주 우편집중국,184,196,256,24,중부권 광역우편물류센터,0,0,253,0,부천 우편집중국,0,0,36,0,서울 강서구,0,0
179P10014,경기 가평군,179,213,4,동서울 우편집중국,193,0,248,0,중부권 광역우편물류센터,0,0,100,0,청주 우편집중국,0,0,30,0,충북 청주시 서원구,0,0
179P10015,서울 성동구,179,84,2,동서울 우편집중국,185,197,248,28,중부권 광역우편물류센터,0,0,248,0,동서울 우편집중국,0,0,79,0,서울 서초구,0,0
179P10016,충북 보은군,179,87,2,청주 우편집중국,185,197,100,8,중부권 광역우편물류센터,0,0,251,0,창원 우편집중국,0,0,136,0,경남 거제시,0,0
180P10001,충남 공주시,180,76,1,대전 우편집중국,185,197,53,3,중부권 광역우편물류센터,0,0,192,0,대구 우편집중국,0,0,48,0,대구 달서구,0,0
180P10002,부산 수영구,180,60,2,부산 우편집중국,184,196,295,36,중부권 광역우편물류센터,0,0,248,0,동서울 우편집중국,0,0,84,0,서울 성동구,0,0
180P10003,경기 광주시,180,72,1,성남 우편집중국,185,197,218,18,중부권 광역우편물류센터,0,0,268,0,고양 우편집중국,0,0,42,0,서울 마포구,0,0
180P10004,인천 강화군,180,96,2,부천 우편집중국,186,198,253,28,중부권 광역우편물류센터,0,0,256,0,원주 우편집중국,0,0,62,0,강원 영월군,0,0
180P10005,전남 장흥군,180,69,3,영암 우편집중국,185,197,290,28,중부권 광역우편물류센터,0,0,248,0,동서울 우편집중국,0,0,58,0,서울 송파구,0,0
180P10006,서울 관악구,180,56,1,성남 우편집중국,184,196,218,16,중부권 광역우편물류센터,0,0,256,0,원주 우편집중국,0,0,84,0,강원 평창군,0,0
180P10007,전남 해남군,180,50,1,영암 우편집중국,183,195,290,30,중부권 광역우편물류센터,0,0,53,0,대전 우편집중국,0,0,57,0,대전 중구,0,0
180P10008,경기 포천시,180,52,1,의정부 우편집중국,183,195,261,20,중부권 광역우편물류센터,0,0,53,0,대전 우편집중국,0,0,46,0,대전 유성구,0,0
180P10009,경북 고령군,180,80,1,대구 우편집중국,185,197,192,19,중부권 광역우편물류센터,0,0,202,0,진주 우편집중국,0,0,214,0,전북 전주시 완산구,0,0
180P10010,부산 중구,180,70,1,부산 우편집중국,185,197,295,37,중부권 광역우편물류센터,0,0,218,0,성남 우편집중국,0,0,56,0,경기 안양시 동안구,0,0
180P10011,충남 당진시,180,109,2,천안 우편집중국,187,199,133,10,중부권 광역우편물류센터,0,0,268,0,고양 우편집중국,0,0,42,0,서울 마포구,0,0
180P10012,충남 예산군,180,113,2,천안 우편집중국,188,200,133,11,중부권 광역우편물류센터,0,0,318,0,울산 우편집중국,0,0,35,0,울산 울주군,0,0
180P10013,울산 울주군,180,35,1,울산 우편집중국,182,194,318,12,중부권 광역우편물류센터,0,0,248,0,동서울 우편집중국,0,0,58,0,서울 송파구,0,0
180P10014,충북 충주시,180,44,1,청주 우편집중국,183,195,100,8,중부권 광역우편물류센터,0,0,318,0,울산 우편집중국,0,0,65,0,부산 기장군,0,0
180P10015,서울 마포구,180,42,2,고양 우편집중국,183,195,268,16,중부권 광역우편물류센터,0,0,233,0,순천 집중과,0,0,58,0,전남 고흥군,0,0
180P10016,서울 마포구,180,42,2,고양 우편집중국,183,195,268,16,중부권 광역우편물류센터,0,0,271,0,포항 우편집중국,0,0,30,0,경북 포항시 남구,0,0
180P10017,강원 속초시,180,97,2,강릉 우편집중국,186,198,368,18,중부권 광역우편물류센터,0,0,100,0,청주 우편집중국,0,0,44,0,충북 청주시 흥덕구,0,0
180P10018,부산 영도구,180,70,1,부산 우편집중국,185,197,295,37,중부권 광역우편물류센터,0,0,100,0,청주 우편집중국,0,0,44,0,충북 청주시 흥덕구,0,0
180P10019,경북 의성군,180,70,1,안동 우편집중국,185,197,216,14,중부권 광역우편물류센터,0,0,192,0,대구 우편집중국,0,0,88,0,경북 성주군,0,0
180P10020,부산 동래구,180,60,1,부산 우편집중국,184,196,295,36,중부권 광역우편물류센터,0,0,53,0,대전 우편집중국,0,0,46,0,대전 유성구,0,0
180P10021,대구 중구,180,30,1,대구 우편집중국,182,194,192,24,중부권 광역우편물류센터,0,0,251,0,창원 우편집중국,0,0,117,0,경남 고성군,0,0
180P10022,경북 문경시,180,119,1,안동 우편집중국,188,200,216,17,중부권 광역우편물류센터,0,0,368,0,강릉 우편집중국,0,0,68,0,강원 양양군,0,0
180P10023,경북 안동시,180,30,1,안동 우편집중국,182,194,216,15,중부권 광역우편물류센터,0,0,216,0,안동 우편집중국,0,0,57,0,경북 봉화군,0,0
180P10024,경기 용인시 수지구,180,58,1,성남 우편집중국,184,196,218,16,중부권 광역우편물류센터,0,0,53,0,대전 우편집중국,0,0,30,0,충남 계룡시,0,0
180P10025,전남 순천시,180,36,1,순천 집중과,182,194,233,13,중부권 광역우편물류센터,0,0,53,0,대전 우편집중국,0,0,156,0,충남 서천군,0,0
180P10026,전북 군산시,180,307,5,진주 우편집중국,200,0,202,0,중부권 광역우편물류센터,0,0,290,0,영암 우편집중국,0,0,50,0,전남 해남군,0,0
181P10001,인천 계양구,181,36,1,부천 우편집중국,183,195,253,26,중부권 광역우편물류센터,0,0,295,0,부산 우편집중국,0,0,70,0,부산 사상구,0,0
181P10002,대전 서구,181,46,1,대전 우편집중국,184,196,53,3,중부권 광역우편물류센터,200,0,251,0,창원 우편집중국,0,0,136,0,경남 통영시,0,0
181P10003,전남 진도군,181,30,1,영암 우편집중국,183,195,290,30,중부권 광역우편물류센터,0,0,216,0,안동 우편집중국,0,0,119,0,경북 문경시,0,0
181P10004,서울 서초구,181,79,2,동서울 우편집중국,186,198,248,30,중부권 광역우편물류센터,0,0,192,0,대구 우편집중국,0,0,30,0,대구 중구,0,0
181P10005,경북 영덕군,181,30,1,포항 우편집중국,183,195,271,11,중부권 광역우편물류센터,0,0,295,0,부산 우편집중국,0,0,35,0,부산 남구,0,0
181P10006,전남 영광군,181,82,1,광주 우편집중국,186,198,199,15,중부권 광역우편물류센터,0,0,133,0,천안 우편집중국,0,0,135,0,충북 옥천군,0,0
181P10007,경기 가평군,181,213,3,동서울 우편집중국,195,0,248,0,중부권 광역우편물류센터,0,0,199,0,광주 우편집중국,0,0,82,0,전남 영광군,0,0
181P10008,광주 북구,181,57,2,광주 우편집중국,185,197,199,14,중부권 광역우편물류센터,0,0,268,0,고양 우편집중국,0,0,30,0,경기 고양시 일산동구,0,0
181P10009,충남 아산시,181,45,1,천안 우편집중국,184,196,133,11,중부권 광역우편물류센터,0,0,261,0,의정부 우편집중국,0,0,64,0,서울 강북구,0,0
181P10010,대전 동구,181,57,1,대전 우편집중국,185,197,53,3,중부권 광역우편물류센터,0,0,199,0,광주 우편집중국,0,0,92,0,전남 곡성군,0,0
181P10011,충북 괴산군,181,142,1,청주 우편집중국,190,0,100,0,중부권 광역우편물류센터,0,0,192,0,대구 우편집중국,0,0,80,0,경북 고령군,0,0
181P10012,서울 구로구,181,88,1,성남 우편집중국,187,199,218,20,중부권 광역우편물류센터,0,0,248,0,동서울 우편집중국,0,0,84,0,서울 용산구,0,0
181P10013,경북 성주군,181,88,1,대구 우편집중국,187,199,192,20,중부권 광역우편물류센터,0,0,133,0,천안 우편집중국,0,0,154,0,충남 홍성군,0,0
181P10014,충북 제천시,181,62,1,원주 우편집중국,185,197,256,24,중부권 광역우편물류센터,0,0,218,0,성남 우편집중국,0,0,43,0,경기 성남시 중원구,0,0
181P10015,전남 무안군,181,63,3,영암 우편집중국,185,197,290,28,중부권 광역우편물류센터,0,0,318,0,울산 우편집중국,0,0,30,0,울산 북구,0,0
181P10016,강원 원주시,181,30,1,원주 우편집중국,183,195,256,23,중부권 광역우편물류센터,0,0,290,0,영암 우편집중국,0,0,63,0,전남 무안군,0,0
181P10017,경기 양평군,181,144,1,동서울 우편집중국,191,0,248,0,중부권 광역우편물류센터,0,0,53,0,대전 우편집중국,0,0,76,0,충남 공주시,0,0
181P10018,광주 북구,181,57,2,광주 우편집중국,185,197,199,14,중부권 광역우편물류센터,0,0,218,0,성남 우편집중국,0,0,88,0,서울 구로구,0,0
181P10019,경기 오산시,181,86,1,수원 우편집중국,187,199,229,9,중부권 광역우편물류센터,0,0,133,0,천안 우편집중국,0,0,175,0,전북 무주군,0,0
181P10020,부산 동구,181,35,1,부산 우편집중국,183,195,295,37,중부권 광역우편물류센터,0,0,199,0,광주 우편집중국,0,0,128,0,전남 구례군,0,0
181P10021,서울 서초구,181,79,2,동서울 우편집중국,186,198,248,30,중부권 광역우편물류센터,0,0,248,0,동서울 우편집중국,0,0,30,0,서울 광진구,0,0
181P10022,경북 청송군,181,90,1,안동 우편집중국,187,199,216,16,중부권 광역우편물류센터,0,0,202,0,진주 우편집중국,0,0,73,0,경남 남해군,0,0
181P10023,전북 정읍시,181,244,2,진주 우편집중국,197,0,202,0,중부권 광역우편물류센터,0,0,100,0,청주 우편집중국,0,0,44,0,충북 충주시,0,0
181P10024,부산 해운대구,181,152,2,부산 우편집중국,191,0,295,0,중부권 광역우편물류센터,0,0,53,0,대전 우편집중국,0,0,66,0,대전 대덕구,0,0
181P10025,충남 천안시 동남구,181,30,1,천안 우편집중국,183,195,133,11,중부권 광역우편물류센터,0,0,199,0,광주 우편집중국,0,0,140,0,전남 나주시,0,0
181P10026,서울 성동구,181,84,2,동서울 우편집중국,187,199,248,32,중부권 광역우편물류센터,0,0,233,0,순천 집중과,0,0,58,0,전남 고흥군,0,0
181P10027,경남 진주시,181,34,1,진주 우편집중국,183,195,202,36,중부권 광역우편물류센터,0,0,256,0,원주 우편집중국,0,0,108,0,강원 화천군,0,0
181P10028,경기 의왕시,181,66,1,성남 우편집중국,185,197,218,18,중부권 광역우편물류센터,0,0,248,0,동서울 우편집중국,0,0,30,0,서울 광진구,0,0
181P10029,경기 부천시,181,36,1,부천 우편집중국,183,195,253,26,중부권 광역우편물류센터,0,0,202,0,진주 우편집중국,0,0,124,0,경남 거창군,0,0
181P10030,서울 중구,181,84,1,동서울 우편집중국,187,199,248,32,중부권 광역우편물류센터,0,0,368,0,강릉 우편집중국,0,0,97,0,강원 고성군,0,0
181P10031,경기 안산시 단원구,181,68,1,부천 우편집중국,186,198,253,28,중부권 광역우편물류센터,0,0,53,0,대전 우편집중국,0,0,156,0,충남 서천군,0,0
181P10032,전남 화순군,181,71,1,광주 우편집중국,186,198,199,15,중부권 광역우편물류센터,0,0,261,0,의정부 우편집중국,0,0,38,0,경기 양주시,0,0
182P10001,대전 동구,182,57,2,대전 우편집중국,186,198,53,4,중부권 광역우편물류센터,0,0,295,0,부산 우편집중국,0,0,60,0,부산 동래구,0,0
182P10002,강원 강릉시,182,30,1,강릉 우편집중국,184,196,368,18,중부권 광역우편물류센터,0,0,248,0,동서울 우편집중국,0,0,54,0,서울 강동구,0,0
182P10003,서울 마포구,182,42,3,고양 우편집중국,185,197,268,17,중부권 광역우편물류센터,0,0,100,0,청주 우편집중국,0,0,97,0,충북 음성군,0,0
182P10004,전남 광양시,182,47,1,순천 집중과,185,197,233,14,중부권 광역우편물류센터,0,0,261,0,의정부 우편집중국,0,0,45,0,경기 동두천시,0,0
182P10005,충북 청주시 상당구,182,65,1,청주 우편집중국,186,198,100,7,중부권 광역우편물류센터,0,0,256,0,원주 우편집중국,0,0,62,0,충북 제천시,0,0
182P10006,경기 포천시,182,52,2,의정부 우편집중국,185,197,261,17,중부권 광역우편물류센터,0,0,253,0,부천 우편집중국,0,0,74,0,인천 동구,0,0
182P10007,서울 관악구,182,56,2,성남 우편집중국,186,198,218,18,중부권 광역우편물류센터,0,0,295,0,부산 우편집중국,0,0,35,0,부산 남구,0,0
182P10008,충남 당진시,182,109,2,천안 우편집중국,189,0,133,0,중부권 광역우편물류센터,0,0,100,0,청주 우편집중국,0,0,58,0,충북 증평군,0,0
182P10009,전남 함평군,182,108,1,광주 우편집중국,189,0,199,0,중부권 광역우편물류센터,0,0,192,0,대구 우편집중국,0,0,30,0,대구 북구,0,0
182P10010,강원 삼척시,182,82,1,강릉 우편집중국,187,199,368,19,중부권 광역우편물류센터,0,0,53,0,대전 우편집중국,0,0,56,0,세종특별자치시,0,0
182P10011,전남 화순군,182,71,3,광주 우편집중국,187,199,199,18,중부권 광역우편물류센터,0,0,218,0,성남 우편집중국,0,0,43,0,경기 성남시 중원구,0,0
182P10012,서울 강동구,182,54,1,동서울 우편집중국,186,198,248,30,중부권 광역우편물류센터,0,0,251,0,창원 우편집중국,0,0,35,0,경남 창원시 의창구,0,0
182P10013,전남 영광군,182,82,2,광주 우편집중국,187,199,199,18,중부권 광역우편물류센터,0,0,192,0,대구 우편집중국,0,0,50,0,대구 수성구,0,0
182P10014,전남 화순군,182,71,3,광주 우편집중국,187,199,199,18,중부권 광역우편물류센터,0,0,261,0,의정부 우편집중국,0,0,52,0,경기 포천시,0,0
182P10015,경북 봉화군,182,57,1,안동 우편집중국,186,198,216,15,중부권 광역우편물류센터,0,0,253,0,부천 우편집중국,0,0,36,0,인천 부평구,0,0
182P10016,전남 여수시,182,30,1,순천 집중과,184,196,233,13,중부권 광역우편물류센터,0,0,295,0,부산 우편집중국,0,0,70,0,부산 서구,0,0
182P10017,강원 원주시,182,30,2,원주 우편집중국,184,196,256,24,중부권 광역우편물류센터,0,0,233,0,순천 집중과,0,0,36,0,전남 순천시,0,0
182P10018,경기 화성시,182,110,2,수원 우편집중국,189,0,229,0,중부권 광역우편물류센터,0,0,261,0,의정부 우편집중국,0,0,52,0,경기 포천시,0,0
182P10019,경기 안산시 상록구,182,71,1,부천 우편집중국,187,199,253,28,중부권 광역우편물류센터,0,0,318,0,울산 우편집중국,0,0,94,0,경남 양산시,0,0
182P10020,전북 전주시 덕진구,182,190,2,진주 우편집중국,195,0,202,0,중부권 광역우편물류센터,0,0,192,0,대구 우편집중국,0,0,54,0,경북 경산시,0,0
182P10021,충남 논산시,182,77,1,대전 우편집중국,187,199,53,5,중부권 광역우편물류센터,0,0,261,0,의정부 우편집중국,0,0,68,0,경기 의정부시,0,0
182P10022,광주 동구,182,71,1,광주 우편집중국,187,199,199,18,중부권 광역우편물류센터,0,0,253,0,부천 우편집중국,0,0,96,0,인천 강화군,0,0
182P10023,강원 태백시,182,227,3,원주 우편집중국,197,0,256,0,중부권 광역우편물류센터,0,0,100,0,청주 우편집중국,0,0,97,0,충북 음성군,0,0
182P10024,인천 부평구,182,36,1,부천 우편집중국,184,196,253,25,중부권 광역우편물류센터,0,0,295,0,부산 우편집중국,0,0,74,0,경남 밀양시,0,0
182P10025,충남 부여군,182,116,1,대전 우편집중국,190,0,53,0,중부권 광역우편물류센터,0,0,100,0,청주 우편집중국,0,0,142,0,충북 괴산군,0,0
182P10026,경북 성주군,182,88,2,대구 우편집중국,188,200,192,23,중부권 광역우편물류센터,0,0,199,0,광주 우편집중국,0,0,128,0,전남 구례군,0,0
182P10027,전남 완도군,182,50,1,영암 우편집중국,185,197,290,28,중부권 광역우편물류센터,0,0,202,0,진주 우편집중국,0,0,142,0,전북 남원시,0,0
182P10028,대구 북구,182,30,1,대구 우편집중국,184,196,192,20,중부권 광역우편물류센터,0,0,295,0,부산 우편집중국,0,0,70,0,부산 사하구,0,0
182P10029,경남 창녕군,182,75,1,창원 우편집중국,187,199,251,15,중부권 광역우편물류센터,0,0,202,0,진주 우편집중국,0,0,244,0,전북 정읍시,0,0
183P10001,경남 거제시,183,136,1,창원 우편집중국,192,0,251,0,중부권 광역우편물류센터,0,0,295,0,부산 우편집중국,0,0,35,0,부산 남구,0,0
183P10002,대구 동구,183,50,1,대구 우편집중국,186,198,192,20,중부권 광역우편물류센터,0,0,199,0,광주 우편집중국,0,0,71,0,광주 동구,0,0
183P10003,광주 서구,183,150,3,광주 우편집중국,193,0,199,0,중부권 광역우편물류센터,0,0,202,0,진주 우편집중국,0,0,190,0,전북 전주시 덕진구,0,0
183P10004,전북 무주군,183,175,1,천안 우편집중국,195,0,133,0,중부권 광역우편물류센터,0,0,261,0,의정부 우편집중국,0,0,48,0,서울 중랑구,0,0
183P10005,인천 서구,183,47,1,부천 우편집중국,186,198,253,28,중부권 광역우편물류센터,0,0,53,0,대전 우편집중국,0,0,66,0,대전 대덕구,0,0
