택배번호,출발지,출발시간,거리,통행량,경유지1,하차시간,상차시간,거리,통행량,경유지2,하차시간,상차시간,거리,통행량,경유지3,하차시간,상차시간,거리,통행량,도착지,도착시간
011P10009,울산 남구,11,30,2,울산 우편집중국,13,25,318,8,중부권 광역우편물류센터,46,89,248,7,동서울 우편집중국,106,118,58,3,서울 송파구,0,0
011P10010,강원 철원군,11,55,4,의정부 우편집중국,15,27,261,23,중부권 광역우편물류센터,44,89,100,9,청주 우편집중국,96,108,71,7,충북 진천군,0,0
011P10011,서울 은평구,11,39,1,고양 우편집중국,14,26,268,11,중부권 광역우편물류센터,44,89,290,5,영암 우편집중국,108,120,50,3,전남 강진군,0,0
011P10012,서울 중랑구,11,48,1,의정부 우편집중국,14,26,261,18,중부권 광역우편물류센터,43,89,53,10,대전 우편집중국,93,105,102,4,충남 청양군,0,0
011P10013,경남 김해시,11,39,1,부산 우편집중국,14,26,295,17,중부권 광역우편물류센터,46,89,202,15,진주 우편집중국,102,114,214,4,전북 전주시 완산구,0,0
011P10014,부산 남구,11,35,1,부산 우편집중국,13,25,295,14,중부권 광역우편물류센터,45,89,256,12,원주 우편집중국,106,118,98,1,충북 단양군,0,0
011P10015,전남 완도군,11,50,3,영암 우편집중국,14,26,290,16,중부권 광역우편물류센터,45,89,192,20,대구 우편집중국,102,114,54,1,경북 경산시,0,0
011P10016,경북 문경시,11,119,2,안동 우편집중국,19,31,216,10,중부권 광역우편물류센터,45,89,199,14,광주 우편집중국,102,114,57,5,광주 북구,0,0
011P10017,경남 창원시 마산합포구,11,30,2,창원 우편집중국,13,25,251,8,중부권 광역우편물류센터,42,89,133,13,천안 우편집중국,98,110,109,3,충남 당진시,0,0
011P10018,경기 용인시 처인구,11,64,1,성남 우편집중국,15,27,218,18,중부권 광역우편물류센터,42,89,295,14,부산 우편집중국,109,121,60,1,부산 연제구,0,0
011P10019,서울 도봉구,11,64,1,의정부 우편집중국,15,27,261,23,중부권 광역우편물류센터,44,89,268,3,고양 우편집중국,107,119,39,1,서울 은평구,0,0
011P10020,전남 신안군,11,45,1,영암 우편집중국,14,26,290,16,중부권 광역우편물류센터,45,89,295,14,부산 우편집중국,109,121,35,1,부산 남구,0,0
011P10021,경기 양주시,11,38,1,의정부 우편집중국,14,26,261,18,중부권 광역우편물류센터,43,89,253,13,부천 우편집중국,106,118,66,3,인천 중구,0,0
011P10022,경기 고양시 일산동구,11,30,1,고양 우편집중국,13,25,268,8,중부권 광역우편물류센터,43,89,295,14,부산 우편집중국,109,121,35,2,부산 동구,0,0
011P10023,울산 울주군,11,35,1,울산 우편집중국,13,25,318,8,중부권 광역우편물류센터,46,89,233,6,순천 집중과,105,117,58,5,전남 고흥군,0,0
011P10024,부산 강서구,11,34,1,부산 우편집중국,13,25,295,14,중부권 광역우편물류센터,45,89,218,14,성남 우편집중국,104,116,51,5,서울 동작구,0,0
011P10025,대구 동구,11,50,1,대구 우편집중국,14,26,192,19,중부권 광역우편물류센터,39,63,256,14,원주 우편집중국,80,92,108,1,강원 춘천시,0,0
011P10026,인천 동구,11,74,1,부천 우편집중국,16,28,253,23,중부권 광역우편물류센터,45,89,202,15,진주 우편집중국,102,114,214,4,전북 전주시 완산구,0,0
011P10027,경기 수원시 영통구,11,30,1,수원 우편집중국,13,25,229,4,중부권 광역우편물류센터,40,64,318,5,울산 우편집중국,85,97,30,1,울산 동구,0,0
011P10028,경남 하동군,11,73,1,진주 우편집중국,16,28,202,13,중부권 광역우편물류센터,41,89,218,14,성남 우편집중국,104,116,56,3,서울 관악구,0,0
011P10029,충남 서천군,11,156,1,대전 우편집중국,21,33,53,7,중부권 광역우편물류센터,37,61,251,6,창원 우편집중국,78,90,80,2,경남 창원시 진해구,0,0
012P10001,경남 창원시 성산구,12,75,1,창원 우편집중국,17,29,251,11,중부권 광역우편물류센터,46,89,100,9,청주 우편집중국,96,108,71,7,충북 진천군,0,0
012P10002,광주 북구,12,57,2,광주 우편집중국,16,28,199,11,중부권 광역우편물류센터,41,89,133,13,천안 우편집중국,98,110,154,1,충남 금산군,0,0
012P10003,부산 북구,12,35,2,부산 우편집중국,14,26,295,17,중부권 광역우편물류센터,46,89,192,20,대구 우편집중국,102,114,76,3,경북 구미시,0,0
012P10004,인천 중구,12,66,1,부천 우편집중국,16,28,253,23,중부권 광역우편물류센터,45,89,368,6,강릉 우편집중국,114,126,97,3,강원 고성군,0,0
012P10005,대전 유성구,12,46,1,대전 우편집중국,15,27,53,2,중부권 광역우편물류센터,31,55,368,2,강릉 우편집중국,80,92,97,2,강원 속초시,0,0
012P10006,경남 거제시,12,136,2,창원 우편집중국,21,33,251,16,중부권 광역우편물류센터,50,137,133,9,천안 우편집중국,146,158,128,3,충남 서산시,0,0
012P10007,서울 중랑구,12,48,2,의정부 우편집중국,15,27,261,23,중부권 광역우편물류센터,44,89,53,10,대전 우편집중국,93,105,56,3,세종특별자치시,0,0
012P10008,경기 연천군,12,55,1,의정부 우편집중국,16,28,261,24,중부권 광역우편물류센터,45,89,199,14,광주 우편집중국,102,114,108,2,전남 함평군,0,0
012P10009,서울 금천구,12,56,1,성남 우편집중국,16,28,218,20,중부권 광역우편물류센터,43,89,202,15,진주 우편집중국,102,114,284,2,전북 김제시,0,0
012P10010,인천 강화군,12,96,1,부천 우편집중국,18,30,253,31,중부권 광역우편물류센터,47,89,202,15,진주 우편집중국,102,114,102,2,경남 함양군,0,0
012P10011,광주 남구,12,150,1,광주 우편집중국,22,34,199,18,중부권 광역우편물류센터,47,89,256,12,원주 우편집중국,106,118,150,3,강원 인제군,0,0
012P10012,서울 서대문구,12,42,2,고양 우편집중국,15,27,268,13,중부권 광역우편물류센터,45,89,216,6,안동 우편집중국,103,115,57,4,경북 봉화군,0,0
012P10013,대구 중구,12,30,1,대구 우편집중국,14,26,192,19,중부권 광역우편물류센터,39,63,251,9,창원 우편집중국,80,92,136,2,경남 거제시,0,0
012P10014,인천 연수구,12,70,1,부천 우편집중국,17,29,253,25,중부권 광역우편물류센터,46,89,192,20,대구 우편집중국,102,114,76,3,경북 구미시,0,0
012P10015,경기 부천시,12,36,2,부천 우편집중국,14,26,253,20,중부권 광역우편물류센터,43,89,192,20,대구 우편집중국,102,114,30,1,대구 북구,0,0
012P10016,부산 기장군,12,65,2,울산 우편집중국,16,28,318,13,중부권 광역우편물류센터,49,137,251,11,창원 우편집중국,154,166,30,1,경남 창원시 마산합포구,0,0
012P10017,서울 서초구,12,79,2,동서울 우편집중국,17,29,248,15,중부권 광역우편물류센터,46,89,253,13,부천 우편집중국,106,118,70,2,인천 연수구,0,0
012P10018,경북 포항시 남구,12,30,1,포항 우편집중국,14,26,271,5,중부권 광역우편물류센터,44,89,256,12,원주 우편집중국,106,118,227,2,강원 태백시,0,0
012P10019,강원 인제군,12,150,1,원주 우편집중국,22,34,256,27,중부권 광역우편물류센터,51,137,368,7,강릉 우편집중국,162,174,68,1,강원 양양군,0,0
012P10020,울산 중구,12,30,1,울산 우편집중국,14,26,318,9,중부권 광역우편물류센터,47,89,202,15,진주 우편집중국,102,114,214,4,전북 전주시 완산구,0,0
012P10021,강원 평창군,12,84,3,원주 우편집중국,18,30,256,24,중부권 광역우편물류센터,47,89,133,13,천안 우편집중국,98,110,164,3,충북 영동군,0,0
012P10022,경기 동두천시,12,45,1,의정부 우편집중국,15,27,261,23,중부권 광역우편물류센터,44,89,53,10,대전 우편집중국,93,105,57,2,대전 중구,0,0
012P10023,부산 중구,12,70,1,부산 우편집중국,17,29,295,19,중부권 광역우편물류센터,49,137,192,9,대구 우편집중국,150,162,76,4,경북 구미시,0,0
012P10024,강원 속초시,12,97,1,강릉 우편집중국,18,30,368,12,중부권 광역우편물류센터,55,137,218,16,성남 우편집중국,152,164,48,3,경기 과천시,0,0
012P10025,경북 포항시 북구,12,30,1,포항 우편집중국,14,26,271,5,중부권 광역우편물류센터,44,89,133,13,천안 우편집중국,98,110,128,2,충남 서산시,0,0
012P10026,부산 북구,12,35,2,부산 우편집중국,14,26,295,17,중부권 광역우편물류센터,46,89,253,13,부천 우편집중국,106,118,47,4,인천 서구,0,0
012P10027,경기 고양시 덕양구,12,30,1,고양 우편집중국,14,26,268,11,중부권 광역우편물류센터,44,89,271,5,포항 우편집중국,107,119,30,2,경북 포항시 북구,0,0
012P10028,경기 성남시 분당구,12,39,1,성남 우편집중국,15,27,218,18,중부권 광역우편물류센터,42,89,295,14,부산 우편집중국,109,121,39,4,경남 김해시,0,0
012P10029,서울 양천구,12,36,1,부천 우편집중국,14,26,253,20,중부권 광역우편물류센터,43,89,192,20,대구 우편집중국,102,114,79,4,경북 청도군,0,0
012P10030,전남 고흥군,12,58,1,순천 집중과,16,28,233,12,중부권 광역우편물류센터,44,89,268,3,고양 우편집중국,107,119,30,1,경기 고양시 일산동구,0,0
012P10031,경북 영천시,12,168,3,포항 우편집중국,23,35,271,13,중부권 광역우편물류센터,53,137,202,15,진주 우편집중국,150,162,73,4,경남 하동군,0,0
012P10032,전북 진안군,12,150,3,진주 우편집중국,22,34,202,23,중부권 광역우편물류센터,47,89,53,10,대전 우편집중국,93,105,46,1,대전 서구,0,0
012P10033,대전 서구,12,46,1,대전 우편집중국,15,27,53,2,중부권 광역우편물류센터,31,55,133,1,천안 우편집중국,64,76,109,1,충남 당진시,0,0
012P10034,서울 종로구,12,84,1,동서울 우편집중국,18,30,248,19,중부권 광역우편물류센터,47,89,202,15,진주 우편집중국,102,114,189,1,전북 완주군,0,0
012P10035,광주 북구,12,57,2,광주 우편집중국,16,28,199,11,중부권 광역우편물류센터,41,89,248,7,동서울 우편집중국,106,118,84,1,서울 종로구,0,0
012P10036,서울 중구,12,84,2,동서울 우편집중국,18,30,248,19,중부권 광역우편물류센터,47,89,53,10,대전 우편집중국,93,105,56,3,세종특별자치시,0,0
013P10001,서울 송파구,13,58,1,동서울 우편집중국,17,29,248,15,중부권 광역우편물류센터,46,89,192,20,대구 우편집중국,102,114,80,3,경북 고령군,0,0
013P10002,울산 동구,13,30,1,울산 우편집중국,15,27,318,11,중부권 광역우편물류센터,48,137,216,7,안동 우편집중국,151,163,119,3,경북 문경시,0,0
013P10003,경기 용인시 수지구,13,58,1,성남 우편집중국,17,29,218,21,중부권 광역우편물류센터,44,89,202,15,진주 우편집중국,102,114,244,2,전북 정읍시,0,0
013P10004,대구 수성구,13,50,1,대구 우편집중국,16,28,192,25,중부권 광역우편물류센터,41,89,133,13,천안 우편집중국,98,110,109,3,충남 당진시,0,0
013P10005,전남 광양시,13,47,1,순천 집중과,16,28,233,12,중부권 광역우편물류센터,44,89,192,20,대구 우편집중국,102,114,88,1,경북 성주군,0,0
013P10006,경북 청도군,13,79,1,대구 우편집중국,18,30,192,27,중부권 광역우편물류센터,43,89,261,5,의정부 우편집중국,106,118,53,2,경기 구리시,0,0
013P10007,경기 고양시 덕양구,13,30,2,고양 우편집중국,15,27,268,13,중부권 광역우편물류센터,45,89,199,14,광주 우편집중국,102,114,39,3,전남 장성군,0,0
013P10008,부산 중구,13,70,2,부산 우편집중국,18,30,295,21,중부권 광역우편물류센터,50,137,202,15,진주 우편집중국,150,162,270,3,전북 부안군,0,0
013P10009,울산 북구,13,30,1,울산 우편집중국,15,27,318,11,중부권 광역우편물류센터,48,137,318,9,울산 우편집중국,158,170,35,1,울산 울주군,0,0
013P10010,전남 순천시,13,36,1,순천 집중과,15,27,233,8,중부권 광역우편물류센터,43,89,256,12,원주 우편집중국,106,118,54,3,강원 횡성군,0,0
013P10011,서울 용산구,13,84,1,동서울 우편집중국,19,31,248,20,중부권 광역우편물류센터,48,137,100,13,청주 우편집중국,144,156,30,2,충북 청주시 서원구,0,0
013P10012,경북 경주시,13,226,2,포항 우편집중국,28,40,271,14,중부권 광역우편물류센터,58,185,216,6,안동 우편집중국,199,0,90,0,경북 청송군,0,0
013P10013,충북 제천시,13,62,1,원주 우편집중국,17,29,256,21,중부권 광역우편물류센터,46,89,290,5,영암 우편집중국,108,120,69,2,전남 장흥군,0,0
013P10014,인천 미추홀구,13,61,1,부천 우편집중국,17,29,253,25,중부권 광역우편물류센터,46,89,218,14,성남 우편집중국,104,116,56,1,경기 군포시,0,0
013P10015,경남 창원시 진해구,13,80,1,창원 우편집중국,18,30,251,12,중부권 광역우편물류센터,47,89,295,14,부산 우편집중국,109,121,35,2,부산 동구,0,0
013P10016,전북 익산시,13,200,1,진주 우편집중국,26,38,202,28,중부권 광역우편물류센터,51,137,368,7,강릉 우편집중국,162,174,97,5,강원 고성군,0,0
013P10017,서울 서대문구,13,42,3,고양 우편집중국,16,28,268,15,중부권 광역우편물류센터,46,89,199,14,광주 우편집중국,102,114,128,1,전남 구례군,0,0
013P10018,충북 괴산군,13,142,3,청주 우편집중국,22,34,100,10,중부권 광역우편물류센터,41,89,248,7,동서울 우편집중국,106,118,84,3,서울 중구,0,0
013P10019,충북 괴산군,13,142,3,청주 우편집중국,22,34,100,10,중부권 광역우편물류센터,41,89,253,13,부천 우편집중국,106,118,36,2,경기 부천시,0,0
013P10020,전북 전주시 덕진구,13,190,1,진주 우편집중국,26,38,202,28,중부권 광역우편물류센터,51,137,202,15,진주 우편집중국,150,162,102,6,경남 함양군,0,0
013P10021,전남 곡성군,13,92,2,광주 우편집중국,19,31,199,14,중부권 광역우편물류센터,44,89,256,12,원주 우편집중국,106,118,108,3,강원 춘천시,0,0
013P10022,전남 담양군,13,70,2,광주 우편집중국,18,30,199,13,중부권 광역우편물류센터,43,89,192,20,대구 우편집중국,102,114,54,1,대구 달성군,0,0
013P10023,전북 무주군,13,175,3,천안 우편집중국,25,37,133,11,중부권 광역우편물류센터,46,89,53,10,대전 우편집중국,93,105,56,3,세종특별자치시,0,0
013P10024,경기 수원시 팔달구,13,69,2,수원 우편집중국,18,30,229,7,중부권 광역우편물류센터,45,89,251,6,창원 우편집중국,106,118,136,3,경남 통영시,0,0
014P10001,인천 남동구,14,61,2,부천 우편집중국,18,30,253,31,중부권 광역우편물류센터,47,89,216,6,안동 우편집중국,103,115,57,1,경북 영주시,0,0
014P10002,경남 거창군,14,124,2,진주 우편집중국,22,34,202,23,중부권 광역우편물류센터,47,89,295,14,부산 우편집중국,109,121,70,2,부산 사상구,0,0
014P10003,충남 예산군,14,113,3,천안 우편집중국,22,34,133,9,중부권 광역우편물류센터,43,89,192,20,대구 우편집중국,102,114,80,3,경북 고령군,0,0
014P10004,충북 충주시,14,44,1,청주 우편집중국,17,29,100,12,중부권 광역우편물류센터,36,60,233,3,순천 집중과,76,88,84,1,전남 보성군,0,0
014P10005,경기 시흥시,14,53,1,부천 우편집중국,18,30,253,31,중부권 광역우편물류센터,47,89,202,15,진주 우편집중국,102,114,73,1,경남 남해군,0,0
014P10006,경기 용인시 수지구,14,58,2,성남 우편집중국,18,30,218,24,중부권 광역우편물류센터,45,89,100,9,청주 우편집중국,96,108,44,3,충북 청주시 흥덕구,0,0
014P10007,경북 예천군,14,44,1,안동 우편집중국,17,29,216,9,중부권 광역우편물류센터,43,89,256,12,원주 우편집중국,106,118,84,3,강원 평창군,0,0
014P10008,서울 송파구,14,58,2,동서울 우편집중국,18,30,248,19,중부권 광역우편물류센터,47,89,199,14,광주 우편집중국,102,114,57,5,광주 북구,0,0
014P10009,충남 아산시,14,45,1,천안 우편집중국,17,29,133,7,중부권 광역우편물류센터,38,62,248,10,동서울 우편집중국,79,91,213,2,경기 가평군,0,0
014P10010,인천 남동구,14,61,2,부천 우편집중국,18,30,253,31,중부권 광역우편물류센터,47,89,229,4,수원 우편집중국,104,116,86,3,경기 오산시,0,0
014P10011,경기 안성시,14,114,1,수원 우편집중국,22,34,229,10,중부권 광역우편물류센터,49,137,295,17,부산 우편집중국,157,169,74,3,경남 밀양시,0,0
014P10012,충남 계룡시,14,30,1,대전 우편집중국,16,28,53,3,중부권 광역우편물류센터,32,56,268,1,고양 우편집중국,74,86,42,1,서울 서대문구,0,0
014P10013,서울 강서구,14,36,1,부천 우편집중국,16,28,253,23,중부권 광역우편물류센터,45,89,251,6,창원 우편집중국,106,118,75,2,경남 창녕군,0,0
014P10014,전남 순천시,14,36,2,순천 집중과,16,28,233,12,중부권 광역우편물류센터,44,89,233,6,순천 집중과,105,117,84,3,전남 보성군,0,0
014P10015,대구 북구,14,30,2,대구 우편집중국,16,28,192,25,중부권 광역우편물류센터,41,89,202,15,진주 우편집중국,102,114,169,2,전북 순창군,0,0
014P10016,충북 괴산군,14,142,4,청주 우편집중국,23,35,100,11,중부권 광역우편물류센터,42,89,199,14,광주 우편집중국,102,114,82,1,전남 영광군,0,0
014P10017,충북 단양군,14,98,2,원주 우편집중국,21,33,256,26,중부권 광역우편물류센터,50,137,295,17,부산 우편집중국,157,169,70,2,부산 영도구,0,0
014P10018,충남 부여군,14,116,1,대전 우편집중국,22,34,53,6,중부권 광역우편물류센터,38,62,256,12,원주 우편집중국,79,91,108,1,강원 화천군,0,0
014P10019,전남 완도군,14,50,1,영암 우편집중국,17,29,290,18,중부권 광역우편물류센터,48,137,133,9,천안 우편집중국,146,158,164,4,충북 영동군,0,0
014P10020,충남 예산군,14,113,3,천안 우편집중국,22,34,133,9,중부권 광역우편물류센터,43,89,199,14,광주 우편집중국,102,114,39,3,전남 장성군,0,0
014P10021,전남 곡성군,14,92,3,광주 우편집중국,20,32,199,16,중부권 광역우편물류센터,45,89,233,6,순천 집중과,105,117,58,5,전남 고흥군,0,0
014P10022,경남 창원시 진해구,14,80,2,창원 우편집중국,19,31,251,13,중부권 광역우편물류센터,48,137,216,7,안동 우편집중국,151,163,70,2,경북 의성군,0,0
014P10023,대구 북구,14,30,2,대구 우편집중국,16,28,192,25,중부권 광역우편물류센터,41,89,295,14,부산 우편집중국,109,121,34,3,부산 강서구,0,0
014P10024,강원 영월군,14,62,1,원주 우편집중국,18,30,256,24,중부권 광역우편물류센터,47,89,218,14,성남 우편집중국,104,116,58,3,경기 용인시 기흥구,0,0
014P10025,경기 김포시,14,36,1,고양 우편집중국,16,28,268,15,중부권 광역우편물류센터,46,89,251,6,창원 우편집중국,106,118,49,1,경남 함안군,0,0
014P10026,부산 동래구,14,60,1,부산 우편집중국,18,30,295,21,중부권 광역우편물류센터,50,137,318,9,울산 우편집중국,158,170,30,3,울산 중구,0,0
014P10027,인천 미추홀구,14,61,2,부천 우편집중국,18,30,253,31,중부권 광역우편물류센터,47,89,295,14,부산 우편집중국,109,121,70,2,부산 서구,0,0
014P10028,서울 금천구,14,56,2,성남 우편집중국,18,30,218,24,중부권 광역우편물류센터,45,89,271,5,포항 우편집중국,107,119,168,4,경북 영천시,0,0
014P10029,전북 진안군,14,150,3,진주 우편집중국,24,36,202,27,중부권 광역우편물류센터,49,137,133,9,천안 우편집중국,146,158,109,5,충남 당진시,0,0
014P10030,서울 광진구,14,30,1,동서울 우편집중국,16,28,248,13,중부권 광역우편물류센터,45,89,253,13,부천 우편집중국,106,118,66,3,인천 중구,0,0
014P10031,울산 북구,14,30,2,울산 우편집중국,16,28,318,13,중부권 광역우편물류센터,49,137,202,15,진주 우편집중국,150,162,102,6,경남 함양군,0,0
014P10032,강원 양양군,14,68,1,강릉 우편집중국,19,31,368,13,중부권 광역우편물류센터,56,185,100,7,청주 우편집중국,192,0,142,0,충북 괴산군,0,0
014P10033,광주 남구,14,150,2,광주 우편집중국,24,36,199,19,중부권 광역우편물류센터,49,137,218,16,성남 우편집중국,152,164,43,3,경기 성남시 수정구,0,0
014P10034,전남 광양시,14,47,2,순천 집중과,17,29,233,13,중부권 광역우편물류센터,45,89,256,12,원주 우편집중국,106,118,108,3,강원 양구군,0,0
014P10035,충북 청주시 흥덕구,14,44,1,청주 우편집중국,17,29,100,12,중부권 광역우편물류센터,36,60,202,9,진주 우편집중국,73,85,73,1,경남 하동군,0,0
015P10001,충남 부여군,15,116,2,대전 우편집중국,23,35,53,8,중부권 광역우편물류센터,39,63,248,11,동서울 우편집중국,80,92,30,2,서울 광진구,0,0
015P10002,경남 거제시,15,136,3,창원 우편집중국,24,36,251,16,중부권 광역우편물류센터,53,137,295,17,부산 우편집중국,157,169,35,3,부산 동구,0,0
015P10003,충북 영동군,15,164,2,천안 우편집중국,26,38,133,11,중부권 광역우편물류센터,47,113,253,1,부천 우편집중국,130,142,61,2,인천 남동구,0,0
015P10004,경기 안양시 동안구,15,56,1,성남 우편집중국,19,31,218,28,중부권 광역우편물류센터,46,89,318,3,울산 우편집중국,110,122,94,2,경남 양산시,0,0
015P10005,경북 의성군,15,70,2,안동 우편집중국,20,32,216,12,중부권 광역우편물류센터,46,89,256,12,원주 우편집중국,106,118,84,3,강원 평창군,0,0
015P10006,경기 과천시,15,48,1,성남 우편집중국,18,30,218,24,중부권 광역우편물류센터,45,89,100,9,청주 우편집중국,96,108,30,1,충북 청주시 청원구,0,0
015P10007,경북 예천군,15,44,2,안동 우편집중국,18,30,216,11,중부권 광역우편물류센터,44,89,192,20,대구 우편집중국,102,114,43,4,대구 남구,0,0
015P10008,충북 청주시 서원구,15,30,2,청주 우편집중국,17,29,100,12,중부권 광역우편물류센터,36,60,268,7,고양 우편집중국,78,90,30,1,경기 고양시 덕양구,0,0
015P10009,부산 연제구,15,60,2,부산 우편집중국,19,31,295,24,중부권 광역우편물류센터,51,137,368,7,강릉 우편집중국,162,174,97,5,강원 고성군,0,0
015P10010,충남 홍성군,15,154,2,천안 우편집중국,25,37,133,11,중부권 광역우편물류센터,46,89,218,14,성남 우편집중국,104,116,88,4,서울 구로구,0,0
015P10011,충북 청주시 서원구,15,30,2,청주 우편집중국,17,29,100,12,중부권 광역우편물류센터,36,60,253,6,부천 우편집중국,77,89,74,1,인천 동구,0,0
015P10012,강원 고성군,15,97,1,강릉 우편집중국,21,33,368,14,중부권 광역우편물류센터,58,185,251,14,창원 우편집중국,0,0,30,0,경남 창원시 마산합포구,0,0
015P10013,강원 춘천시,15,108,2,원주 우편집중국,22,34,256,27,중부권 광역우편물류센터,51,137,202,15,진주 우편집중국,150,162,102,6,경남 함양군,0,0
015P10014,경북 의성군,15,70,2,안동 우편집중국,20,32,216,12,중부권 광역우편물류센터,46,89,53,10,대전 우편집중국,93,105,102,4,충남 청양군,0,0
015P10015,서울 종로구,15,84,2,동서울 우편집중국,21,33,248,21,중부권 광역우편물류센터,50,137,100,13,청주 우편집중국,144,156,58,3,충북 증평군,0,0
015P10016,전남 완도군,15,50,2,영암 우편집중국,18,30,290,19,중부권 광역우편물류센터,49,137,202,15,진주 우편집중국,150,162,142,1,전북 남원시,0,0
015P10017,경남 진주시,15,34,1,진주 우편집중국,17,29,202,18,중부권 광역우편물류센터,42,89,100,9,청주 우편집중국,96,108,71,7,충북 진천군,0,0
015P10018,경기 용인시 처인구,15,64,1,성남 우편집중국,19,31,218,28,중부권 광역우편물류센터,46,89,248,7,동서울 우편집중국,106,118,36,1,서울 성북구,0,0
015P10019,서울 금천구,15,56,3,성남 우편집중국,19,31,218,28,중부권 광역우편물류센터,46,89,256,12,원주 우편집중국,106,118,62,2,강원 영월군,0,0
015P10020,울산 북구,15,30,3,울산 우편집중국,17,29,318,15,중부권 광역우편물류센터,50,137,53,6,대전 우편집중국,141,153,56,4,세종특별자치시,0,0
015P10021,경기 여주시,15,75,1,원주 우편집중국,20,32,256,25,중부권 광역우편물류센터,49,137,218,16,성남 우편집중국,152,164,64,2,경기 용인시 처인구,0,0
015P10022,대전 유성구,15,46,1,대전 우편집중국,18,30,53,5,중부권 광역우편물류센터,34,58,199,4,광주 우편집중국,71,83,150,2,광주 남구,0,0
015P10023,부산 연제구,15,60,2,부산 우편집중국,19,31,295,24,중부권 광역우편물류센터,51,137,202,15,진주 우편집중국,150,162,102,6,경남 함양군,0,0
015P10024,대구 서구,15,43,1,대구 우편집중국,18,30,192,27,중부권 광역우편물류센터,43,89,256,12,원주 우편집중국,106,118,75,2,경기 여주시,0,0
015P10025,전남 진도군,15,30,1,영암 우편집중국,17,29,290,18,중부권 광역우편물류센터,48,137,290,6,영암 우편집중국,156,168,50,2,전남 완도군,0,0
015P10026,경기 수원시 권선구,15,77,1,수원 우편집중국,20,32,229,8,중부권 광역우편물류센터,47,113,256,1,원주 우편집중국,130,142,84,4,강원 평창군,0,0
015P10027,충북 음성군,15,97,2,청주 우편집중국,21,33,100,8,중부권 광역우편물류센터,40,64,216,9,안동 우편집중국,78,90,90,2,경북 영양군,0,0
015P10028,강원 원주시,15,30,1,원주 우편집중국,17,29,256,21,중부권 광역우편물류센터,46,89,192,20,대구 우편집중국,102,114,50,1,대구 동구,0,0
015P10029,강원 강릉시,15,30,1,강릉 우편집중국,17,29,368,11,중부권 광역우편물류센터,54,137,199,13,광주 우편집중국,150,162,140,3,전남 나주시,0,0
015P10030,부산 서구,15,70,1,부산 우편집중국,20,32,295,26,중부권 광역우편물류센터,52,137,261,8,의정부 우편집중국,154,166,68,5,경기 의정부시,0,0
015P10031,울산 북구,15,30,3,울산 우편집중국,17,29,318,15,중부권 광역우편물류센터,50,137,199,13,광주 우편집중국,150,162,71,4,전남 화순군,0,0
015P10032,서울 서초구,15,79,2,동서울 우편집중국,20,32,248,22,중부권 광역우편물류센터,49,137,251,11,창원 우편집중국,154,166,75,4,경남 창녕군,0,0
015P10033,경기 오산시,15,86,1,수원 우편집중국,21,33,229,9,중부권 광역우편물류센터,48,137,233,3,순천 집중과,153,165,58,7,전남 고흥군,0,0
015P10034,대구 달성군,15,54,1,대구 우편집중국,19,31,192,26,중부권 광역우편물류센터,44,89,248,7,동서울 우편집중국,106,118,79,1,서울 서초구,0,0
016P10001,부산 동래구,16,60,2,부산 우편집중국,20,32,295,26,중부권 광역우편물류센터,52,137,218,16,성남 우편집중국,152,164,58,6,경기 용인시 기흥구,0,0
016P10002,경기 과천시,16,48,2,성남 우편집중국,19,31,218,28,중부권 광역우편물류센터,46,89,216,6,안동 우편집중국,103,115,30,2,경북 안동시,0,0
016P10003,경남 창원시 성산구,16,75,2,창원 우편집중국,21,33,251,16,중부권 광역우편물류센터,50,137,218,16,성남 우편집중국,152,164,56,5,경기 군포시,0,0
016P10004,인천 부평구,16,36,1,부천 우편집중국,18,30,253,31,중부권 광역우편물류센터,47,137,53,6,대전 우편집중국,141,153,77,2,충남 논산시,0,0
016P10005,서울 성북구,16,36,1,동서울 우편집중국,18,30,248,19,중부권 광역우편물류센터,47,137,233,3,순천 집중과,153,165,47,2,전남 광양시,0,0
016P10006,전북 익산시,16,200,2,진주 우편집중국,29,41,202,29,중부권 광역우편물류센터,54,137,199,13,광주 우편집중국,150,162,150,6,광주 남구,0,0
016P10007,서울 송파구,16,58,3,동서울 우편집중국,20,32,248,22,중부권 광역우편물류센터,49,137,253,11,부천 우편집중국,154,166,47,6,인천 서구,0,0
016P10008,인천 남동구,16,61,3,부천 우편집중국,20,32,253,34,중부권 광역우편물류센터,49,137,268,5,고양 우편집중국,155,167,30,2,경기 고양시 일산동구,0,0
016P10009,충남 홍성군,16,154,3,천안 우편집중국,26,38,133,11,중부권 광역우편물류센터,47,137,199,13,광주 우편집중국,150,162,140,3,전남 나주시,0,0
016P10010,경남 고성군,16,117,1,창원 우편집중국,24,36,251,16,중부권 광역우편물류센터,53,137,295,17,부산 우편집중국,157,169,60,2,부산 수영구,0,0
016P10011,대전 동구,16,57,1,대전 우편집중국,20,32,53,5,중부권 광역우편물류센터,36,60,218,8,성남 우편집중국,75,87,58,2,경기 용인시 수지구,0,0
016P10012,광주 북구,16,57,1,광주 우편집중국,20,32,199,16,중부권 광역우편물류센터,45,89,229,4,수원 우편집중국,104,116,86,3,경기 오산시,0,0
016P10013,경북 군위군,16,84,1,대구 우편집중국,22,34,192,32,중부권 광역우편물류센터,47,137,318,9,울산 우편집중국,158,170,65,2,부산 기장군,0,0
