택배번호,출발지,출발시간,거리,통행량,경유지1,하차시간,상차시간,거리,통행량,경유지2,하차시간,상차시간,거리,통행량,경유지3,하차시간,상차시간,거리,통행량,도착지,도착시간
001P10001,경남 함안군,0,1,중부권 광역우편물류센터,13,25,청주 우편집중국,30,0,충북 보은군,0,0,,경남 함안군,중부권 광역우편물류센터,232,1,중부권 광역우편물류센터,청주 우편집중국,100,4,청주 우편집중국,충북 보은군,87,1
001P10002,울산 울주군,0,1,울산 우편집중국,3,15,청주 우편집중국,30,0,충북 음성군,0,0,,울산 울주군,울산 우편집중국,35,1,울산 우편집중국,청주 우편집중국,298,1,청주 우편집중국,충북 음성군,97,1
001P10003,경기 평택시,0,1,전북 부안군,11,0,,경기 평택시,전북 부안군,205,1
001P10004,부산 수영구,0,1,중부권 광역우편물류센터,17,29,경북 김천시,0,0,,부산 수영구,중부권 광역우편물류센터,315,2,중부권 광역우편물류센터,경북 김천시,116,1
001P10005,서울 은평구,0,1,대구 우편집중국,19,31,경북 경산시,0,0,,서울 은평구,대구 우편집중국,353,1,대구 우편집중국,경북 경산시,54,1
001P10006,경기 군포시,0,1,부산 북구,23,0,,경기 군포시,부산 북구,444,1
001P10007,서울 관악구,0,1,성남 우편집중국,4,16,부산 우편집중국,0,0,부산 금정구,0,0,,서울 관악구,성남 우편집중국,56,2,성남 우편집중국,부산 우편집중국,429,1,부산 우편집중국,부산 금정구,60,1
001P10008,경남 함안군,0,1,창원 우편집중국,3,15,경북 상주시,25,0,,경남 함안군,창원 우편집중국,49,1,창원 우편집중국,경북 상주시,191,1
001P10009,대전 동구,0,1,대전 우편집중국,4,16,의정부 우편집중국,29,0,강원 철원군,0,0,,대전 동구,대전 우편집중국,57,2,대전 우편집중국,의정부 우편집중국,253,1,의정부 우편집중국,강원 철원군,55,1
001P10010,대전 대덕구,0,1,대전 우편집중국,4,16,중부권 광역우편물류센터,19,31,전북 임실군,0,0,,대전 대덕구,대전 우편집중국,66,1,대전 우편집중국,중부권 광역우편물류센터,53,2,중부권 광역우편물류센터,전북 임실군,146,4
001P10011,경남 창원시 마산합포구,0,1,창원 우편집중국,3,15,진주 우편집중국,19,31,전북 진안군,0,0,,경남 창원시 마산합포구,창원 우편집중국,30,1,창원 우편집중국,진주 우편집중국,79,2,진주 우편집중국,전북 진안군,150,1
001P10012,경기 포천시,0,1,의정부 우편집중국,4,16,중부권 광역우편물류센터,29,0,대구 달성군,0,0,,경기 포천시,의정부 우편집중국,52,2,의정부 우편집중국,중부권 광역우편물류센터,261,4,중부권 광역우편물류센터,대구 달성군,195,1
001P10013,경북 경주시,0,1,포항 우편집중국,12,24,대구 우편집중국,29,0,대구 중구,0,0,,경북 경주시,포항 우편집중국,226,1,포항 우편집중국,대구 우편집중국,109,1,대구 우편집중국,대구 중구,30,1
001P10014,대전 동구,0,1,대전 중구,3,0,,대전 동구,대전 중구,30,1
