택배번호,출발지,출발시간,거리,통행량,경유지,하차시간,상차시간,거리,통행량,경유지,하차시간,상차시간,거리,통행량,경유지,하차시간,상차시간,거리,통행량,도착지,도착시간
001P10002,전북 순창군,1,14,265,1,경남 김해시
001P10020,경기 오산시,1,15,275,1,전북 순창군
001P10031,전남 화순군,1,5,71,2,광주 우편집중국,17,23,112,2,전북 전주시 완산구
001P10032,전남 순천시,1,3,36,3,순천 집중과,15,25,207,1,경남 양산시
001P10035,인천 계양구,1,6,93,1,서울 종로구
001P10045,충북 청주시 흥덕구,1,11,192,1,경북 성주군
001P10047,강원 홍천군,1,21,410,1,전북 고창군
001P10048,경북 경주시,1,19,352,1,경기 성남시 중원구
001P10051,경기 성남시 중원구,1,22,412,1,전남 강진군
001P10058,대전 동구,1,4,57,1,대전 우편집중국,16,25,172,1,전남 구례군
001P10060,경기 용인시 처인구,1,6,94,1,동서울 우편집중국,18,22,84,1,서울 동대문구
001P10061,경기 오산시,1,17,318,1,대구 동구
001P10062,인천 옹진군,1,24,469,1,부산 동구
001P10066,서울 광진구,1,15,290,1,전북 무주군
001P10067,강원 인제군,1,13,233,1,경기 성남시 수정구
001P10073,충남 예산군,1,14,263,1,광주 북구
001P10074,강원 철원군,1,4,55,2,의정부 우편집중국,16,21,106,1,인천 계양구
001P10075,경기 용인시 수지구,1,9,150,1,충북 청주시 서원구
001P10076,서울 강남구,1,4,62,1,경기 안양시 만안구
001P10078,인천 서구,1,3,47,2,부천 우편집중국,15,18,61,1,인천 남동구
001P10079,충남 천안시 동남구,1,7,122,1,안양 우편집중국,19,22,51,1,경기 안산시 단원구
001P10080,인천 서구,1,6,93,1,경기 성남시 중원구
001P10081,경남 합천군,1,11,203,1,전북 전주시 완산구
001P10086,경남 거제시,1,16,306,1,경북 영덕군
001P10092,전북 순창군,1,7,129,3,전주 우편집중국,19,23,88,1,전북 정읍시
001P10094,대전 동구,1,3,38,1,중부권 광역우편물류센터,15,20,100,1,충북 청주시 청원구
001P10095,강원 고성군,1,18,346,1,충북 청주시 흥덕구
001P10096,경북 울진군,1,6,109,1,대구 우편집중국,18,20,50,1,대구 동구
001P10097,강원 화천군,1,22,427,1,경남 창원시 마산회원구
001P10098,충남 서산시,1,23,440,1,부산 사하구
001P10099,울산 북구,1,12,228,1,경북 청송군
001P10100,강원 철원군,1,17,320,1,강원 양양군
001P10102,전남 고흥군,1,23,443,1,서울 은평구
001P10106,광주 서구,1,7,118,1,전북 고창군
001P10108,경북 군위군,1,5,84,2,대구 우편집중국,17,25,160,1,부산 동래구
001P10109,전남 고흥군,1,18,344,1,충북 진천군
001P10111,경남 남해군,1,16,291,1,경북 영덕군
001P10113,전남 순천시,1,22,424,1,경기 포천시
001P10117,경기 용인시 처인구,1,4,61,1,경기 성남시 수정구
001P10118,강원 영월군,1,4,62,2,원주 우편집중국,16,23,140,1,서울 도봉구
001P10119,충북 보은군,1,5,86,1,충북 충주시
001P10125,경기 남양주시,1,21,395,1,울산 남구
001P10126,전남 영암군,1,19,365,1,대구 동구
001P10128,전북 고창군,1,4,67,1,광주 우편집중국,16,21,108,1,전남 함평군
001P10129,경기 고양시 덕양구,1,24,452,1,전남 해남군
001P10135,대전 중구,1,10,187,1,대구 달성군
001P10136,충북 충주시,1,11,192,1,경북 성주군
001P10140,경기 이천시,1,13,246,1,강원 동해시
001P10141,강원 양양군,1,15,288,1,경기 수원시 장안구
001P10143,대구 북구,1,3,30,2,대구 우편집중국,15,21,122,1,경북 상주시
001P10144,서울 서대문구,1,17,328,1,경북 군위군
001P10145,서울 종로구,1,21,408,1,울산 울주군
001P10146,전남 장흥군,1,23,441,1,서울 강남구
001P10149,경남 함안군,1,17,312,1,충남 청양군
001P10150,전북 익산시,1,13,237,1,전남 해남군
001P10153,전북 완주군,1,24,466,1,강원 고성군
001P10168,경기 광주시,1,5,72,2,성남 우편집중국,17,19,39,1,경기 성남시 분당구
001P10169,부산 사하구,1,21,402,1,광주 남구
001P10171,전남 장성군,1,17,330,1,경기 하남시
001P10173,경남 양산시,1,25,490,1,강원 인제군
001P10174,강원 양양군,1,14,261,1,충북 단양군
001P10177,전북 부안군,1,16,303,1,인천 서구
001P10178,인천 연수구,1,3,34,1,인천 옹진군
001P10184,전남 장성군,1,20,385,1,강원 철원군
001P10187,경북 영주시,1,9,163,1,대구 우편집중국,21,24,54,1,경북 경산시
001P10190,경북 성주군,1,5,88,2,대구 우편집중국,17,25,163,1,경북 영주시
001P10198,경남 사천시,1,22,422,1,인천 계양구
001P10205,광주 북구,1,4,57,1,광주 우편집중국,16,20,77,1,전북 정읍시
001P10206,경북 경주시,1,22,420,1,인천 강화군
001P10207,전북 고창군,1,6,94,1,광주 북구
001P10208,대구 달서구,1,10,172,1,전북 진안군
001P10209,광주 광산구,1,16,296,1,경남 김해시
001P10212,전남 영광군,1,13,237,1,충북 옥천군
001P10214,경기 수원시 팔달구,1,12,218,1,경기 가평군
001P10215,서울 금천구,1,9,152,1,충남 홍성군
001P10221,경북 경산시,1,10,178,1,부산 기장군
001P10222,서울 중구,1,14,253,1,전북 전주시 덕진구
001P10226,전남 나주시,1,18,334,1,충북 청주시 서원구
001P10228,강원 인제군,1,25,486,1,전북 남원시
001P10230,충남 계룡시,1,10,184,1,경북 상주시
001P10232,경북 영천시,1,7,130,1,울산 동구
001P10237,대구 달성군,1,4,54,1,대구 우편집중국,16,18,43,1,대구 서구
001P10239,충북 진천군,1,10,177,1,전주 우편집중국,22,24,45,1,전북 완주군
001P10243,경기 광주시,1,5,72,2,성남 우편집중국,17,23,114,1,강원 철원군
001P10244,경북 안동시,1,14,253,1,서울 중랑구
001P10250,울산 울주군,1,3,35,2,울산 우편집중국,15,22,145,1,부산 사하구
001P10251,경기 양주시,1,11,202,1,충북 청주시 흥덕구
001P10256,서울 영등포구,1,22,428,1,경남 남해군
001P10257,부산 동구,1,9,150,1,대구 우편집중국,21,23,43,2,대구 서구
001P10259,부산 서구,1,14,266,1,경북 문경시
001P10261,강원 고성군,1,16,299,1,서울 도봉구
001P10262,서울 광진구,1,6,104,1,경기 안산시 단원구
001P10263,울산 북구,1,23,433,1,경기 동두천시
001P10265,부산 서구,1,18,346,1,전남 목포시
001P10267,경기 광명시,1,6,94,1,서울 노원구
001P10268,경기 부천시,1,22,414,1,경남 사천시
