택배번호,출발지,출발시간,거리,통행량,경유지1,하차시간,상차시간,거리,통행량,경유지2,하차시간,상차시간,거리,통행량,경유지3,하차시간,상차시간,거리,통행량,도착지,도착시간
001P10093,광주 북구,0,1,중부권 광역우편물류센터,12,24,경북 김천시,30,0,,광주 북구,중부권 광역우편물류센터,226,4,중부권 광역우편물류센터,경북 김천시,116,2
001P10094,서울 중구,0,1,중부권 광역우편물류센터,12,24,경기 포천시,38,0,,서울 중구,중부권 광역우편물류센터,226,1,중부권 광역우편물류센터,경기 포천시,283,4
001P10095,충남 천안시 서북구,0,1,중부권 광역우편물류센터,8,20,경기 수원시 영통구,31,0,,충남 천안시 서북구,중부권 광역우편물류센터,133,3,중부권 광역우편물류센터,경기 수원시 영통구,229,1
001P10096,광주 동구,0,1,중부권 광역우편물류센터,12,24,경기 포천시,38,0,,광주 동구,중부권 광역우편물류센터,215,2,중부권 광역우편물류센터,경기 포천시,283,4
001P10097,경남 고성군,0,1,중부권 광역우편물류센터,12,24,대구 수성구,35,0,,경남 고성군,중부권 광역우편물류센터,223,3,중부권 광역우편물류센터,대구 수성구,212,1
001P10098,전북 진안군,0,1,중부권 광역우편물류센터,7,19,경남 함안군,31,0,,전북 진안군,중부권 광역우편물류센터,124,1,중부권 광역우편물류센터,경남 함안군,232,1
001P10099,전북 완주군,0,1,중부권 광역우편물류센터,6,18,대전 서구,21,0,,전북 완주군,중부권 광역우편물류센터,108,2,중부권 광역우편물류센터,대전 서구,54,1
001P10100,경남 양산시,0,1,중부권 광역우편물류센터,16,28,경북 울진군,42,0,,경남 양산시,중부권 광역우편물류센터,300,4,중부권 광역우편물류센터,경북 울진군,271,4
001P10101,전북 부안군,0,1,중부권 광역우편물류센터,11,23,경남 창원시 의창구,36,0,,전북 부안군,중부권 광역우편물류센터,199,3,중부권 광역우편물류센터,경남 창원시 의창구,256,1
001P10102,서울 서초구,0,1,중부권 광역우편물류센터,12,24,부산 동래구,40,0,,서울 서초구,중부권 광역우편물류센터,221,1,중부권 광역우편물류센터,부산 동래구,315,5
001P10103,인천 미추홀구,0,1,중부권 광역우편물류센터,13,25,전남 여수시,37,0,,인천 미추홀구,중부권 광역우편물류센터,240,2,중부권 광역우편물류센터,전남 여수시,233,1
001P10104,충남 청양군,0,1,중부권 광역우편물류센터,7,19,경북 상주시,27,0,,충남 청양군,중부권 광역우편물류센터,110,2,중부권 광역우편물류센터,경북 상주시,165,2
001P10105,경남 함안군,0,1,중부권 광역우편물류센터,13,25,인천 연수구,37,0,,경남 함안군,중부권 광역우편물류센터,232,2,중부권 광역우편물류센터,인천 연수구,248,4
001P10106,충남 공주시,0,1,중부권 광역우편물류센터,5,17,경남 하동군,28,0,,충남 공주시,중부권 광역우편물류센터,84,2,중부권 광역우편물류센터,경남 하동군,227,1
001P10107,인천 미추홀구,0,1,중부권 광역우편물류센터,13,25,경북 봉화군,37,0,,인천 미추홀구,중부권 광역우편물류센터,240,2,중부권 광역우편물류센터,경북 봉화군,242,5
001P10108,충남 천안시 서북구,0,1,중부권 광역우편물류센터,8,20,경남 양산시,35,0,,충남 천안시 서북구,중부권 광역우편물류센터,133,3,중부권 광역우편물류센터,경남 양산시,300,2
001P10109,충남 태안군,0,1,중부권 광역우편물류센터,9,21,경기 과천시,32,0,,충남 태안군,중부권 광역우편물류센터,161,1,중부권 광역우편물류센터,경기 과천시,220,1
001P10110,경기 수원시 장안구,0,1,중부권 광역우편물류센터,11,23,서울 동작구,34,0,,경기 수원시 장안구,중부권 광역우편물류센터,210,1,중부권 광역우편물류센터,서울 동작구,226,1
001P10111,대전 대덕구,0,1,중부권 광역우편물류센터,3,15,인천 연수구,27,0,,대전 대덕구,중부권 광역우편물류센터,47,2,중부권 광역우편물류센터,인천 연수구,248,1
001P10112,강원 인제군,0,1,중부권 광역우편물류센터,19,31,충남 홍성군,40,0,,강원 인제군,중부권 광역우편물류센터,359,3,중부권 광역우편물류센터,충남 홍성군,187,6
001P10113,충남 당진시,0,1,중부권 광역우편물류센터,9,21,광주 북구,32,0,,충남 당진시,중부권 광역우편물류센터,165,2,중부권 광역우편물류센터,광주 북구,226,1
001P10114,경기 남양주시,0,1,중부권 광역우편물류센터,13,25,경기 광명시,37,0,,경기 남양주시,중부권 광역우편물류센터,238,5,중부권 광역우편물류센터,경기 광명시,232,6
001P10115,충남 아산시,0,1,중부권 광역우편물류센터,7,19,부산 사상구,34,0,,충남 아산시,중부권 광역우편물류센터,118,4,중부권 광역우편물류센터,부산 사상구,308,2
001P10116,충남 서산시,0,1,중부권 광역우편물류센터,9,21,충남 금산군,23,0,,충남 서산시,중부권 광역우편물류센터,161,2,중부권 광역우편물류센터,충남 금산군,50,1
001P10117,울산 울주군,0,1,중부권 광역우편물류센터,17,29,경기 이천시,39,0,,울산 울주군,중부권 광역우편물류센터,320,3,중부권 광역우편물류센터,경기 이천시,193,4
001P10118,강원 횡성군,0,1,중부권 광역우편물류센터,14,26,서울 광진구,38,0,,강원 횡성군,중부권 광역우편물류센터,264,1,중부권 광역우편물류센터,서울 광진구,248,3
001P10119,경기 하남시,0,1,중부권 광역우편물류센터,12,24,경기 수원시 장안구,34,0,,경기 하남시,중부권 광역우편물류센터,228,1,중부권 광역우편물류센터,경기 수원시 장안구,210,2
001P10120,서울 종로구,0,1,중부권 광역우편물류센터,12,24,경기 파주시,38,0,,서울 종로구,중부권 광역우편물류센터,226,1,중부권 광역우편물류센터,경기 파주시,286,2
001P10121,서울 강북구,0,1,중부권 광역우편물류센터,14,26,경남 진주시,36,0,,서울 강북구,중부권 광역우편물류센터,253,1,중부권 광역우편물류센터,경남 진주시,198,3
001P10122,경기 오산시,0,1,중부권 광역우편물류센터,10,22,전북 전주시 완산구,28,0,,경기 오산시,중부권 광역우편물류센터,173,1,중부권 광역우편물류센터,전북 전주시 완산구,116,1
001P10123,울산 울주군,0,1,중부권 광역우편물류센터,17,29,강원 양양군,49,0,,울산 울주군,중부권 광역우편물류센터,320,3,중부권 광역우편물류센터,강원 양양군,397,4
001P10124,대구 북구,0,1,중부권 광역우편물류센터,11,23,대구 달서구,32,0,,대구 북구,중부권 광역우편물류센터,192,2,중부권 광역우편물류센터,대구 달서구,189,3
001P10125,경기 수원시 권선구,0,1,중부권 광역우편물류센터,11,23,경기 안양시 만안구,34,0,,경기 수원시 권선구,중부권 광역우편물류센터,210,1,중부권 광역우편물류센터,경기 안양시 만안구,228,3
001P10126,전남 고흥군,0,1,중부권 광역우편물류센터,14,26,경기 용인시 기흥구,36,0,,전남 고흥군,중부권 광역우편물류센터,261,2,중부권 광역우편물류센터,경기 용인시 기흥구,190,1
001P10127,울산 북구,0,1,중부권 광역우편물류센터,17,29,경기 구리시,41,0,,울산 북구,중부권 광역우편물류센터,318,2,중부권 광역우편물류센터,경기 구리시,238,5
001P10128,부산 수영구,0,1,중부권 광역우편물류센터,17,29,경기 동두천시,43,0,,부산 수영구,중부권 광역우편물류센터,315,1,중부권 광역우편물류센터,경기 동두천시,276,6
001P10129,전북 남원시,0,1,중부권 광역우편물류센터,10,22,충북 청주시 상당구,26,0,,전북 남원시,중부권 광역우편물류센터,176,3,중부권 광역우편물류센터,충북 청주시 상당구,84,1
001P10130,경기 파주시,0,1,중부권 광역우편물류센터,15,27,충남 예산군,33,0,,경기 파주시,중부권 광역우편물류센터,286,1,중부권 광역우편물류센터,충남 예산군,128,3
001P10131,경기 용인시 기흥구,0,1,중부권 광역우편물류센터,11,23,광주 남구,37,0,,경기 용인시 기흥구,중부권 광역우편물류센터,190,3,중부권 광역우편물류센터,광주 남구,287,2
001P10132,전북 부안군,0,1,중부권 광역우편물류센터,11,23,경기 안산시 단원구,34,0,,전북 부안군,중부권 광역우편물류센터,199,3,중부권 광역우편물류센터,경기 안산시 단원구,228,3
001P10133,경남 창녕군,0,1,중부권 광역우편물류센터,12,24,경북 칠곡군,32,0,,경남 창녕군,중부권 광역우편물류센터,217,2,중부권 광역우편물류센터,경북 칠곡군,167,2
001P10134,충북 제천시,0,1,중부권 광역우편물류센터,13,25,서울 관악구,36,0,,충북 제천시,중부권 광역우편물류센터,231,2,중부권 광역우편물류센터,서울 관악구,229,1
001P10135,전남 완도군,0,1,중부권 광역우편물류센터,17,29,강원 춘천시,45,0,,전남 완도군,중부권 광역우편물류센터,310,3,중부권 광역우편물류센터,강원 춘천시,317,5
001P10136,대구 수성구,0,1,중부권 광역우편물류센터,12,24,부산 부산진구,39,0,,대구 수성구,중부권 광역우편물류센터,212,2,중부권 광역우편물류센터,부산 부산진구,308,1
001P10137,충남 예산군,0,1,중부권 광역우편물류센터,7,19,서울 도봉구,32,0,,충남 예산군,중부권 광역우편물류센터,128,5,중부권 광역우편물류센터,서울 도봉구,253,1
001P10138,광주 남구,0,1,중부권 광역우편물류센터,15,27,충북 제천시,39,0,,광주 남구,중부권 광역우편물류센터,287,2,중부권 광역우편물류센터,충북 제천시,231,4
001P10139,서울 금천구,0,1,중부권 광역우편물류센터,12,24,경기 부천시,36,0,,서울 금천구,중부권 광역우편물류센터,229,2,중부권 광역우편물류센터,경기 부천시,247,4
001P10140,전북 완주군,0,1,중부권 광역우편물류센터,6,18,충남 태안군,26,0,,전북 완주군,중부권 광역우편물류센터,108,2,중부권 광역우편물류센터,충남 태안군,161,1
