택배번호,출발지,출발시간,거리,통행량,경유지1,하차시간,상차시간,거리,통행량,경유지2,하차시간,상차시간,거리,통행량,경유지3,하차시간,상차시간,거리,통행량,도착지,도착시간
001P10028,서울 강동구,1,54,1,동서울 우편집중국,5,17,248,11,중부권 광역우편물류센터,34,0,268,0,고양 우편집중국,0,0,30,0,경기 고양시 일산서구,0
001P10029,부산 북구,1,35,1,부산 우편집중국,3,15,295,3,중부권 광역우편물류센터,35,0,261,0,의정부 우편집중국,0,0,53,0,경기 구리시,0
001P10030,경기 수원시 권선구,1,77,2,수원 우편집중국,6,18,229,6,중부권 광역우편물류센터,33,78,202,11,진주 우편집중국,91,0,270,0,전북 부안군,0
001P10031,서울 중랑구,1,48,1,의정부 우편집중국,4,16,261,2,중부권 광역우편물류센터,33,78,218,10,성남 우편집중국,93,0,58,0,경기 용인시 수지구,0
001P10032,경북 포항시 남구,1,30,4,포항 우편집중국,3,15,271,7,중부권 광역우편물류센터,33,78,202,11,진주 우편집중국,91,0,102,0,경남 함양군,0
001P10033,부산 금정구,1,60,1,부산 우편집중국,5,17,295,19,중부권 광역우편물류센터,37,0,218,0,성남 우편집중국,0,0,48,0,경기 과천시,0
001P10034,충남 천안시 서북구,1,30,3,천안 우편집중국,3,15,133,3,중부권 광역우편물류센터,24,48,295,4,부산 우편집중국,68,80,70,1,부산 서구,85
001P10035,전북 고창군,1,234,3,진주 우편집중국,17,39,202,75,중부권 광역우편물류센터,52,0,100,0,청주 우편집중국,0,0,65,0,충북 청주시 상당구,0
001P10036,인천 남동구,1,61,2,부천 우편집중국,5,17,253,22,중부권 광역우편물류센터,34,0,202,0,진주 우편집중국,0,0,124,0,경남 거창군,0
001P10037,강원 강릉시,1,30,1,강릉 우편집중국,3,15,368,1,중부권 광역우편물류센터,40,0,218,0,성남 우편집중국,0,0,60,0,경기 광명시,0
001P10038,전북 군산시,1,307,3,진주 우편집중국,21,63,202,75,중부권 광역우편물류센터,76,0,295,0,부산 우편집중국,0,0,60,0,부산 동래구,0
001P10039,경북 경주시,1,226,2,포항 우편집중국,16,28,271,66,중부권 광역우편물류센터,46,0,253,0,부천 우편집중국,0,0,36,0,인천 부평구,0
001P10040,경북 경산시,1,54,2,대구 우편집중국,5,17,192,13,중부권 광역우편물류센터,30,54,202,19,진주 우편집중국,67,0,82,0,경남 산청군,0
001P10041,세종특별자치시,1,56,1,대전 우편집중국,5,17,53,11,중부권 광역우편물류센터,21,45,229,1,수원 우편집중국,60,0,30,0,경기 수원시 영통구,0
001P10042,경남 함양군,1,101,1,진주 우편집중국,8,20,202,21,중부권 광역우편물류센터,33,78,229,5,수원 우편집중국,93,0,86,0,경기 오산시,0
001P10043,경남 창원시 마산합포구,1,30,4,창원 우편집중국,3,15,251,5,중부권 광역우편물류센터,32,78,100,9,청주 우편집중국,85,0,30,0,충북 청주시 청원구,0
001P10044,경기 안산시 상록구,1,71,1,부천 우편집중국,6,18,253,34,중부권 광역우편물류센터,35,0,199,0,광주 우편집중국,0,0,92,0,전남 곡성군,0
001P10045,전북 정읍시,1,244,3,진주 우편집중국,17,39,202,75,중부권 광역우편물류센터,52,0,133,0,천안 우편집중국,0,0,154,0,충남 금산군,0
001P10046,부산 중구,1,70,3,부산 우편집중국,6,18,295,36,중부권 광역우편물류센터,38,0,229,0,수원 우편집중국,0,0,69,0,경기 수원시 팔달구,0
001P10047,인천 중구,1,66,2,부천 우편집중국,5,17,253,22,중부권 광역우편물류센터,34,0,248,0,동서울 우편집중국,0,0,36,0,서울 성북구,0
001P10048,경기 성남시 분당구,1,39,1,성남 우편집중국,4,16,218,3,중부권 광역우편물류센터,31,78,248,8,동서울 우편집중국,95,0,30,0,서울 광진구,0
001P10049,경남 합천군,1,149,1,진주 우편집중국,11,23,202,39,중부권 광역우편물류센터,36,0,218,0,성남 우편집중국,0,0,60,0,경기 광명시,0
001P10050,부산 사상구,1,70,2,부산 우편집중국,6,18,295,36,중부권 광역우편물류센터,38,0,256,0,원주 우편집중국,0,0,227,0,강원 태백시,0
001P10051,부산 동래구,1,60,2,부산 우편집중국,5,17,295,19,중부권 광역우편물류센터,37,0,218,0,성남 우편집중국,0,0,94,0,경기 이천시,0
001P10052,인천 옹진군,1,66,1,부천 우편집중국,5,17,253,22,중부권 광역우편물류센터,34,0,100,0,청주 우편집중국,0,0,44,0,충북 청주시 흥덕구,0
001P10053,강원 평창군,1,84,1,원주 우편집중국,7,19,256,16,중부권 광역우편물류센터,36,0,368,0,강릉 우편집중국,0,0,97,0,강원 속초시,0
001P10054,강원 영월군,1,62,3,원주 우편집중국,5,17,256,5,중부권 광역우편물류센터,34,0,295,0,부산 우편집중국,0,0,70,0,부산 중구,0
001P10055,울산 동구,1,30,2,울산 우편집중국,3,15,318,5,중부권 광역우편물류센터,36,0,53,0,대전 우편집중국,0,0,102,0,충남 청양군,0
001P10056,서울 영등포구,1,36,2,부천 우편집중국,3,15,253,3,중부권 광역우편물류센터,32,78,229,5,수원 우편집중국,93,0,114,0,경기 안성시,0
001P10057,충남 아산시,1,45,1,천안 우편집중국,4,16,133,5,중부권 광역우편물류센터,25,49,53,3,대전 우편집중국,53,0,46,0,대전 서구,0
001P10058,전남 장흥군,1,69,3,영암 우편집중국,6,18,290,26,중부권 광역우편물류센터,37,0,248,0,동서울 우편집중국,0,0,54,0,서울 강동구,0
001P10059,강원 인제군,1,150,2,원주 우편집중국,11,23,256,54,중부권 광역우편물류센터,40,0,261,0,의정부 우편집중국,0,0,64,0,서울 도봉구,0
001P10060,경북 안동시,1,30,2,안동 우편집중국,3,15,216,2,중부권 광역우편물류센터,29,53,261,6,의정부 우편집중국,70,82,64,1,서울 강북구,86
001P10061,경기 성남시 수정구,1,43,2,성남 우편집중국,4,16,218,3,중부권 광역우편물류센터,31,78,218,10,성남 우편집중국,93,0,58,0,경기 용인시 기흥구,0
001P10062,부산 기장군,1,65,2,울산 우편집중국,5,17,318,18,중부권 광역우편물류센터,38,0,202,0,진주 우편집중국,0,0,149,0,경남 합천군,0
001P10063,충남 공주시,1,76,3,대전 우편집중국,6,18,53,19,중부권 광역우편물류센터,22,46,295,1,부산 우편집중국,66,78,60,1,부산 수영구,82
001P10064,경북 영덕군,1,30,2,포항 우편집중국,3,15,271,7,중부권 광역우편물류센터,33,78,53,8,대전 우편집중국,82,0,76,0,충남 공주시,0
001P10065,전남 신안군,1,45,1,영암 우편집중국,4,16,290,6,중부권 광역우편물류센터,35,0,192,0,대구 우편집중국,0,0,55,0,경북 칠곡군,0
001P10066,경남 고성군,1,117,2,창원 우편집중국,9,21,251,35,중부권 광역우편물류센터,38,0,253,0,부천 우편집중국,0,0,47,0,인천 서구,0
001P10067,경기 용인시 기흥구,1,58,2,성남 우편집중국,5,17,218,14,중부권 광역우편물류센터,32,78,368,8,강릉 우편집중국,0,0,97,0,강원 속초시,0
001P10068,전남 곡성군,1,92,1,광주 우편집중국,7,19,199,7,중부권 광역우편물류센터,32,78,253,8,부천 우편집중국,95,0,47,0,인천 서구,0
001P10069,강원 영월군,1,62,3,원주 우편집중국,5,17,256,5,중부권 광역우편물류센터,34,0,53,0,대전 우편집중국,0,0,190,0,충남 보령시,0
001P10070,전남 나주시,1,140,1,광주 우편집중국,10,22,199,25,중부권 광역우편물류센터,35,0,256,0,원주 우편집중국,0,0,54,0,강원 횡성군,0
001P10071,광주 북구,1,57,1,광주 우편집중국,5,17,199,3,중부권 광역우편물류센터,30,54,53,4,대전 우편집중국,58,0,30,0,충남 계룡시,0
001P10072,전북 정읍시,1,244,3,진주 우편집중국,17,39,202,75,중부권 광역우편물류센터,52,0,318,0,울산 우편집중국,0,0,30,0,울산 동구,0
001P10073,서울 마포구,1,42,1,고양 우편집중국,4,16,268,15,중부권 광역우편물류센터,34,0,253,0,부천 우편집중국,0,0,36,0,서울 강서구,0
001P10074,부산 연제구,1,60,2,부산 우편집중국,5,17,295,19,중부권 광역우편물류센터,37,0,290,0,영암 우편집중국,0,0,63,0,전남 무안군,0
001P10075,전북 고창군,1,234,3,진주 우편집중국,17,39,202,75,중부권 광역우편물류센터,52,0,199,0,광주 우편집중국,0,0,71,0,광주 동구,0
001P10076,충남 논산시,1,77,1,대전 우편집중국,6,18,53,19,중부권 광역우편물류센터,22,46,268,1,고양 우편집중국,64,76,42,1,서울 마포구,79
001P10077,인천 남동구,1,61,2,부천 우편집중국,5,17,253,22,중부권 광역우편물류센터,34,0,218,0,성남 우편집중국,0,0,64,0,경기 용인시 처인구,0
001P10078,경기 수원시 권선구,1,77,2,수원 우편집중국,6,18,229,6,중부권 광역우편물류센터,33,78,271,4,포항 우편집중국,96,0,30,0,경북 울진군,0
001P10079,경기 안양시 동안구,1,56,1,성남 우편집중국,5,17,218,14,중부권 광역우편물류센터,32,78,256,4,원주 우편집중국,95,0,98,0,충북 단양군,0
001P10080,충남 계룡시,1,30,1,대전 우편집중국,3,15,53,1,중부권 광역우편물류센터,19,43,202,1,진주 우편집중국,56,0,270,0,전북 부안군,0
001P10081,서울 관악구,1,56,2,성남 우편집중국,5,17,218,14,중부권 광역우편물류센터,32,78,248,8,동서울 우편집중국,95,0,40,0,경기 남양주시,0
001P10082,전남 장흥군,1,69,3,영암 우편집중국,6,18,290,26,중부권 광역우편물류센터,37,0,133,0,천안 우편집중국,0,0,164,0,충북 영동군,0
001P10083,충남 공주시,1,76,3,대전 우편집중국,6,18,53,19,중부권 광역우편물류센터,22,46,100,2,청주 우편집중국,53,0,58,0,충북 증평군,0
001P10084,충북 청주시 서원구,1,30,2,청주 우편집중국,3,15,100,3,중부권 광역우편물류센터,22,46,216,2,안동 우편집중국,60,0,70,0,경북 의성군,0
001P10085,전북 진안군,1,150,2,진주 우편집중국,11,23,202,39,중부권 광역우편물류센터,36,0,295,0,부산 우편집중국,0,0,35,0,부산 북구,0
001P10086,서울 도봉구,1,64,1,의정부 우편집중국,5,17,261,11,중부권 광역우편물류센터,34,0,261,0,의정부 우편집중국,0,0,64,0,서울 강북구,0
001P10087,경북 영주시,1,57,1,안동 우편집중국,5,17,216,6,중부권 광역우편물류센터,31,78,100,9,청주 우편집중국,85,0,44,0,충북 충주시,0
001P10088,대구 달성군,1,54,1,대구 우편집중국,5,17,192,13,중부권 광역우편물류센터,30,54,261,8,의정부 우편집중국,71,83,53,2,경기 구리시,87
001P10089,경북 포항시 남구,1,30,4,포항 우편집중국,3,15,271,7,중부권 광역우편물류센터,33,78,368,8,강릉 우편집중국,0,0,68,0,강원 양양군,0
001P10090,부산 부산진구,1,70,1,부산 우편집중국,6,18,295,36,중부권 광역우편물류센터,38,0,53,0,대전 우편집중국,0,0,116,0,충남 부여군,0
001P10091,경남 사천시,1,42,1,진주 우편집중국,4,16,202,7,중부권 광역우편물류센터,29,53,268,7,고양 우편집중국,71,83,48,1,경기 파주시,86
001P10092,충북 충주시,1,44,1,청주 우편집중국,4,16,100,9,중부권 광역우편물류센터,23,47,202,2,진주 우편집중국,60,0,270,0,전북 부안군,0
001P10093,경기 여주시,1,75,2,원주 우편집중국,6,18,256,11,중부권 광역우편물류센터,35,0,271,0,포항 우편집중국,0,0,30,0,경북 영덕군,0
001P10094,경기 고양시 일산서구,1,30,1,고양 우편집중국,3,15,268,2,중부권 광역우편물류센터,33,78,290,7,영암 우편집중국,97,0,45,0,전남 신안군,0
001P10095,전남 함평군,1,108,1,광주 우편집중국,8,20,199,10,중부권 광역우편물류센터,33,78,290,7,영암 우편집중국,97,0,63,0,전남 무안군,0
001P10096,강원 영월군,1,62,3,원주 우편집중국,5,17,256,5,중부권 광역우편물류센터,34,0,216,0,안동 우편집중국,0,0,70,0,경북 의성군,0
001P10097,전북 군산시,1,307,3,진주 우편집중국,21,63,202,75,중부권 광역우편물류센터,76,0,192,0,대구 우편집중국,0,0,43,0,대구 남구,0
001P10098,경북 안동시,1,30,2,안동 우편집중국,3,15,216,2,중부권 광역우편물류센터,29,53,218,15,성남 우편집중국,68,0,56,0,서울 관악구,0
001P10099,울산 북구,1,30,1,울산 우편집중국,3,15,318,5,중부권 광역우편물류센터,36,0,318,0,울산 우편집중국,0,0,30,0,울산 남구,0
001P10100,부산 사상구,1,70,2,부산 우편집중국,6,18,295,36,중부권 광역우편물류센터,38,0,202,0,진주 우편집중국,0,0,284,0,전북 김제시,0
001P10101,경기 의정부시,1,68,2,의정부 우편집중국,6,18,261,20,중부권 광역우편물류센터,35,0,256,0,원주 우편집중국,0,0,108,0,강원 춘천시,0
001P10102,광주 광산구,1,202,2,광주 우편집중국,14,26,199,77,중부권 광역우편물류센터,39,0,253,0,부천 우편집중국,0,0,68,0,경기 안산시 단원구,0
001P10103,경북 성주군,1,88,2,대구 우편집중국,7,19,192,35,중부권 광역우편물류센터,32,78,290,7,영암 우편집중국,97,0,45,0,전남 신안군,0
001P10104,서울 영등포구,1,36,2,부천 우편집중국,3,15,253,3,중부권 광역우편물류센터,32,78,133,11,천안 우편집중국,87,0,154,0,충남 금산군,0
001P10105,전남 장흥군,1,69,3,영암 우편집중국,6,18,290,26,중부권 광역우편물류센터,37,0,53,0,대전 우편집중국,0,0,46,0,대전 서구,0
001P10106,서울 강남구,1,82,1,동서울 우편집중국,6,18,248,19,중부권 광역우편물류센터,35,0,295,0,부산 우편집중국,0,0,70,0,부산 사하구,0
001P10107,경북 포항시 북구,1,30,1,포항 우편집중국,3,15,271,7,중부권 광역우편물류센터,33,78,290,7,영암 우편집중국,97,0,50,0,전남 강진군,0
001P10108,경북 김천시,1,106,1,대구 우편집중국,8,20,192,50,중부권 광역우편물류센터,33,78,253,8,부천 우편집중국,95,0,61,0,인천 남동구,0
001P10109,충남 천안시 서북구,1,30,3,천안 우편집중국,3,15,133,3,중부권 광역우편물류센터,24,48,256,4,원주 우편집중국,65,0,227,0,강원 태백시,0
001P10110,충북 청주시 청원구,1,30,1,청주 우편집중국,3,15,100,3,중부권 광역우편물류센터,22,46,251,3,창원 우편집중국,63,0,49,0,경남 함안군,0
001P10111,충북 제천시,1,62,1,원주 우편집중국,5,17,256,5,중부권 광역우편물류센터,34,0,199,0,광주 우편집중국,0,0,92,0,전남 곡성군,0
001P10112,경북 경주시,1,226,2,포항 우편집중국,16,28,271,66,중부권 광역우편물류센터,46,0,253,0,부천 우편집중국,0,0,36,0,서울 양천구,0
001P10113,경기 연천군,1,55,1,의정부 우편집중국,5,17,261,11,중부권 광역우편물류센터,34,0,271,0,포항 우편집중국,0,0,226,0,경북 경주시,0
001P10114,전북 고창군,1,234,3,진주 우편집중국,17,39,202,75,중부권 광역우편물류센터,52,0,290,0,영암 우편집중국,0,0,50,0,전남 강진군,0
001P10115,경남 진주시,1,34,4,진주 우편집중국,3,15,202,4,중부권 광역우편물류센터,28,52,202,11,진주 우편집중국,65,0,124,0,경남 거창군,0
001P10116,전북 부안군,1,270,1,진주 우편집중국,19,63,202,75,중부권 광역우편물류센터,76,0,261,0,의정부 우편집중국,0,0,48,0,서울 중랑구,0
001P10117,전남 무안군,1,63,2,영암 우편집중국,5,17,290,17,중부권 광역우편물류센터,36,0,133,0,천안 우편집중국,0,0,135,0,충북 옥천군,0
001P10118,서울 강북구,1,64,1,의정부 우편집중국,5,17,261,11,중부권 광역우편물류센터,34,0,251,0,창원 우편집중국,0,0,117,0,경남 고성군,0
001P10119,인천 강화군,1,96,1,부천 우편집중국,7,19,253,49,중부권 광역우편물류센터,36,0,233,0,순천 집중과,0,0,58,0,전남 고흥군,0
001P10120,충남 공주시,1,76,3,대전 우편집중국,6,18,53,19,중부권 광역우편물류센터,22,46,133,1,천안 우편집중국,55,0,175,0,전북 무주군,0
001P10121,인천 동구,1,74,1,부천 우편집중국,6,18,253,34,중부권 광역우편물류센터,35,0,100,0,청주 우편집중국,0,0,97,0,충북 음성군,0
001P10122,경북 포항시 남구,1,30,4,포항 우편집중국,3,15,271,7,중부권 광역우편물류센터,33,78,53,8,대전 우편집중국,82,0,56,0,세종특별자치시,0
001P10123,서울 송파구,1,58,1,동서울 우편집중국,5,17,248,11,중부권 광역우편물류센터,34,0,233,0,순천 집중과,0,0,36,0,전남 순천시,0
001P10124,충북 단양군,1,98,1,원주 우편집중국,8,20,256,21,중부권 광역우편물류센터,37,0,268,0,고양 우편집중국,0,0,42,0,서울 서대문구,0
001P10125,경남 창원시 마산합포구,1,30,4,창원 우편집중국,3,15,251,5,중부권 광역우편물류센터,32,78,251,7,창원 우편집중국,95,0,136,0,경남 통영시,0
001P10126,인천 미추홀구,1,61,2,부천 우편집중국,5,17,253,22,중부권 광역우편물류센터,34,0,53,0,대전 우편집중국,0,0,190,0,충남 보령시,0
001P10127,경남 진주시,1,34,4,진주 우편집중국,3,15,202,4,중부권 광역우편물류센터,28,52,251,9,창원 우편집중국,69,0,136,0,경남 거제시,0
001P10128,전남 여수시,1,30,1,순천 집중과,3,15,233,2,중부권 광역우편물류센터,31,78,251,7,창원 우편집중국,95,0,35,0,경남 창원시 의창구,0
001P10129,강원 동해시,1,72,1,강릉 우편집중국,6,18,368,2,중부권 광역우편물류센터,43,0,248,0,동서울 우편집중국,0,0,51,0,경기 하남시,0
001P10130,부산 중구,1,70,3,부산 우편집중국,6,18,295,36,중부권 광역우편물류센터,38,0,253,0,부천 우편집중국,0,0,74,0,인천 동구,0
001P10131,경북 상주시,1,97,2,안동 우편집중국,7,19,216,14,중부권 광역우편물류센터,33,78,192,9,대구 우편집중국,91,0,54,0,대구 달성군,0
001P10132,강원 철원군,1,55,2,의정부 우편집중국,5,17,261,11,중부권 광역우편물류센터,34,0,271,0,포항 우편집중국,0,0,30,0,경북 포항시 북구,0
001P10133,충남 예산군,1,113,1,천안 우편집중국,9,21,133,19,중부권 광역우편물류센터,30,54,202,19,진주 우편집중국,67,0,150,0,전북 진안군,0
001P10134,충북 청주시 서원구,1,30,2,청주 우편집중국,3,15,100,3,중부권 광역우편물류센터,22,46,199,3,광주 우편집중국,59,0,70,0,전남 담양군,0
001P10135,대전 유성구,1,46,1,대전 우편집중국,4,16,53,8,중부권 광역우편물류센터,20,44,253,1,부천 우편집중국,61,73,96,1,인천 강화군,79
001P10136,경북 영천시,1,168,1,포항 우편집중국,12,24,271,44,중부권 광역우편물류센터,42,0,100,0,청주 우편집중국,0,0,44,0,충북 충주시,0
001P10137,경기 성남시 수정구,1,43,2,성남 우편집중국,4,16,218,3,중부권 광역우편물류센터,31,78,261,11,의정부 우편집중국,95,0,53,0,경기 구리시,0
001P10138,부산 남구,1,35,1,부산 우편집중국,3,15,295,3,중부권 광역우편물류센터,35,0,251,0,창원 우편집중국,0,0,80,0,경남 창원시 진해구,0
001P10139,강원 춘천시,1,108,1,원주 우편집중국,8,20,256,21,중부권 광역우편물류센터,37,0,253,0,부천 우편집중국,0,0,61,0,인천 미추홀구,0
001P10140,부산 연제구,1,60,2,부산 우편집중국,5,17,295,19,중부권 광역우편물류센터,37,0,261,0,의정부 우편집중국,0,0,55,0,강원 철원군,0
001P10141,경남 진주시,1,34,4,진주 우편집중국,3,15,202,4,중부권 광역우편물류센터,28,52,295,8,부산 우편집중국,72,84,35,1,부산 동구,86
001P10142,경기 남양주시,1,40,1,동서울 우편집중국,4,16,248,5,중부권 광역우편물류센터,33,0,218,0,성남 우편집중국,0,0,56,0,서울 금천구,0
001P10143,전남 영광군,1,82,1,광주 우편집중국,6,18,199,4,중부권 광역우편물류센터,31,78,216,8,안동 우편집중국,92,0,90,0,경북 청송군,0
001P10144,대전 서구,1,46,3,대전 우편집중국,4,16,53,8,중부권 광역우편물류센터,20,44,199,2,광주 우편집중국,57,0,70,0,전남 담양군,0
001P10145,대구 달서구,1,48,1,대구 우편집중국,4,16,192,3,중부권 광역우편물류센터,29,53,248,9,동서울 우편집중국,70,82,40,1,경기 남양주시,85
001P10146,전남 순천시,1,36,1,순천 집중과,3,15,233,2,중부권 광역우편물류센터,31,78,192,9,대구 우편집중국,91,0,54,0,경북 경산시,0
001P10147,전남 무안군,1,63,2,영암 우편집중국,5,17,290,17,중부권 광역우편물류센터,36,0,253,0,부천 우편집중국,0,0,36,0,서울 양천구,0
001P10148,전남 진도군,1,30,2,영암 우편집중국,3,15,290,2,중부권 광역우편물류센터,34,0,251,0,창원 우편집중국,0,0,30,0,경남 창원시 마산회원구,0
001P10149,부산 동래구,1,60,2,부산 우편집중국,5,17,295,19,중부권 광역우편물류센터,37,0,133,0,천안 우편집중국,0,0,135,0,충북 옥천군,0
001P10150,강원 철원군,1,55,2,의정부 우편집중국,5,17,261,11,중부권 광역우편물류센터,34,0,229,0,수원 우편집중국,0,0,69,0,경기 수원시 팔달구,0
001P10151,서울 종로구,1,84,1,동서울 우편집중국,7,19,248,28,중부권 광역우편물류센터,36,0,202,0,진주 우편집중국,0,0,189,0,전북 완주군,0
001P10152,경기 동두천시,1,45,1,의정부 우편집중국,4,16,261,2,중부권 광역우편물류센터,33,0,248,0,동서울 우편집중국,0,0,51,0,경기 하남시,0
001P10153,경기 평택시,1,105,1,수원 우편집중국,8,20,229,16,중부권 광역우편물류센터,35,0,133,0,천안 우편집중국,0,0,164,0,충북 영동군,0
001P10154,서울 노원구,1,64,1,의정부 우편집중국,5,17,261,11,중부권 광역우편물류센터,34,0,256,0,원주 우편집중국,0,0,81,0,강원 홍천군,0
001P10155,경남 진주시,1,34,4,진주 우편집중국,3,15,202,4,중부권 광역우편물류센터,28,52,218,12,성남 우편집중국,67,0,60,0,경기 광명시,0
001P10156,경남 고성군,1,117,2,창원 우편집중국,9,21,251,35,중부권 광역우편물류센터,38,0,192,0,대구 우편집중국,0,0,30,0,대구 북구,0
001P10157,서울 구로구,1,88,1,성남 우편집중국,7,19,218,47,중부권 광역우편물류센터,34,0,133,0,천안 우편집중국,0,0,135,0,충북 옥천군,0
001P10158,강원 인제군,1,150,2,원주 우편집중국,11,23,256,54,중부권 광역우편물류센터,40,0,229,0,수원 우편집중국,0,0,105,0,경기 평택시,0
001P10159,경북 고령군,1,80,1,대구 우편집중국,6,18,192,19,중부권 광역우편물류센터,31,78,202,11,진주 우편집중국,91,0,306,0,전북 군산시,0
001P10160,전남 진도군,1,30,2,영암 우편집중국,3,15,290,2,중부권 광역우편물류센터,34,0,216,0,안동 우편집중국,0,0,70,0,경북 의성군,0
001P10161,경북 봉화군,1,57,1,안동 우편집중국,5,17,216,6,중부권 광역우편물류센터,31,78,290,7,영암 우편집중국,97,0,50,0,전남 해남군,0
001P10162,경남 창원시 마산합포구,1,30,4,창원 우편집중국,3,15,251,5,중부권 광역우편물류센터,32,78,268,8,고양 우편집중국,96,0,36,0,경기 김포시,0
001P10163,인천 미추홀구,1,61,2,부천 우편집중국,5,17,253,22,중부권 광역우편물류센터,34,0,202,0,진주 우편집중국,0,0,142,0,전북 남원시,0
001P10164,부산 기장군,1,65,2,울산 우편집중국,5,17,318,18,중부권 광역우편물류센터,38,0,271,0,포항 우편집중국,0,0,30,0,경북 포항시 북구,0
001P10165,전남 강진군,1,50,1,영암 우편집중국,4,16,290,6,중부권 광역우편물류센터,35,0,202,0,진주 우편집중국,0,0,306,0,전북 군산시,0
