택배번호,출발지,출발시간,거리,통행량,경유지1,하차시간,상차시간,거리,통행량,경유지2,하차시간,상차시간,거리,통행량,경유지3,하차시간,상차시간,거리,통행량,도착지,도착시간
002P10026,전남 함평군,2,108,1,광주 우편집중국,9,21,199,2,중부권 광역우편물류센터,34,58,261,1,의정부 우편집중국,75,87,64,1,서울 노원구,91
002P10027,경북 봉화군,2,57,1,안동 우편집중국,6,18,216,1,중부권 광역우편물류센터,32,56,192,3,대구 우편집중국,69,81,84,1,경북 군위군,87
002P10028,충북 충주시,2,44,1,청주 우편집중국,5,17,100,2,중부권 광역우편물류센터,24,48,53,1,대전 우편집중국,52,64,156,1,충남 서천군,74
002P10029,부산 북구,2,35,1,부산 우편집중국,4,16,295,1,중부권 광역우편물류센터,36,60,251,4,창원 우편집중국,77,89,136,1,경남 통영시,98
002P10030,울산 남구,2,30,1,울산 우편집중국,4,16,318,1,중부권 광역우편물류센터,37,61,229,5,수원 우편집중국,76,88,114,2,경기 안성시,96
002P10031,경남 함안군,2,49,1,창원 우편집중국,5,17,251,2,중부권 광역우편물류센터,34,58,295,6,부산 우편집중국,78,90,70,1,부산 영도구,95
002P10032,인천 미추홀구,2,61,1,부천 우편집중국,6,18,253,6,중부권 광역우편물류센터,35,59,53,4,대전 우편집중국,63,75,57,2,대전 동구,79
002P10033,전북 진안군,2,150,1,진주 우편집중국,12,24,202,8,중부권 광역우편물류센터,37,61,53,7,대전 우편집중국,65,77,46,1,대전 유성구,80
002P10034,경기 군포시,2,56,1,성남 우편집중국,6,18,218,8,중부권 광역우편물류센터,33,57,253,4,부천 우편집중국,74,86,74,1,인천 동구,91
002P10035,전북 남원시,2,142,1,진주 우편집중국,11,23,202,6,중부권 광역우편물류센터,36,60,248,12,동서울 우편집중국,77,89,84,2,서울 동대문구,95
002P10036,전북 순창군,2,169,1,진주 우편집중국,13,25,202,9,중부권 광역우편물류센터,38,62,100,6,청주 우편집중국,69,81,30,2,충북 청주시 서원구,83
002P10037,대구 달서구,2,48,1,대구 우편집중국,5,17,192,2,중부권 광역우편물류센터,30,54,253,2,부천 우편집중국,71,83,36,1,서울 양천구,85
002P10038,서울 마포구,2,42,2,고양 우편집중국,5,17,268,3,중부권 광역우편물류센터,35,59,261,2,의정부 우편집중국,76,88,48,1,서울 중랑구,91
002P10039,강원 평창군,2,84,1,원주 우편집중국,8,20,256,3,중부권 광역우편물류센터,37,61,248,14,동서울 우편집중국,78,90,84,1,서울 종로구,96
002P10040,경남 산청군,2,82,1,진주 우편집중국,7,19,202,3,중부권 광역우편물류센터,32,56,290,1,영암 우편집중국,75,87,30,1,전남 진도군,89
003P10001,전북 남원시,3,142,2,진주 우편집중국,12,24,202,8,중부권 광역우편물류센터,37,61,251,6,창원 우편집중국,78,90,136,1,경남 거제시,99
003P10002,인천 중구,3,66,1,부천 우편집중국,7,19,253,8,중부권 광역우편물류센터,36,60,253,7,부천 우편집중국,77,89,36,2,서울 양천구,91
003P10003,강원 춘천시,3,108,2,원주 우편집중국,10,22,256,6,중부권 광역우편물류센터,39,63,100,10,청주 우편집중국,70,82,97,2,충북 음성군,88
003P10004,울산 동구,3,30,1,울산 우편집중국,5,17,318,2,중부권 광역우편물류센터,38,62,192,16,대구 우편집중국,75,87,88,2,경북 성주군,93
003P10005,부산 연제구,3,60,1,부산 우편집중국,7,19,295,7,중부권 광역우편물류센터,39,63,53,5,대전 우편집중국,67,79,46,1,대전 서구,82
003P10006,서울 양천구,3,36,1,부천 우편집중국,5,17,253,2,중부권 광역우편물류센터,34,58,229,3,수원 우편집중국,73,85,77,1,경기 수원시 권선구,90
003P10007,강원 춘천시,3,108,2,원주 우편집중국,10,22,256,6,중부권 광역우편물류센터,39,63,248,17,동서울 우편집중국,80,92,30,3,서울 광진구,94
003P10008,경북 군위군,3,84,1,대구 우편집중국,9,21,192,8,중부권 광역우편물류센터,34,58,256,5,원주 우편집중국,75,87,75,1,경기 여주시,92
003P10009,부산 북구,3,35,2,부산 우편집중국,5,17,295,3,중부권 광역우편물류센터,37,61,251,6,창원 우편집중국,78,90,35,2,경남 창원시 의창구,92
003P10010,경남 하동군,3,73,1,진주 우편집중국,8,20,202,5,중부권 광역우편물류센터,33,57,248,5,동서울 우편집중국,74,86,40,1,경기 남양주시,89
003P10011,충북 증평군,3,58,2,청주 우편집중국,7,19,100,5,중부권 광역우편물류센터,26,50,202,3,진주 우편집중국,63,75,189,1,전북 완주군,88
003P10012,부산 서구,3,70,1,부산 우편집중국,8,20,295,9,중부권 광역우편물류센터,40,64,271,7,포항 우편집중국,82,94,30,2,경북 울진군,96
003P10013,전북 순창군,3,169,3,진주 우편집중국,14,26,202,12,중부권 광역우편물류센터,39,63,253,14,부천 우편집중국,80,92,71,1,경기 안산시 상록구,97
003P10014,전남 무안군,3,63,1,영암 우편집중국,7,19,290,1,중부권 광역우편물류센터,38,62,192,16,대구 우편집중국,75,87,54,2,경북 경산시,91
003P10015,강원 평창군,3,84,2,원주 우편집중국,9,21,256,4,중부권 광역우편물류센터,38,62,100,6,청주 우편집중국,69,81,58,1,충북 증평군,85
003P10016,대구 북구,3,30,1,대구 우편집중국,5,17,192,2,중부권 광역우편물류센터,30,54,199,1,광주 우편집중국,67,79,39,1,전남 장성군,82
003P10017,서울 강남구,3,82,1,동서울 우편집중국,8,20,248,6,중부권 광역우편물류센터,37,61,202,8,진주 우편집중국,74,86,53,2,경남 의령군,90
003P10018,경기 의정부시,3,68,1,의정부 우편집중국,8,20,261,4,중부권 광역우편물류센터,37,61,192,12,대구 우편집중국,74,86,30,1,대구 중구,88
003P10019,경북 영양군,3,90,1,안동 우편집중국,9,21,216,3,중부권 광역우편물류센터,35,59,248,8,동서울 우편집중국,76,88,58,1,서울 송파구,92
003P10020,전북 부안군,3,270,1,진주 우편집중국,21,33,202,21,중부권 광역우편물류센터,46,88,251,6,창원 우편집중국,105,117,30,3,경남 창원시 마산회원구,119
003P10021,전북 순창군,3,169,3,진주 우편집중국,14,26,202,12,중부권 광역우편물류센터,39,63,268,7,고양 우편집중국,81,93,30,1,경기 고양시 일산동구,95
003P10022,경남 남해군,3,73,1,진주 우편집중국,8,20,202,5,중부권 광역우편물류센터,33,57,295,5,부산 우편집중국,77,89,74,1,경남 밀양시,94
003P10023,경남 고성군,3,117,1,창원 우편집중국,11,23,251,5,중부권 광역우편물류센터,40,64,218,9,성남 우편집중국,79,91,60,2,경기 광명시,95
003P10024,경기 파주시,3,48,2,고양 우편집중국,6,18,268,4,중부권 광역우편물류센터,36,60,248,12,동서울 우편집중국,77,89,84,1,서울 성동구,95
003P10025,서울 중구,3,84,2,동서울 우편집중국,9,21,248,7,중부권 광역우편물류센터,38,62,202,9,진주 우편집중국,75,87,53,3,경남 의령군,91
003P10026,서울 광진구,3,30,1,동서울 우편집중국,5,17,248,2,중부권 광역우편물류센터,34,58,192,8,대구 우편집중국,71,83,43,1,대구 남구,86
003P10027,충북 증평군,3,58,2,청주 우편집중국,7,19,100,5,중부권 광역우편물류센터,26,50,202,3,진주 우편집중국,63,75,124,1,경남 거창군,83
003P10028,충남 천안시 동남구,3,30,2,천안 우편집중국,5,17,133,4,중부권 광역우편물류센터,26,50,216,2,안동 우편집중국,64,76,97,1,경북 상주시,82
003P10029,강원 정선군,3,124,1,원주 우편집중국,11,23,256,7,중부권 광역우편물류센터,40,64,248,18,동서울 우편집중국,81,93,84,2,서울 중구,99
003P10030,경북 경주시,3,226,2,포항 우편집중국,18,30,271,9,중부권 광역우편물류센터,48,136,229,6,수원 우편집중국,151,163,110,2,경기 화성시,170
003P10031,대전 서구,3,46,1,대전 우편집중국,6,18,53,4,중부권 광역우편물류센터,22,46,202,1,진주 우편집중국,59,71,53,1,경남 의령군,75
004P10001,충남 금산군,4,154,1,천안 우편집중국,14,26,133,5,중부권 광역우편물류센터,35,59,271,5,포항 우편집중국,77,89,30,1,경북 포항시 남구,91
004P10002,경남 창원시 마산합포구,4,30,1,창원 우편집중국,6,18,251,3,중부권 광역우편물류센터,35,59,53,4,대전 우편집중국,63,75,57,1,대전 중구,79
004P10003,강원 태백시,4,227,1,원주 우편집중국,19,31,256,20,중부권 광역우편물류센터,48,136,256,10,원주 우편집중국,153,165,54,1,강원 횡성군,169
004P10004,경북 포항시 남구,4,30,1,포항 우편집중국,6,18,271,2,중부권 광역우편물류센터,36,60,268,4,고양 우편집중국,78,90,30,1,경기 고양시 덕양구,92
004P10005,경남 합천군,4,149,1,진주 우편집중국,14,26,202,12,중부권 광역우편물류센터,39,63,202,10,진주 우편집중국,76,88,42,2,경남 사천시,91
004P10006,서울 동대문구,4,84,1,동서울 우편집중국,10,22,248,11,중부권 광역우편물류센터,39,63,251,9,창원 우편집중국,80,92,75,2,경남 창녕군,97
004P10007,서울 종로구,4,84,1,동서울 우편집중국,10,22,248,11,중부권 광역우편물류센터,39,63,318,5,울산 우편집중국,84,96,35,1,울산 울주군,98
004P10008,전북 무주군,4,175,1,천안 우편집중국,16,28,133,10,중부권 광역우편물류센터,37,61,368,6,강릉 우편집중국,86,98,97,2,강원 속초시,104
004P10009,대구 수성구,4,50,1,대구 우편집중국,7,19,192,4,중부권 광역우편물류센터,32,56,271,3,포항 우편집중국,74,86,30,1,경북 울진군,88
004P10010,인천 계양구,4,36,1,부천 우편집중국,6,18,253,6,중부권 광역우편물류센터,35,59,368,5,강릉 우편집중국,84,96,97,2,강원 고성군,102
004P10011,경북 칠곡군,4,55,1,대구 우편집중국,8,20,192,5,중부권 광역우편물류센터,33,57,295,5,부산 우편집중국,77,89,39,1,경남 김해시,92
004P10012,충남 당진시,4,109,1,천안 우편집중국,11,23,133,7,중부권 광역우편물류센터,32,56,318,2,울산 우편집중국,77,89,30,1,울산 북구,91
004P10013,경기 의정부시,4,68,2,의정부 우편집중국,9,21,261,6,중부권 광역우편물류센터,38,62,133,2,천안 우편집중국,71,83,164,1,충북 영동군,94
004P10014,부산 동래구,4,60,1,부산 우편집중국,8,20,295,9,중부권 광역우편물류센터,40,64,271,7,포항 우편집중국,82,94,168,2,경북 영천시,105
004P10015,충남 부여군,4,116,1,대전 우편집중국,12,24,53,8,중부권 광역우편물류센터,28,52,133,2,천안 우편집중국,61,73,128,1,충남 서산시,82
005P10001,충북 청주시 서원구,5,30,1,청주 우편집중국,7,19,100,5,중부권 광역우편물류센터,26,50,248,2,동서울 우편집중국,67,79,30,1,서울 광진구,81
005P10002,경북 문경시,5,119,1,안동 우편집중국,13,25,216,6,중부권 광역우편물류센터,39,63,229,6,수원 우편집중국,78,90,86,2,경기 오산시,96
005P10003,전남 영암군,5,50,1,영암 우편집중국,8,20,290,3,중부권 광역우편물류센터,39,63,253,14,부천 우편집중국,80,92,53,1,경기 시흥시,96
005P10004,충북 단양군,5,98,1,원주 우편집중국,12,24,256,8,중부권 광역우편물류센터,41,88,218,13,성남 우편집중국,103,115,60,3,경기 광명시,119
005P10005,경남 통영시,5,136,1,창원 우편집중국,14,26,251,7,중부권 광역우편물류센터,43,88,248,12,동서울 우편집중국,105,117,51,1,경기 하남시,120
005P10006,충남 보령시,5,190,1,대전 우편집중국,18,30,53,7,중부권 광역우편물류센터,34,58,290,3,영암 우편집중국,77,89,45,2,전남 목포시,92
005P10007,서울 강남구,5,82,2,동서울 우편집중국,10,22,248,11,중부권 광역우편물류센터,39,63,133,3,천안 우편집중국,72,84,30,1,충남 천안시 동남구,86
005P10008,경남 창원시 진해구,5,80,1,창원 우편집중국,10,22,251,4,중부권 광역우편물류센터,39,63,100,10,청주 우편집중국,70,82,44,1,충북 청주시 흥덕구,85
005P10009,충북 충주시,5,44,1,청주 우편집중국,8,20,100,7,중부권 광역우편물류센터,27,51,218,1,성남 우편집중국,66,78,60,1,경기 광명시,82
005P10010,경기 남양주시,5,40,1,동서울 우편집중국,8,20,248,6,중부권 광역우편물류센터,37,61,216,7,안동 우편집중국,75,87,57,1,경북 봉화군,91
005P10011,부산 동래구,5,60,2,부산 우편집중국,9,21,295,10,중부권 광역우편물류센터,41,88,216,7,안동 우편집중국,102,114,90,2,경북 청송군,120
005P10012,서울 영등포구,5,36,1,부천 우편집중국,7,19,253,8,중부권 광역우편물류센터,36,60,218,5,성남 우편집중국,75,87,94,1,경기 이천시,93
006P10001,경남 통영시,6,136,2,창원 우편집중국,15,27,251,8,중부권 광역우편물류센터,44,88,202,24,진주 우편집중국,101,113,150,5,전북 진안군,123
006P10002,서울 서대문구,6,42,1,고양 우편집중국,9,21,268,7,중부권 광역우편물류센터,39,63,192,19,대구 우편집중국,76,88,43,1,대구 서구,91
006P10003,경남 양산시,6,94,2,울산 우편집중국,12,24,318,8,중부권 광역우편물류센터,45,88,199,8,광주 우편집중국,101,113,92,2,전남 곡성군,119
006P10004,경기 고양시 덕양구,6,30,1,고양 우편집중국,8,20,268,5,중부권 광역우편물류센터,38,62,318,4,울산 우편집중국,83,95,30,2,울산 남구,97
006P10005,전남 여수시,6,30,1,순천 집중과,8,20,233,3,중부권 광역우편물류센터,36,60,218,5,성남 우편집중국,75,87,66,1,경기 의왕시,91
006P10006,충남 금산군,6,154,2,천안 우편집중국,16,28,133,10,중부권 광역우편물류센터,37,61,100,4,청주 우편집중국,68,80,87,2,충북 보은군,86
006P10007,경기 포천시,6,52,1,의정부 우편집중국,9,21,261,6,중부권 광역우편물류센터,38,62,192,16,대구 우편집중국,75,87,80,1,경북 고령군,92
006P10008,경기 화성시,6,110,2,수원 우편집중국,13,25,229,4,중부권 광역우편물류센터,40,64,295,7,부산 우편집중국,84,96,35,1,부산 북구,98
006P10009,경기 용인시 처인구,6,64,1,성남 우편집중국,10,22,218,13,중부권 광역우편물류센터,37,61,253,9,부천 우편집중국,78,90,68,2,경기 안산시 단원구,95
006P10010,부산 금정구,6,60,1,부산 우편집중국,10,22,295,12,중부권 광역우편물류센터,42,88,202,24,진주 우편집중국,101,113,169,1,전북 순창군,124
006P10011,경북 영양군,6,90,2,안동 우편집중국,12,24,216,5,중부권 광역우편물류센터,38,62,251,7,창원 우편집중국,79,91,136,2,경남 통영시,100
006P10012,전북 전주시 완산구,6,214,2,진주 우편집중국,20,32,202,19,중부권 광역우편물류센터,45,88,290,6,영암 우편집중국,107,119,45,2,전남 신안군,122
006P10013,경기 용인시 수지구,6,58,1,성남 우편집중국,10,22,218,13,중부권 광역우편물류센터,37,61,268,5,고양 우편집중국,79,91,30,1,경기 고양시 일산서구,93
006P10014,전남 진도군,6,30,1,영암 우편집중국,8,20,290,3,중부권 광역우편물류센터,39,63,218,7,성남 우편집중국,78,90,58,1,경기 용인시 기흥구,94
006P10015,전북 장수군,6,133,1,진주 우편집중국,15,27,202,14,중부권 광역우편물류센터,40,64,218,9,성남 우편집중국,79,91,58,2,경기 용인시 기흥구,95
006P10016,충남 천안시 서북구,6,30,1,천안 우편집중국,8,20,133,5,중부권 광역우편물류센터,29,53,251,2,창원 우편집중국,70,82,117,1,경남 고성군,90
006P10017,충북 청주시 서원구,6,30,2,청주 우편집중국,8,20,100,7,중부권 광역우편물류센터,27,51,318,1,울산 우편집중국,72,84,30,1,울산 남구,86
006P10018,서울 마포구,6,42,1,고양 우편집중국,9,21,268,7,중부권 광역우편물류센터,39,63,248,17,동서울 우편집중국,80,92,213,3,경기 가평군,106
006P10019,경북 김천시,6,106,1,대구 우편집중국,13,25,192,17,중부권 광역우편물류센터,38,62,192,16,대구 우편집중국,75,87,30,2,대구 중구,89
006P10020,대구 남구,6,43,1,대구 우편집중국,9,21,192,8,중부권 광역우편물류센터,34,58,192,8,대구 우편집중국,71,83,55,1,경북 칠곡군,87
006P10021,전남 장흥군,6,69,1,영암 우편집중국,11,23,290,5,중부권 광역우편물류센터,42,88,218,13,성남 우편집중국,103,115,58,3,경기 용인시 수지구,119
006P10022,울산 북구,6,30,2,울산 우편집중국,8,20,318,5,중부권 광역우편물류센터,41,88,192,8,대구 우편집중국,101,113,43,2,대구 남구,116
006P10023,서울 서초구,6,79,1,동서울 우편집중국,11,23,248,13,중부권 광역우편물류센터,40,64,199,7,광주 우편집중국,77,89,150,1,광주 서구,99
006P10024,서울 성동구,6,84,2,동서울 우편집중국,12,24,248,17,중부권 광역우편물류센터,41,88,100,6,청주 우편집중국,95,107,44,3,충북 충주시,110
006P10025,인천 남동구,6,61,1,부천 우편집중국,10,22,253,10,중부권 광역우편물류센터,39,63,253,14,부천 우편집중국,80,92,74,2,인천 동구,97
006P10026,충북 충주시,6,44,2,청주 우편집중국,9,21,100,8,중부권 광역우편물류센터,28,52,202,4,진주 우편집중국,65,77,42,1,경남 사천시,80
006P10027,충남 공주시,6,76,1,대전 우편집중국,11,23,53,5,중부권 광역우편물류센터,27,51,133,1,천안 우편집중국,60,72,154,1,충남 홍성군,82
006P10028,충남 서천군,6,156,2,대전 우편집중국,16,28,53,3,중부권 광역우편물류센터,32,56,100,1,청주 우편집중국,63,75,30,1,충북 청주시 서원구,77
006P10029,울산 북구,6,30,2,울산 우편집중국,8,20,318,5,중부권 광역우편물류센터,41,88,268,9,고양 우편집중국,106,118,30,4,경기 고양시 일산서구,120
006P10030,강원 태백시,6,227,2,원주 우편집중국,21,33,256,25,중부권 광역우편물류센터,50,136,202,15,진주 우편집중국,149,161,244,4,전북 정읍시,177
006P10031,강원 정선군,6,124,2,원주 우편집중국,14,26,256,10,중부권 광역우편물류센터,43,88,233,7,순천 집중과,104,116,30,3,전남 여수시,118
006P10032,인천 강화군,6,96,1,부천 우편집중국,12,24,253,16,중부권 광역우편물류센터,41,88,202,24,진주 우편집중국,101,113,42,4,경남 사천시,116
006P10033,경북 경산시,6,54,1,대구 우편집중국,10,22,192,9,중부권 광역우편물류센터,35,59,253,5,부천 우편집중국,76,88,68,1,경기 안산시 단원구,93
006P10034,충북 옥천군,6,135,1,천안 우편집중국,15,27,133,7,중부권 광역우편물류센터,36,60,202,7,진주 우편집중국,73,85,190,3,전북 전주시 덕진구,98
006P10035,경기 안산시 상록구,6,71,1,부천 우편집중국,11,23,253,14,중부권 광역우편물류센터,40,64,253,15,부천 우편집중국,81,93,61,1,인천 남동구,97
006P10036,경기 군포시,6,56,1,성남 우편집중국,10,22,218,13,중부권 광역우편물류센터,37,61,216,7,안동 우편집중국,75,87,90,1,경북 영양군,93
006P10037,전남 순천시,6,36,1,순천 집중과,8,20,233,3,중부권 광역우편물류센터,36,60,261,3,의정부 우편집중국,77,89,64,1,서울 강북구,93
006P10038,대구 달서구,6,48,1,대구 우편집중국,9,21,192,8,중부권 광역우편물류센터,34,58,199,3,광주 우편집중국,71,83,150,1,광주 남구,93
007P10001,인천 남동구,7,61,2,부천 우편집중국,11,23,253,14,중부권 광역우편물류센터,40,64,199,7,광주 우편집중국,77,89,71,1,전남 화순군,94
