택배번호,출발지,출발시간,거리,통행량,경유지1,하차시간,상차시간,거리,통행량,경유지2,하차시간,상차시간,거리,통행량,경유지3,하차시간,상차시간,거리,통행량,도착지,도착시간
061P10009,대전 유성구,61,46,1,대전 우편집중국,64,76,53,8,중부권 광역우편물류센터,80,327,53,9,대전 우편집중국,331,343,66,10,대전 대덕구,347
061P10010,전남 장성군,61,39,2,광주 우편집중국,64,76,199,22,중부권 광역우편물류센터,89,375,256,8,원주 우편집중국,392,0,108,0,강원 양구군,0
061P10011,전남 영광군,61,82,1,광주 우편집중국,66,78,199,19,중부권 광역우편물류센터,91,0,295,0,부산 우편집중국,0,0,152,0,부산 해운대구,0
061P10012,부산 해운대구,61,152,4,부산 우편집중국,71,83,295,39,중부권 광역우편물류센터,103,0,100,0,청주 우편집중국,0,0,30,0,충북 청주시 청원구,0
061P10013,서울 서대문구,61,42,1,고양 우편집중국,64,76,268,11,중부권 광역우편물류센터,94,0,202,0,진주 우편집중국,0,0,180,0,전북 임실군,0
061P10014,광주 광산구,61,202,3,광주 우편집중국,74,86,199,18,중부권 광역우편물류센터,99,0,248,0,동서울 우편집중국,0,0,51,0,경기 하남시,0
061P10015,충남 서천군,61,156,2,대전 우편집중국,71,83,53,6,중부권 광역우편물류센터,87,375,229,7,수원 우편집중국,390,0,110,0,경기 화성시,0
061P10016,강원 원주시,61,30,1,원주 우편집중국,63,75,256,37,중부권 광역우편물류센터,92,0,202,0,진주 우편집중국,0,0,150,0,전북 진안군,0
061P10017,부산 남구,61,35,1,부산 우편집중국,63,75,295,37,중부권 광역우편물류센터,95,0,248,0,동서울 우편집중국,0,0,36,0,서울 성북구,0
061P10018,부산 영도구,61,70,2,부산 우편집중국,66,78,295,38,중부권 광역우편물류센터,98,0,199,0,광주 우편집중국,0,0,150,0,광주 남구,0
061P10019,전북 임실군,61,180,1,진주 우편집중국,73,85,202,25,중부권 광역우편물류센터,98,0,318,0,울산 우편집중국,0,0,30,0,울산 중구,0
061P10020,경북 구미시,61,76,1,대구 우편집중국,66,78,192,17,중부권 광역우편물류센터,91,0,251,0,창원 우편집중국,0,0,75,0,경남 창녕군,0
062P10001,전북 전주시 완산구,62,214,2,진주 우편집중국,76,88,202,28,중부권 광역우편물류센터,101,0,53,0,대전 우편집중국,0,0,76,0,충남 공주시,0
062P10002,전북 부안군,62,270,3,진주 우편집중국,80,92,202,31,중부권 광역우편물류센터,105,0,53,0,대전 우편집중국,0,0,116,0,충남 부여군,0
062P10003,대구 남구,62,43,1,대구 우편집중국,65,77,192,17,중부권 광역우편물류센터,90,399,253,1,부천 우편집중국,0,0,36,0,인천 계양구,0
062P10004,전남 화순군,62,71,2,광주 우편집중국,67,79,199,20,중부권 광역우편물류센터,92,0,100,0,청주 우편집중국,0,0,58,0,충북 증평군,0
062P10005,경기 오산시,62,86,2,수원 우편집중국,68,80,229,21,중부권 광역우편물류센터,95,0,253,0,부천 우편집중국,0,0,66,0,인천 중구,0
062P10006,충북 청주시 흥덕구,62,44,2,청주 우편집중국,65,77,100,9,중부권 광역우편물류센터,84,375,216,10,안동 우편집중국,389,0,97,0,경북 상주시,0
062P10007,충북 음성군,62,97,2,청주 우편집중국,68,80,100,9,중부권 광역우편물류센터,87,375,368,5,강릉 우편집중국,400,0,97,0,강원 속초시,0
062P10008,경기 수원시 팔달구,62,69,1,수원 우편집중국,67,79,229,19,중부권 광역우편물류센터,94,0,192,0,대구 우편집중국,0,0,30,0,대구 중구,0
062P10009,대구 수성구,62,50,1,대구 우편집중국,65,77,192,17,중부권 광역우편물류센터,90,399,229,1,수원 우편집중국,0,0,69,0,경기 수원시 팔달구,0
062P10010,경기 수원시 영통구,62,30,1,수원 우편집중국,64,76,229,17,중부권 광역우편물류센터,91,0,192,0,대구 우편집중국,0,0,48,0,대구 달서구,0
062P10011,강원 속초시,62,97,2,강릉 우편집중국,68,80,368,11,중부권 광역우편물류센터,105,0,229,0,수원 우편집중국,0,0,77,0,경기 수원시 권선구,0
062P10012,서울 용산구,62,84,1,동서울 우편집중국,68,80,248,34,중부권 광역우편물류센터,97,0,202,0,진주 우편집중국,0,0,73,0,경남 남해군,0
062P10013,충북 청주시 서원구,62,30,1,청주 우편집중국,64,76,100,7,중부권 광역우편물류센터,83,375,133,10,천안 우편집중국,384,396,30,6,충남 천안시 서북구,398
062P10014,강원 양구군,62,108,1,원주 우편집중국,69,81,256,29,중부권 광역우편물류센터,98,0,368,0,강릉 우편집중국,0,0,72,0,강원 동해시,0
062P10015,충북 청주시 상당구,62,65,1,청주 우편집중국,66,78,100,9,중부권 광역우편물류센터,85,375,53,13,대전 우편집중국,379,391,66,11,대전 대덕구,395
062P10016,서울 양천구,62,36,1,부천 우편집중국,64,76,253,34,중부권 광역우편물류센터,93,0,218,0,성남 우편집중국,0,0,94,0,경기 이천시,0
062P10017,전북 장수군,62,133,1,진주 우편집중국,71,83,202,23,중부권 광역우편물류센터,96,0,261,0,의정부 우편집중국,0,0,48,0,서울 중랑구,0
062P10018,충남 보령시,62,190,2,대전 우편집중국,75,87,53,6,중부권 광역우편물류센터,91,0,218,0,성남 우편집중국,0,0,58,0,경기 용인시 수지구,0
062P10019,대전 서구,62,46,1,대전 우편집중국,65,77,53,7,중부권 광역우편물류센터,81,327,256,12,원주 우편집중국,344,356,54,13,강원 횡성군,360
062P10020,강원 춘천시,62,108,2,원주 우편집중국,69,81,256,29,중부권 광역우편물류센터,98,0,248,0,동서울 우편집중국,0,0,84,0,서울 중구,0
062P10021,전남 담양군,62,70,1,광주 우편집중국,67,79,199,20,중부권 광역우편물류센터,92,0,268,0,고양 우편집중국,0,0,42,0,서울 서대문구,0
062P10022,전남 무안군,62,63,2,영암 우편집중국,66,78,290,21,중부권 광역우편물류센터,97,0,268,0,고양 우편집중국,0,0,42,0,서울 서대문구,0
062P10023,서울 은평구,62,39,1,고양 우편집중국,65,77,268,15,중부권 광역우편물류센터,95,0,261,0,의정부 우편집중국,0,0,64,0,서울 강북구,0
062P10024,서울 서초구,62,79,1,동서울 우편집중국,67,79,248,34,중부권 광역우편물류센터,96,0,53,0,대전 우편집중국,0,0,76,0,충남 공주시,0
062P10025,경기 구리시,62,53,1,의정부 우편집중국,66,78,261,23,중부권 광역우편물류센터,95,0,256,0,원주 우편집중국,0,0,54,0,강원 횡성군,0
062P10026,서울 서대문구,62,42,2,고양 우편집중국,65,77,268,15,중부권 광역우편물류센터,95,0,218,0,성남 우편집중국,0,0,88,0,서울 구로구,0
062P10027,전남 목포시,62,45,1,영암 우편집중국,65,77,290,20,중부권 광역우편물류센터,96,0,218,0,성남 우편집중국,0,0,94,0,경기 이천시,0
062P10028,충남 당진시,62,109,2,천안 우편집중국,69,81,133,11,중부권 광역우편물류센터,90,399,256,1,원주 우편집중국,0,0,62,0,충북 제천시,0
063P10001,강원 삼척시,63,82,1,강릉 우편집중국,68,80,368,11,중부권 광역우편물류센터,105,0,251,0,창원 우편집중국,0,0,30,0,경남 창원시 마산합포구,0
063P10002,경기 이천시,63,94,2,성남 우편집중국,69,81,218,26,중부권 광역우편물류센터,96,0,192,0,대구 우편집중국,0,0,76,0,경북 구미시,0
063P10003,경기 화성시,63,110,1,수원 우편집중국,70,82,229,20,중부권 광역우편물류센터,97,0,202,0,진주 우편집중국,0,0,189,0,전북 완주군,0
063P10004,경기 양평군,63,144,3,동서울 우편집중국,73,85,248,26,중부권 광역우편물류센터,102,0,199,0,광주 우편집중국,0,0,202,0,광주 광산구,0
063P10005,경기 하남시,63,51,1,동서울 우편집중국,66,78,248,35,중부권 광역우편물류센터,95,0,202,0,진주 우편집중국,0,0,149,0,경남 합천군,0
063P10006,대전 대덕구,63,66,1,대전 우편집중국,67,79,53,8,중부권 광역우편물류센터,83,375,253,15,부천 우편집중국,392,0,96,0,인천 강화군,0
063P10007,경기 수원시 장안구,63,77,1,수원 우편집중국,68,80,229,21,중부권 광역우편물류센터,95,0,318,0,울산 우편집중국,0,0,30,0,울산 동구,0
063P10008,경남 창원시 성산구,63,75,3,창원 우편집중국,68,80,251,26,중부권 광역우편물류센터,97,0,295,0,부산 우편집중국,0,0,152,0,부산 해운대구,0
063P10009,인천 계양구,63,36,1,부천 우편집중국,65,77,253,34,중부권 광역우편물류센터,94,0,53,0,대전 우편집중국,0,0,46,0,대전 서구,0
063P10010,부산 부산진구,63,70,1,부산 우편집중국,68,80,295,39,중부권 광역우편물류센터,100,0,268,0,고양 우편집중국,0,0,39,0,서울 은평구,0
063P10011,경북 청도군,63,79,2,대구 우편집중국,68,80,192,19,중부권 광역우편물류센터,93,0,248,0,동서울 우편집중국,0,0,40,0,경기 남양주시,0
063P10012,경기 용인시 기흥구,63,58,1,성남 우편집중국,67,79,218,24,중부권 광역우편물류센터,94,0,290,0,영암 우편집중국,0,0,45,0,전남 목포시,0
063P10013,경북 성주군,63,88,1,대구 우편집중국,69,81,192,18,중부권 광역우편물류센터,94,0,218,0,성남 우편집중국,0,0,56,0,경기 안양시 동안구,0
063P10014,경기 의정부시,63,68,2,의정부 우편집중국,68,80,261,25,중부권 광역우편물류센터,97,0,248,0,동서울 우편집중국,0,0,82,0,서울 강남구,0
063P10015,경기 동두천시,63,45,1,의정부 우편집중국,66,78,261,23,중부권 광역우편물류센터,95,0,216,0,안동 우편집중국,0,0,119,0,경북 문경시,0
063P10016,경기 용인시 수지구,63,58,2,성남 우편집중국,67,79,218,24,중부권 광역우편물류센터,94,0,218,0,성남 우편집중국,0,0,39,0,경기 성남시 분당구,0
063P10017,충남 천안시 동남구,63,30,1,천안 우편집중국,65,77,133,13,중부권 광역우편물류센터,86,375,253,15,부천 우편집중국,392,0,96,0,인천 강화군,0
063P10018,서울 성동구,63,84,3,동서울 우편집중국,69,81,248,33,중부권 광역우편물류센터,98,0,253,0,부천 우편집중국,0,0,61,0,인천 남동구,0
063P10019,경기 의정부시,63,68,2,의정부 우편집중국,68,80,261,25,중부권 광역우편물류센터,97,0,218,0,성남 우편집중국,0,0,56,0,경기 안양시 동안구,0
063P10020,울산 중구,63,30,1,울산 우편집중국,65,77,318,12,중부권 광역우편물류센터,98,0,253,0,부천 우편집중국,0,0,36,0,서울 영등포구,0
063P10021,충북 음성군,63,97,3,청주 우편집중국,69,81,100,10,중부권 광역우편물류센터,88,375,192,15,대구 우편집중국,388,400,43,3,대구 남구,0
063P10022,서울 용산구,63,84,2,동서울 우편집중국,69,81,248,33,중부권 광역우편물류센터,98,0,216,0,안동 우편집중국,0,0,119,0,경북 문경시,0
063P10023,경기 용인시 수지구,63,58,2,성남 우편집중국,67,79,218,24,중부권 광역우편물류센터,94,0,229,0,수원 우편집중국,0,0,69,0,경기 수원시 팔달구,0
063P10024,경기 광주시,63,72,1,성남 우편집중국,68,80,218,24,중부권 광역우편물류센터,95,0,290,0,영암 우편집중국,0,0,50,0,전남 해남군,0
063P10025,서울 도봉구,63,64,2,의정부 우편집중국,67,79,261,23,중부권 광역우편물류센터,96,0,251,0,창원 우편집중국,0,0,30,0,경남 창원시 마산회원구,0
063P10026,경남 창원시 진해구,63,80,2,창원 우편집중국,68,80,251,26,중부권 광역우편물류센터,97,0,218,0,성남 우편집중국,0,0,72,0,경기 광주시,0
063P10027,광주 광산구,63,202,4,광주 우편집중국,76,88,199,20,중부권 광역우편물류센터,101,0,268,0,고양 우편집중국,0,0,42,0,서울 서대문구,0
063P10028,충남 예산군,63,113,3,천안 우편집중국,71,83,133,10,중부권 광역우편물류센터,92,0,229,0,수원 우편집중국,0,0,69,0,경기 수원시 팔달구,0
063P10029,경기 광명시,63,60,2,성남 우편집중국,67,79,218,24,중부권 광역우편물류센터,94,0,295,0,부산 우편집중국,0,0,60,0,부산 동래구,0
063P10030,경남 창녕군,63,75,2,창원 우편집중국,68,80,251,26,중부권 광역우편물류센터,97,0,253,0,부천 우편집중국,0,0,36,0,서울 강서구,0
063P10031,경기 고양시 일산서구,63,30,1,고양 우편집중국,65,77,268,15,중부권 광역우편물류센터,95,0,100,0,청주 우편집중국,0,0,58,0,충북 증평군,0
063P10032,경남 창원시 의창구,63,35,1,창원 우편집중국,65,77,251,24,중부권 광역우편물류센터,94,0,251,0,창원 우편집중국,0,0,117,0,경남 고성군,0
063P10033,경기 김포시,63,36,1,고양 우편집중국,65,77,268,15,중부권 광역우편물류센터,95,0,318,0,울산 우편집중국,0,0,30,0,울산 중구,0
063P10034,서울 관악구,63,56,1,성남 우편집중국,67,79,218,24,중부권 광역우편물류센터,94,0,202,0,진주 우편집중국,0,0,142,0,전북 남원시,0
063P10035,경북 봉화군,63,57,1,안동 우편집중국,67,79,216,13,중부권 광역우편물류센터,93,0,133,0,천안 우편집중국,0,0,113,0,충남 예산군,0
063P10036,전남 함평군,63,108,1,광주 우편집중국,70,82,199,20,중부권 광역우편물류센터,95,0,192,0,대구 우편집중국,0,0,84,0,경북 군위군,0
064P10001,서울 강서구,64,36,1,부천 우편집중국,66,78,253,34,중부권 광역우편물류센터,95,0,253,0,부천 우편집중국,0,0,61,0,인천 남동구,0
064P10002,경남 거창군,64,124,1,진주 우편집중국,72,84,202,23,중부권 광역우편물류센터,97,0,192,0,대구 우편집중국,0,0,76,0,경북 구미시,0
064P10003,대구 달성군,64,54,1,대구 우편집중국,68,80,192,19,중부권 광역우편물류센터,93,0,53,0,대전 우편집중국,0,0,30,0,충남 계룡시,0
064P10004,경남 진주시,64,34,1,진주 우편집중국,66,78,202,22,중부권 광역우편물류센터,91,0,295,0,부산 우편집중국,0,0,34,0,부산 강서구,0
064P10005,경기 광명시,64,60,2,성남 우편집중국,68,80,218,24,중부권 광역우편물류센터,95,0,295,0,부산 우편집중국,0,0,35,0,부산 동구,0
064P10006,서울 강북구,64,64,1,의정부 우편집중국,68,80,261,25,중부권 광역우편물류센터,97,0,53,0,대전 우편집중국,0,0,76,0,충남 공주시,0
064P10007,경북 군위군,64,84,1,대구 우편집중국,70,82,192,18,중부권 광역우편물류센터,95,0,251,0,창원 우편집중국,0,0,80,0,경남 창원시 진해구,0
064P10008,경기 고양시 일산동구,64,30,1,고양 우편집중국,66,78,268,16,중부권 광역우편물류센터,96,0,295,0,부산 우편집중국,0,0,35,0,부산 북구,0
064P10009,부산 기장군,64,65,1,울산 우편집중국,68,80,318,11,중부권 광역우편물류센터,101,0,218,0,성남 우편집중국,0,0,88,0,서울 구로구,0
064P10010,충남 청양군,64,102,1,대전 우편집중국,71,83,53,6,중부권 광역우편물류센터,87,375,229,7,수원 우편집중국,390,0,30,0,경기 수원시 영통구,0
065P10001,충북 제천시,65,62,1,원주 우편집중국,69,81,256,29,중부권 광역우편물류센터,98,0,202,0,진주 우편집중국,0,0,189,0,전북 완주군,0
065P10002,인천 옹진군,65,66,1,부천 우편집중국,69,81,253,30,중부권 광역우편물류센터,98,0,318,0,울산 우편집중국,0,0,35,0,울산 울주군,0
065P10003,충북 청주시 상당구,65,65,2,청주 우편집중국,69,81,100,10,중부권 광역우편물류센터,88,375,229,7,수원 우편집중국,390,0,69,0,경기 수원시 팔달구,0
065P10004,충남 보령시,65,190,3,대전 우편집중국,78,90,53,7,중부권 광역우편물류센터,94,0,192,0,대구 우편집중국,0,0,54,0,경북 경산시,0
065P10005,충북 보은군,65,87,1,청주 우편집중국,71,83,100,7,중부권 광역우편물류센터,90,399,216,2,안동 우편집중국,0,0,97,0,경북 상주시,0
065P10006,경기 동두천시,65,45,2,의정부 우편집중국,68,80,261,25,중부권 광역우편물류센터,97,0,248,0,동서울 우편집중국,0,0,58,0,서울 송파구,0
065P10007,경기 의정부시,65,68,3,의정부 우편집중국,70,82,261,24,중부권 광역우편물류센터,99,0,202,0,진주 우편집중국,0,0,244,0,전북 정읍시,0
065P10008,부산 북구,65,35,1,부산 우편집중국,67,79,295,37,중부권 광역우편물류센터,99,0,133,0,천안 우편집중국,0,0,164,0,충북 영동군,0
065P10009,경남 진주시,65,34,2,진주 우편집중국,67,79,202,22,중부권 광역우편물류센터,92,0,253,0,부천 우편집중국,0,0,66,0,인천 옹진군,0
065P10010,부산 강서구,65,34,1,부산 우편집중국,67,79,295,37,중부권 광역우편물류센터,99,0,271,0,포항 우편집중국,0,0,30,0,경북 포항시 남구,0
065P10011,대전 서구,65,46,1,대전 우편집중국,68,80,53,6,중부권 광역우편물류센터,84,375,199,5,광주 우편집중국,388,400,82,5,전남 영광군,0
065P10012,강원 정선군,65,124,1,원주 우편집중국,73,85,256,27,중부권 광역우편물류센터,102,0,202,0,진주 우편집중국,0,0,73,0,경남 남해군,0
066P10001,서울 은평구,66,39,1,고양 우편집중국,69,81,268,16,중부권 광역우편물류센터,99,0,202,0,진주 우편집중국,0,0,150,0,전북 진안군,0
066P10002,부산 수영구,66,60,1,부산 우편집중국,70,82,295,39,중부권 광역우편물류센터,102,0,53,0,대전 우편집중국,0,0,66,0,대전 대덕구,0
066P10003,강원 인제군,66,150,1,원주 우편집중국,76,88,256,25,중부권 광역우편물류센터,105,0,295,0,부산 우편집중국,0,0,60,0,부산 금정구,0
066P10004,경남 양산시,66,94,1,울산 우편집중국,72,84,318,10,중부권 광역우편물류센터,105,0,133,0,천안 우편집중국,0,0,154,0,충남 홍성군,0
066P10005,부산 북구,66,35,2,부산 우편집중국,68,80,295,39,중부권 광역우편물류센터,100,0,290,0,영암 우편집중국,0,0,69,0,전남 장흥군,0
066P10006,강원 평창군,66,84,1,원주 우편집중국,72,84,256,27,중부권 광역우편물류센터,101,0,271,0,포항 우편집중국,0,0,30,0,경북 포항시 남구,0
066P10007,전남 화순군,66,71,2,광주 우편집중국,71,83,199,21,중부권 광역우편물류센터,96,0,253,0,부천 우편집중국,0,0,36,0,경기 부천시,0
066P10008,서울 동작구,66,51,1,성남 우편집중국,69,81,218,26,중부권 광역우편물류센터,96,0,253,0,부천 우편집중국,0,0,36,0,서울 영등포구,0
066P10009,경기 안양시 동안구,66,56,1,성남 우편집중국,70,82,218,24,중부권 광역우편물류센터,97,0,133,0,천안 우편집중국,0,0,164,0,충북 영동군,0
066P10010,전남 광양시,66,47,1,순천 집중과,69,81,233,9,중부권 광역우편물류센터,97,0,248,0,동서울 우편집중국,0,0,84,0,서울 성동구,0
066P10011,경기 양주시,66,38,1,의정부 우편집중국,69,81,261,26,중부권 광역우편물류센터,98,0,53,0,대전 우편집중국,0,0,66,0,대전 대덕구,0
066P10012,경북 영천시,66,168,1,포항 우편집중국,77,89,271,11,중부권 광역우편물류센터,107,0,192,0,대구 우편집중국,0,0,43,0,대구 남구,0
066P10013,충북 단양군,66,98,1,원주 우편집중국,73,85,256,27,중부권 광역우편물류센터,102,0,368,0,강릉 우편집중국,0,0,97,0,강원 고성군,0
066P10014,경남 거창군,66,124,2,진주 우편집중국,74,86,202,26,중부권 광역우편물류센터,99,0,53,0,대전 우편집중국,0,0,190,0,충남 보령시,0
066P10015,충남 예산군,66,113,4,천안 우편집중국,74,86,133,10,중부권 광역우편물류센터,95,0,248,0,동서울 우편집중국,0,0,54,0,서울 강동구,0
066P10016,부산 기장군,66,65,2,울산 우편집중국,70,82,318,12,중부권 광역우편물류센터,103,0,253,0,부천 우편집중국,0,0,96,0,인천 강화군,0
066P10017,전남 담양군,66,70,2,광주 우편집중국,71,83,199,21,중부권 광역우편물류센터,96,0,199,0,광주 우편집중국,0,0,71,0,광주 동구,0
066P10018,서울 마포구,66,42,1,고양 우편집중국,69,81,268,16,중부권 광역우편물류센터,99,0,192,0,대구 우편집중국,0,0,55,0,경북 칠곡군,0
066P10019,서울 관악구,66,56,2,성남 우편집중국,70,82,218,24,중부권 광역우편물류센터,97,0,248,0,동서울 우편집중국,0,0,40,0,경기 남양주시,0
066P10020,전남 보성군,66,84,1,순천 집중과,72,84,233,11,중부권 광역우편물류센터,100,0,251,0,창원 우편집중국,0,0,136,0,경남 통영시,0
066P10021,충남 청양군,66,102,3,대전 우편집중국,73,85,53,8,중부권 광역우편물류센터,89,375,202,14,진주 우편집중국,388,400,149,10,경남 합천군,0
066P10022,충남 청양군,66,102,3,대전 우편집중국,73,85,53,8,중부권 광역우편물류센터,89,375,248,13,동서울 우편집중국,392,0,84,0,서울 성동구,0
066P10023,강원 횡성군,66,54,1,원주 우편집중국,70,82,256,28,중부권 광역우편물류센터,99,0,192,0,대구 우편집중국,0,0,50,0,대구 동구,0
066P10024,경북 영양군,66,90,1,안동 우편집중국,72,84,216,13,중부권 광역우편물류센터,98,0,256,0,원주 우편집중국,0,0,62,0,강원 영월군,0
066P10025,경기 광주시,66,72,2,성남 우편집중국,71,83,218,24,중부권 광역우편물류센터,98,0,253,0,부천 우편집중국,0,0,36,0,인천 부평구,0
066P10026,전남 순천시,66,36,1,순천 집중과,68,80,233,6,중부권 광역우편물류센터,96,0,100,0,청주 우편집중국,0,0,97,0,충북 음성군,0
066P10027,서울 성북구,66,36,1,동서울 우편집중국,68,80,248,34,중부권 광역우편물류센터,97,0,100,0,청주 우편집중국,0,0,97,0,충북 음성군,0
066P10028,전남 완도군,66,50,1,영암 우편집중국,69,81,290,16,중부권 광역우편물류센터,100,0,251,0,창원 우편집중국,0,0,35,0,경남 창원시 의창구,0
066P10029,전남 여수시,66,30,1,순천 집중과,68,80,233,6,중부권 광역우편물류센터,96,0,261,0,의정부 우편집중국,0,0,68,0,경기 의정부시,0
067P10001,울산 북구,67,30,1,울산 우편집중국,69,81,318,12,중부권 광역우편물류센터,102,0,133,0,천안 우편집중국,0,0,154,0,충남 금산군,0
067P10002,강원 정선군,67,124,3,원주 우편집중국,75,87,256,30,중부권 광역우편물류센터,104,0,218,0,성남 우편집중국,0,0,51,0,서울 동작구,0
067P10003,충남 예산군,67,113,4,천안 우편집중국,75,87,133,11,중부권 광역우편물류센터,96,0,202,0,진주 우편집중국,0,0,169,0,전북 순창군,0
067P10004,강원 고성군,67,97,1,강릉 우편집중국,73,85,368,12,중부권 광역우편물류센터,110,0,199,0,광주 우편집중국,0,0,202,0,광주 광산구,0
067P10005,서울 광진구,67,30,1,동서울 우편집중국,69,81,248,33,중부권 광역우편물류센터,98,0,192,0,대구 우편집중국,0,0,79,0,경북 청도군,0
067P10006,전남 여수시,67,30,2,순천 집중과,69,81,233,9,중부권 광역우편물류센터,97,0,251,0,창원 우편집중국,0,0,117,0,경남 고성군,0
067P10007,서울 은평구,67,39,2,고양 우편집중국,70,82,268,19,중부권 광역우편물류센터,100,0,229,0,수원 우편집중국,0,0,30,0,경기 수원시 영통구,0
067P10008,경남 사천시,67,42,1,진주 우편집중국,70,82,202,19,중부권 광역우편물류센터,95,0,295,0,부산 우편집중국,0,0,70,0,부산 중구,0
067P10009,부산 수영구,67,60,2,부산 우편집중국,71,83,295,39,중부권 광역우편물류센터,103,0,290,0,영암 우편집중국,0,0,30,0,전남 진도군,0
067P10010,충남 부여군,67,116,1,대전 우편집중국,75,87,53,6,중부권 광역우편물류센터,91,0,268,0,고양 우편집중국,0,0,39,0,서울 은평구,0
067P10011,부산 사하구,67,70,1,부산 우편집중국,72,84,295,40,중부권 광역우편물류센터,104,0,295,0,부산 우편집중국,0,0,60,0,부산 수영구,0
067P10012,경북 포항시 남구,67,30,1,포항 우편집중국,69,81,271,7,중부권 광역우편물류센터,99,0,218,0,성남 우편집중국,0,0,64,0,경기 용인시 처인구,0
067P10013,인천 남동구,67,61,1,부천 우편집중국,71,83,253,28,중부권 광역우편물류센터,100,0,248,0,동서울 우편집중국,0,0,82,0,서울 강남구,0
067P10014,경남 창원시 의창구,67,35,1,창원 우편집중국,69,81,251,25,중부권 광역우편물류센터,98,0,199,0,광주 우편집중국,0,0,71,0,광주 동구,0
067P10015,충남 서산시,67,128,1,천안 우편집중국,76,88,133,8,중부권 광역우편물류센터,97,0,53,0,대전 우편집중국,0,0,66,0,대전 대덕구,0
067P10016,경북 청도군,67,79,2,대구 우편집중국,72,84,192,14,중부권 광역우편물류센터,97,0,253,0,부천 우편집중국,0,0,47,0,인천 서구,0
067P10017,경남 의령군,67,53,1,진주 우편집중국,71,83,202,23,중부권 광역우편물류센터,96,0,261,0,의정부 우편집중국,0,0,53,0,경기 구리시,0
067P10018,경기 수원시 팔달구,67,69,1,수원 우편집중국,72,84,229,19,중부권 광역우편물류센터,99,0,218,0,성남 우편집중국,0,0,48,0,경기 과천시,0
067P10019,전북 김제시,67,284,2,진주 우편집중국,86,98,202,28,중부권 광역우편물류센터,111,0,199,0,광주 우편집중국,0,0,92,0,전남 곡성군,0
067P10020,강원 정선군,67,124,3,원주 우편집중국,75,87,256,30,중부권 광역우편물류센터,104,0,192,0,대구 우편집중국,0,0,30,0,대구 북구,0
067P10021,경북 영덕군,67,30,1,포항 우편집중국,69,81,271,7,중부권 광역우편물류센터,99,0,248,0,동서울 우편집중국,0,0,84,0,서울 중구,0
067P10022,대전 유성구,67,46,1,대전 우편집중국,70,82,53,6,중부권 광역우편물류센터,86,375,202,14,진주 우편집중국,388,400,306,5,전북 군산시,0
067P10023,대구 중구,67,30,1,대구 우편집중국,69,81,192,18,중부권 광역우편물류센터,94,0,199,0,광주 우편집중국,0,0,150,0,광주 남구,0
067P10024,강원 양구군,67,108,2,원주 우편집중국,74,86,256,27,중부권 광역우편물류센터,103,0,202,0,진주 우편집중국,0,0,42,0,경남 사천시,0
067P10025,경기 이천시,67,94,2,성남 우편집중국,73,85,218,27,중부권 광역우편물류센터,100,0,368,0,강릉 우편집중국,0,0,97,0,강원 고성군,0
067P10026,경남 창원시 성산구,67,75,2,창원 우편집중국,72,84,251,25,중부권 광역우편물류센터,101,0,53,0,대전 우편집중국,0,0,76,0,충남 공주시,0
067P10027,서울 강북구,67,64,2,의정부 우편집중국,71,83,261,25,중부권 광역우편물류센터,100,0,251,0,창원 우편집중국,0,0,49,0,경남 함안군,0
067P10028,서울 송파구,67,58,2,동서울 우편집중국,71,83,248,29,중부권 광역우편물류센터,100,0,202,0,진주 우편집중국,0,0,244,0,전북 정읍시,0
067P10029,서울 송파구,67,58,2,동서울 우편집중국,71,83,248,29,중부권 광역우편물류센터,100,0,199,0,광주 우편집중국,0,0,71,0,전남 화순군,0
067P10030,경기 구리시,67,53,1,의정부 우편집중국,71,83,261,25,중부권 광역우편물류센터,100,0,256,0,원주 우편집중국,0,0,108,0,강원 양구군,0
067P10031,전남 순천시,67,36,2,순천 집중과,69,81,233,9,중부권 광역우편물류센터,97,0,253,0,부천 우편집중국,0,0,61,0,인천 미추홀구,0
067P10032,강원 평창군,67,84,2,원주 우편집중국,73,85,256,27,중부권 광역우편물류센터,102,0,295,0,부산 우편집중국,0,0,60,0,부산 수영구,0
067P10033,경기 수원시 권선구,67,77,1,수원 우편집중국,72,84,229,19,중부권 광역우편물류센터,99,0,216,0,안동 우편집중국,0,0,90,0,경북 청송군,0
067P10034,전북 김제시,67,284,2,진주 우편집중국,86,98,202,28,중부권 광역우편물류센터,111,0,256,0,원주 우편집중국,0,0,62,0,강원 영월군,0
067P10035,전북 군산시,67,307,2,진주 우편집중국,87,99,202,29,중부권 광역우편물류센터,112,0,202,0,진주 우편집중국,0,0,180,0,전북 임실군,0
068P10001,경남 창원시 진해구,68,80,1,창원 우편집중국,73,85,251,25,중부권 광역우편물류센터,102,0,133,0,천안 우편집중국,0,0,30,0,충남 천안시 동남구,0
068P10002,전남 고흥군,68,58,1,순천 집중과,72,84,233,11,중부권 광역우편물류센터,100,0,290,0,영암 우편집중국,0,0,69,0,전남 장흥군,0
068P10003,충남 계룡시,68,30,1,대전 우편집중국,70,82,53,6,중부권 광역우편물류센터,86,375,216,10,안동 우편집중국,389,0,44,0,경북 예천군,0
068P10004,대구 달서구,68,48,1,대구 우편집중국,71,83,192,16,중부권 광역우편물류센터,96,0,318,0,울산 우편집중국,0,0,30,0,울산 중구,0
