택배번호,출발지,출발시간,경유지1,하차시간,상차시간,거리,통행량,경유지2,하차시간,상차시간,거리,통행량,경유지3,하차시간,상차시간,거리,통행량,도착지,도착시간,거리,통행량
022P10009,경북 김천시,22,대구 우편집중국,0,0,7,7,중부권 광역우편물류센터,0,0,0,0,성남 우편집중국,0,41,0,0,경기 성남시 수정구,0,43.0,0
022P10010,부산 부산진구,22,부산 우편집중국,0,0,7,3,중부권 광역우편물류센터,0,0,0,0,동서울 우편집중국,0,41,0,0,서울 성동구,0,83.6,0
022P10011,경남 합천군,22,진주 우편집중국,0,0,8,3,중부권 광역우편물류센터,0,0,0,0,대전 우편집중국,0,42,0,0,대전 대덕구,0,66.19999999999999,0
022P10012,충남 부여군,22,대전 우편집중국,0,0,8,3,중부권 광역우편물류센터,0,0,0,0,천안 우편집중국,0,42,0,0,충남 금산군,0,153.8,0
022P10013,부산 사상구,22,부산 우편집중국,0,0,7,3,중부권 광역우편물류센터,0,0,0,0,부천 우편집중국,0,41,0,0,인천 부평구,0,36.0,0
022P10014,인천 중구,22,부천 우편집중국,0,0,8,4,중부권 광역우편물류센터,0,0,0,0,수원 우편집중국,0,42,0,0,경기 수원시 권선구,0,76.69999999999999,0
022P10015,경기 오산시,22,수원 우편집중국,0,0,10,4,중부권 광역우편물류센터,0,0,0,0,성남 우편집중국,0,44,0,0,서울 동작구,0,51.0,0
022P10016,경기 수원시 팔달구,22,수원 우편집중국,0,0,8,2,중부권 광역우편물류센터,0,0,0,0,대구 우편집중국,0,42,0,0,경북 성주군,0,88.30000000000001,0
022P10017,경북 상주시,22,안동 우편집중국,0,0,6,1,중부권 광역우편물류센터,0,0,0,0,창원 우편집중국,0,40,0,0,경남 창원시 마산회원구,0,30.0,0
022P10018,전북 무주군,22,천안 우편집중국,0,0,13,2,중부권 광역우편물류센터,0,0,0,0,대구 우편집중국,0,47,0,0,대구 남구,0,42.8,0
022P10019,경기 여주시,22,원주 우편집중국,0,0,7,7,중부권 광역우편물류센터,0,0,0,0,안동 우편집중국,0,41,0,0,경북 영양군,0,90.4,0
022P10020,경기 고양시 덕양구,22,고양 우편집중국,0,0,2,5,중부권 광역우편물류센터,0,0,0,0,영암 우편집중국,0,36,0,0,전남 영암군,0,49.6,0
022P10021,서울 종로구,22,동서울 우편집중국,0,0,14,4,중부권 광역우편물류센터,0,0,0,0,부천 우편집중국,0,48,0,0,서울 양천구,0,35.5,0
022P10022,강원 태백시,22,원주 우편집중국,0,0,12,2,중부권 광역우편물류센터,0,0,0,0,부산 우편집중국,0,46,0,0,부산 강서구,0,33.900000000000006,0
022P10023,경기 안산시 상록구,22,부천 우편집중국,0,0,9,7,중부권 광역우편물류센터,0,0,0,0,천안 우편집중국,0,43,0,0,충남 당진시,0,109.4,0
022P10024,전북 완주군,22,진주 우편집중국,0,0,11,2,중부권 광역우편물류센터,0,0,0,0,성남 우편집중국,0,45,0,0,경기 의왕시,0,65.8,0
022P10025,경기 오산시,22,수원 우편집중국,0,0,10,4,중부권 광역우편물류센터,0,0,0,0,부산 우편집중국,0,44,0,0,경남 김해시,0,39.3,0
022P10026,서울 서초구,22,동서울 우편집중국,0,0,12,2,중부권 광역우편물류센터,0,0,0,0,청주 우편집중국,0,46,0,0,충북 청주시 상당구,0,64.7,0
022P10027,경기 양주시,22,의정부 우편집중국,0,0,3,2,중부권 광역우편물류센터,0,0,0,0,고양 우편집중국,0,37,0,0,서울 서대문구,0,41.599999999999994,0
022P10028,울산 중구,22,울산 우편집중국,0,0,2,5,중부권 광역우편물류센터,0,0,0,0,안동 우편집중국,0,36,0,0,경북 영주시,0,56.6,0
023P10001,경기 수원시 영통구,23,수원 우편집중국,0,0,2,3,중부권 광역우편물류센터,0,0,0,0,원주 우편집중국,0,37,0,0,강원 횡성군,0,54.400000000000006,0
023P10002,강원 고성군,23,강릉 우편집중국,0,0,6,5,중부권 광역우편물류센터,0,0,0,0,진주 우편집중국,0,41,0,0,전북 진안군,0,150.3,0
023P10003,충남 아산시,23,천안 우편집중국,0,0,4,3,중부권 광역우편물류센터,0,0,0,0,부천 우편집중국,0,39,0,0,경기 부천시,0,35.5,0
023P10004,전남 무안군,23,영암 우편집중국,0,0,4,4,중부권 광역우편물류센터,0,0,0,0,의정부 우편집중국,0,39,0,0,경기 구리시,0,53.0,0
023P10005,경기 과천시,23,성남 우편집중국,0,0,5,4,중부권 광역우편물류센터,0,0,0,0,원주 우편집중국,0,40,0,0,충북 단양군,0,97.8,0
023P10006,경남 김해시,23,부산 우편집중국,0,0,5,4,중부권 광역우편물류센터,0,0,0,0,대전 우편집중국,0,40,0,0,세종특별자치시,0,56.1,0
023P10007,경기 하남시,23,동서울 우편집중국,0,0,7,1,중부권 광역우편물류센터,0,0,0,0,의정부 우편집중국,0,42,0,0,서울 도봉구,0,63.7,0
023P10008,서울 도봉구,23,의정부 우편집중국,0,0,5,4,중부권 광역우편물류센터,0,0,0,0,의정부 우편집중국,0,40,0,0,서울 강북구,0,63.7,0
023P10009,전남 장성군,23,광주 우편집중국,0,0,3,4,중부권 광역우편물류센터,0,0,0,0,부천 우편집중국,0,38,0,0,경기 안산시 상록구,0,71.1,0
023P10010,인천 미추홀구,23,부천 우편집중국,0,0,7,4,중부권 광역우편물류센터,0,0,0,0,포항 우편집중국,0,42,0,0,경북 울진군,0,30.0,0
023P10011,서울 동작구,23,성남 우편집중국,0,0,6,3,중부권 광역우편물류센터,0,0,0,0,원주 우편집중국,0,41,0,0,강원 영월군,0,62.3,0
023P10012,강원 홍천군,23,원주 우편집중국,0,0,6,4,중부권 광역우편물류센터,0,0,0,0,울산 우편집중국,0,41,0,0,울산 중구,0,30.0,0
023P10013,경북 울진군,23,포항 우편집중국,0,0,2,3,중부권 광역우편물류센터,0,0,0,0,성남 우편집중국,0,37,0,0,경기 광명시,0,59.800000000000004,0
023P10014,경기 포천시,23,의정부 우편집중국,0,0,5,4,중부권 광역우편물류센터,0,0,0,0,성남 우편집중국,0,40,0,0,경기 성남시 분당구,0,39.3,0
023P10015,전북 완주군,23,진주 우편집중국,0,0,11,3,중부권 광역우편물류센터,0,0,0,0,의정부 우편집중국,0,46,0,0,서울 도봉구,0,63.7,0
023P10016,경기 부천시,23,부천 우편집중국,0,0,4,4,중부권 광역우편물류센터,0,0,0,0,원주 우편집중국,0,39,0,0,강원 평창군,0,84.1,0
023P10017,인천 옹진군,23,부천 우편집중국,0,0,8,2,중부권 광역우편물류센터,0,0,0,0,의정부 우편집중국,0,43,0,0,서울 노원구,0,63.7,0
023P10018,경기 고양시 덕양구,23,고양 우편집중국,0,0,2,6,중부권 광역우편물류센터,0,0,0,0,광주 우편집중국,0,37,0,0,광주 서구,0,150.2,0
023P10019,전북 김제시,23,진주 우편집중국,0,0,17,2,중부권 광역우편물류센터,0,0,0,0,대구 우편집중국,0,52,0,0,대구 동구,0,49.8,0
023P10020,경기 시흥시,23,부천 우편집중국,0,0,6,6,중부권 광역우편물류센터,0,0,0,0,창원 우편집중국,0,41,0,0,경남 창원시 의창구,0,35.2,0
023P10021,경기 과천시,23,성남 우편집중국,0,0,5,4,중부권 광역우편물류센터,0,0,0,0,천안 우편집중국,0,40,0,0,전북 무주군,0,174.70000000000002,0
023P10022,부산 기장군,23,울산 우편집중국,0,0,5,1,중부권 광역우편물류센터,0,0,0,0,성남 우편집중국,0,40,0,0,서울 관악구,0,56.5,0
023P10023,충남 아산시,23,천안 우편집중국,0,0,4,3,중부권 광역우편물류센터,0,0,0,0,부산 우편집중국,0,39,0,0,경남 김해시,0,39.3,0
023P10024,서울 동작구,23,성남 우편집중국,0,0,6,3,중부권 광역우편물류센터,0,0,0,0,동서울 우편집중국,0,41,0,0,서울 서초구,0,78.8,0
023P10025,충북 청주시 상당구,23,청주 우편집중국,0,0,5,2,중부권 광역우편물류센터,0,0,0,0,성남 우편집중국,0,40,0,0,경기 이천시,0,93.7,0
023P10026,부산 연제구,23,부산 우편집중국,0,0,7,4,중부권 광역우편물류센터,0,0,0,0,의정부 우편집중국,0,42,0,0,경기 포천시,0,52.5,0
023P10027,전남 담양군,23,광주 우편집중국,0,0,6,7,중부권 광역우편물류센터,0,0,0,0,창원 우편집중국,0,41,0,0,경남 창원시 마산회원구,0,30.0,0
024P10001,전남 영암군,24,영암 우편집중국,0,0,3,2,중부권 광역우편물류센터,0,0,0,0,순천 집중과,0,39,0,0,전남 순천시,0,35.9,0
024P10002,전남 보성군,24,순천 집중과,0,0,4,4,중부권 광역우편물류센터,0,0,0,0,성남 우편집중국,0,40,0,0,서울 동작구,0,51.0,0
024P10003,대구 남구,24,대구 우편집중국,0,0,4,4,중부권 광역우편물류센터,0,0,0,0,안동 우편집중국,0,40,0,0,경북 영양군,0,90.4,0
024P10004,경남 통영시,24,창원 우편집중국,0,0,11,3,중부권 광역우편물류센터,0,0,0,0,성남 우편집중국,0,47,0,0,경기 성남시 중원구,0,43.0,0
024P10005,경북 영덕군,24,포항 우편집중국,0,0,2,3,중부권 광역우편물류센터,0,0,0,0,진주 우편집중국,0,38,0,0,경남 함양군,0,101.5,0
024P10006,부산 수영구,24,부산 우편집중국,0,0,7,6,중부권 광역우편물류센터,0,0,0,0,천안 우편집중국,0,43,0,0,충북 옥천군,0,135.1,0
024P10007,서울 마포구,24,고양 우편집중국,0,0,4,2,중부권 광역우편물류센터,0,0,0,0,부산 우편집중국,0,40,0,0,부산 해운대구,0,151.6,0
024P10008,경기 수원시 팔달구,24,수원 우편집중국,0,0,8,3,중부권 광역우편물류센터,0,0,0,0,천안 우편집중국,0,44,0,0,충남 태안군,0,128.0,0
024P10009,경기 고양시 일산동구,24,고양 우편집중국,0,0,2,4,중부권 광역우편물류센터,0,0,0,0,대구 우편집중국,0,38,0,0,경북 칠곡군,0,55.2,0
024P10010,경남 고성군,24,창원 우편집중국,0,0,10,2,중부권 광역우편물류센터,0,0,0,0,동서울 우편집중국,0,46,0,0,경기 가평군,0,212.8,0
024P10011,부산 동구,24,부산 우편집중국,0,0,4,5,중부권 광역우편물류센터,0,0,0,0,창원 우편집중국,0,40,0,0,경남 창원시 성산구,0,75.19999999999999,0
024P10012,경기 광명시,24,성남 우편집중국,0,0,9,3,중부권 광역우편물류센터,0,0,0,0,진주 우편집중국,0,45,0,0,경남 진주시,0,34.3,0
024P10013,전남 곡성군,24,광주 우편집중국,0,0,7,3,중부권 광역우편물류센터,0,0,0,0,대구 우편집중국,0,43,0,0,대구 중구,0,30.0,0
024P10014,경기 포천시,24,의정부 우편집중국,0,0,5,5,중부권 광역우편물류센터,0,0,0,0,부천 우편집중국,0,41,0,0,인천 남동구,0,61.4,0
024P10015,경기 구리시,24,의정부 우편집중국,0,0,5,4,중부권 광역우편물류센터,0,0,0,0,순천 집중과,0,41,0,0,전남 순천시,0,35.9,0
024P10016,서울 서대문구,24,고양 우편집중국,0,0,4,1,중부권 광역우편물류센터,0,0,0,0,수원 우편집중국,0,40,0,0,경기 평택시,0,105.19999999999999,0
024P10017,경북 안동시,24,안동 우편집중국,0,0,2,2,중부권 광역우편물류센터,0,0,0,0,대구 우편집중국,0,38,0,0,대구 서구,0,42.8,0
024P10018,경북 울진군,24,포항 우편집중국,0,0,2,4,중부권 광역우편물류센터,0,0,0,0,수원 우편집중국,0,38,0,0,경기 수원시 권선구,0,76.69999999999999,0
024P10019,경기 여주시,24,원주 우편집중국,0,0,7,8,중부권 광역우편물류센터,0,0,0,0,대구 우편집중국,0,43,0,0,경북 성주군,0,88.30000000000001,0
024P10020,강원 정선군,24,원주 우편집중국,0,0,7,1,중부권 광역우편물류센터,0,0,0,0,고양 우편집중국,0,43,0,0,경기 고양시 덕양구,0,30.0,0
024P10021,서울 관악구,24,성남 우편집중국,0,0,6,2,중부권 광역우편물류센터,0,0,0,0,대전 우편집중국,0,42,0,0,대전 유성구,0,46.5,0
024P10022,전북 완주군,24,진주 우편집중국,0,0,11,4,중부권 광역우편물류센터,0,0,0,0,안동 우편집중국,0,47,0,0,경북 문경시,0,118.70000000000002,0
024P10023,경북 영주시,24,안동 우편집중국,0,0,4,2,중부권 광역우편물류센터,0,0,0,0,부산 우편집중국,0,40,0,0,부산 서구,0,69.7,0
024P10024,전남 강진군,24,영암 우편집중국,0,0,3,5,중부권 광역우편물류센터,0,0,0,0,동서울 우편집중국,0,39,0,0,서울 광진구,0,30.0,0
025P10001,강원 정선군,25,원주 우편집중국,0,0,7,2,중부권 광역우편물류센터,0,0,0,0,진주 우편집중국,0,44,0,0,경남 함양군,0,101.5,0
025P10002,경기 양평군,25,동서울 우편집중국,0,0,13,2,중부권 광역우편물류센터,0,0,0,0,대전 우편집중국,0,50,0,0,세종특별자치시,0,56.1,0
025P10003,경남 거제시,25,창원 우편집중국,0,0,11,2,중부권 광역우편물류센터,0,0,0,0,부산 우편집중국,0,48,0,0,경남 김해시,0,39.3,0
025P10004,경북 경주시,25,포항 우편집중국,0,0,7,1,중부권 광역우편물류센터,0,0,0,0,진주 우편집중국,0,44,0,0,경남 합천군,0,149.4,0
025P10005,대구 남구,25,대구 우편집중국,0,0,4,5,중부권 광역우편물류센터,0,0,0,0,부산 우편집중국,0,41,0,0,경남 밀양시,0,74.30000000000001,0
025P10006,경북 문경시,25,안동 우편집중국,0,0,7,3,중부권 광역우편물류센터,0,0,0,0,고양 우편집중국,0,44,0,0,서울 서대문구,0,41.599999999999994,0
025P10007,경남 창원시 성산구,25,창원 우편집중국,0,0,7,5,중부권 광역우편물류센터,0,0,0,0,부천 우편집중국,0,44,0,0,인천 옹진군,0,65.69999999999999,0
025P10008,서울 중구,25,동서울 우편집중국,0,0,14,3,중부권 광역우편물류센터,0,0,0,0,영암 우편집중국,0,51,0,0,전남 해남군,0,49.6,0
025P10009,강원 춘천시,25,원주 우편집중국,0,0,8,2,중부권 광역우편물류센터,0,0,0,0,의정부 우편집중국,0,45,0,0,경기 양주시,0,37.7,0
025P10010,대전 유성구,25,대전 우편집중국,0,0,4,5,중부권 광역우편물류센터,0,0,0,0,성남 우편집중국,0,41,0,0,경기 성남시 수정구,0,43.0,0
025P10011,강원 평창군,25,원주 우편집중국,0,0,6,7,중부권 광역우편물류센터,0,0,0,0,원주 우편집중국,0,43,0,0,강원 인제군,0,149.60000000000002,0
025P10012,전북 전주시 완산구,25,진주 우편집중국,0,0,14,2,중부권 광역우편물류센터,0,0,0,0,진주 우편집중국,0,51,0,0,경남 하동군,0,72.9,0
025P10013,전남 광양시,25,순천 집중과,0,0,4,2,중부권 광역우편물류센터,0,0,0,0,광주 우편집중국,0,41,0,0,전남 곡성군,0,91.9,0
025P10014,부산 영도구,25,부산 우편집중국,0,0,7,5,중부권 광역우편물류센터,0,0,0,0,진주 우편집중국,0,44,0,0,전북 진안군,0,150.3,0
025P10015,경기 용인시 수지구,25,성남 우편집중국,0,0,7,2,중부권 광역우편물류센터,0,0,0,0,원주 우편집중국,0,44,0,0,강원 화천군,0,108.20000000000002,0
025P10016,충북 진천군,25,청주 우편집중국,0,0,5,2,중부권 광역우편물류센터,0,0,0,0,진주 우편집중국,0,42,0,0,경남 하동군,0,72.9,0
025P10017,경기 수원시 팔달구,25,수원 우편집중국,0,0,8,4,중부권 광역우편물류센터,0,0,0,0,고양 우편집중국,0,45,0,0,서울 서대문구,0,41.599999999999994,0
025P10018,전북 정읍시,25,진주 우편집중국,0,0,14,3,중부권 광역우편물류센터,0,0,0,0,울산 우편집중국,0,51,0,0,울산 동구,0,30.0,0
025P10019,경기 용인시 처인구,25,성남 우편집중국,0,0,7,4,중부권 광역우편물류센터,0,0,0,0,수원 우편집중국,0,44,0,0,경기 오산시,0,85.89999999999999,0
025P10020,경기 고양시 일산서구,25,고양 우편집중국,0,0,2,5,중부권 광역우편물류센터,0,0,0,0,천안 우편집중국,0,39,0,0,전북 무주군,0,174.70000000000002,0
025P10021,인천 미추홀구,25,부천 우편집중국,0,0,7,5,중부권 광역우편물류센터,0,0,0,0,성남 우편집중국,0,44,0,0,경기 성남시 수정구,0,43.0,0
025P10022,서울 강동구,25,동서울 우편집중국,0,0,7,1,중부권 광역우편물류센터,0,0,0,0,영암 우편집중국,0,44,0,0,전남 완도군,0,49.6,0
025P10023,충남 서천군,25,대전 우편집중국,0,0,10,3,중부권 광역우편물류센터,0,0,0,0,동서울 우편집중국,0,47,0,0,서울 동대문구,0,83.6,0
025P10024,충북 청주시 상당구,25,청주 우편집중국,0,0,5,3,중부권 광역우편물류센터,0,0,0,0,부천 우편집중국,0,42,0,0,인천 동구,0,74.39999999999999,0
025P10025,경기 고양시 일산서구,25,고양 우편집중국,0,0,2,5,중부권 광역우편물류센터,0,0,0,0,대구 우편집중국,0,39,0,0,경북 군위군,0,83.7,0
025P10026,전남 완도군,25,영암 우편집중국,0,0,3,3,중부권 광역우편물류센터,0,0,0,0,청주 우편집중국,0,40,0,0,충북 증평군,0,58.2,0
025P10027,충북 옥천군,25,천안 우편집중국,0,0,11,2,중부권 광역우편물류센터,0,0,0,0,의정부 우편집중국,0,48,0,0,서울 노원구,0,63.7,0
025P10028,대전 서구,25,대전 우편집중국,0,0,4,5,중부권 광역우편물류센터,0,0,0,0,안동 우편집중국,0,41,0,0,경북 안동시,0,30.0,0
026P10001,경기 안산시 상록구,26,부천 우편집중국,0,0,9,8,중부권 광역우편물류센터,0,0,0,0,영암 우편집중국,0,47,0,0,전남 목포시,0,44.6,0
026P10002,경북 울진군,26,포항 우편집중국,0,0,2,5,중부권 광역우편물류센터,0,0,0,0,부천 우편집중국,0,40,0,0,서울 양천구,0,35.5,0
026P10003,경남 창원시 마산회원구,26,창원 우편집중국,0,0,2,3,중부권 광역우편물류센터,0,0,0,0,성남 우편집중국,0,40,0,0,경기 이천시,0,93.7,0
026P10004,경기 고양시 일산서구,26,고양 우편집중국,0,0,2,7,중부권 광역우편물류센터,0,0,0,0,천안 우편집중국,0,40,0,0,충남 당진시,0,109.4,0
026P10005,충남 청양군,26,대전 우편집중국,0,0,7,2,중부권 광역우편물류센터,0,0,0,0,원주 우편집중국,0,45,0,0,강원 양구군,0,108.20000000000002,0
026P10006,경남 거창군,26,진주 우편집중국,0,0,7,7,중부권 광역우편물류센터,0,0,0,0,창원 우편집중국,0,45,0,0,경남 거제시,0,136.3,0
026P10007,전남 해남군,26,영암 우편집중국,0,0,3,2,중부권 광역우편물류센터,0,0,0,0,부산 우편집중국,0,41,0,0,부산 동래구,0,60.4,0
026P10008,경기 고양시 일산서구,26,고양 우편집중국,0,0,2,7,중부권 광역우편물류센터,0,0,0,0,영암 우편집중국,0,40,0,0,전남 신안군,0,44.6,0
026P10009,충북 단양군,26,원주 우편집중국,0,0,5,3,중부권 광역우편물류센터,0,0,0,0,부천 우편집중국,0,43,0,0,서울 강서구,0,35.5,0
026P10010,경기 수원시 팔달구,26,수원 우편집중국,0,0,8,5,중부권 광역우편물류센터,0,0,0,0,원주 우편집중국,0,46,0,0,강원 홍천군,0,80.9,0
026P10011,울산 동구,26,울산 우편집중국,0,0,2,3,중부권 광역우편물류센터,0,0,0,0,천안 우편집중국,0,40,0,0,충남 서산시,0,128.0,0
026P10012,충남 서산시,26,천안 우편집중국,0,0,9,2,중부권 광역우편물류센터,0,0,0,0,고양 우편집중국,0,47,0,0,경기 파주시,0,48.099999999999994,0
026P10013,부산 사상구,26,부산 우편집중국,0,0,7,4,중부권 광역우편물류센터,0,0,0,0,포항 우편집중국,0,45,0,0,경북 울진군,0,30.0,0
026P10014,경남 거창군,26,진주 우편집중국,0,0,7,7,중부권 광역우편물류센터,0,0,0,0,부천 우편집중국,0,45,0,0,서울 영등포구,0,35.5,0
026P10015,대전 유성구,26,대전 우편집중국,0,0,4,6,중부권 광역우편물류센터,0,0,0,0,부천 우편집중국,0,42,0,0,경기 부천시,0,35.5,0
026P10016,경기 화성시,26,수원 우편집중국,0,0,13,4,중부권 광역우편물류센터,0,0,0,0,창원 우편집중국,0,51,0,0,경남 고성군,0,117.3,0
026P10017,울산 남구,26,울산 우편집중국,0,0,2,1,중부권 광역우편물류센터,0,0,0,0,창원 우편집중국,0,40,0,0,경남 창원시 마산회원구,0,30.0,0
026P10018,충북 청주시 흥덕구,26,청주 우편집중국,0,0,4,4,중부권 광역우편물류센터,0,0,0,0,성남 우편집중국,0,42,0,0,경기 군포시,0,55.7,0
026P10019,경기 용인시 기흥구,26,성남 우편집중국,0,0,7,3,중부권 광역우편물류센터,0,0,0,0,성남 우편집중국,0,45,0,0,경기 광주시,0,72.39999999999999,0
026P10020,부산 동구,26,부산 우편집중국,0,0,4,6,중부권 광역우편물류센터,0,0,0,0,창원 우편집중국,0,42,0,0,경남 창원시 마산합포구,0,30.0,0
026P10021,경북 청도군,26,대구 우편집중국,0,0,7,4,중부권 광역우편물류센터,0,0,0,0,대구 우편집중국,0,45,0,0,경북 김천시,0,105.80000000000001,0
026P10022,전북 군산시,26,진주 우편집중국,0,0,18,3,중부권 광역우편물류센터,0,0,0,0,대구 우편집중국,0,56,0,0,경북 경산시,0,54.099999999999994,0
026P10023,경남 창원시 마산합포구,26,창원 우편집중국,0,0,2,5,중부권 광역우편물류센터,0,0,0,0,천안 우편집중국,0,40,0,0,충남 금산군,0,153.8,0
026P10024,광주 동구,26,광주 우편집중국,0,0,5,1,중부권 광역우편물류센터,0,0,0,0,수원 우편집중국,0,43,0,0,경기 화성시,0,110.39999999999998,0
026P10025,강원 철원군,26,의정부 우편집중국,0,0,6,4,중부권 광역우편물류센터,0,0,0,0,원주 우편집중국,0,44,0,0,충북 단양군,0,97.8,0
026P10026,서울 금천구,26,성남 우편집중국,0,0,6,1,중부권 광역우편물류센터,0,0,0,0,영암 우편집중국,0,44,0,0,전남 무안군,0,62.8,0
026P10027,경기 고양시 덕양구,26,고양 우편집중국,0,0,2,7,중부권 광역우편물류센터,0,0,0,0,부산 우편집중국,0,40,0,0,경남 밀양시,0,74.30000000000001,0
026P10028,충북 청주시 상당구,26,청주 우편집중국,0,0,5,4,중부권 광역우편물류센터,0,0,0,0,진주 우편집중국,0,43,0,0,전북 고창군,0,233.8,0
026P10029,경남 거창군,26,진주 우편집중국,0,0,7,7,중부권 광역우편물류센터,0,0,0,0,대전 우편집중국,0,45,0,0,충남 청양군,0,102.0,0
026P10030,경기 동두천시,26,의정부 우편집중국,0,0,4,2,중부권 광역우편물류센터,0,0,0,0,성남 우편집중국,0,42,0,0,경기 성남시 분당구,0,39.3,0
026P10031,경기 용인시 수지구,26,성남 우편집중국,0,0,7,3,중부권 광역우편물류센터,0,0,0,0,진주 우편집중국,0,45,0,0,전북 남원시,0,141.7,0
026P10032,부산 중구,26,부산 우편집중국,0,0,7,3,중부권 광역우편물류센터,0,0,0,0,강릉 우편집중국,0,45,0,0,강원 동해시,0,71.8,0
026P10033,울산 울주군,26,울산 우편집중국,0,0,4,2,중부권 광역우편물류센터,0,0,0,0,영암 우편집중국,0,42,0,0,전남 해남군,0,49.6,0
026P10034,강원 홍천군,26,원주 우편집중국,0,0,6,5,중부권 광역우편물류센터,0,0,0,0,울산 우편집중국,0,44,0,0,울산 동구,0,30.0,0
026P10035,충북 제천시,26,원주 우편집중국,0,0,3,2,중부권 광역우편물류센터,0,0,0,0,고양 우편집중국,0,41,0,0,서울 은평구,0,39.0,0
026P10036,충북 진천군,26,청주 우편집중국,0,0,5,3,중부권 광역우편물류센터,0,0,0,0,동서울 우편집중국,0,43,0,0,서울 동대문구,0,83.6,0
027P10001,충북 증평군,27,청주 우편집중국,0,0,4,2,중부권 광역우편물류센터,0,0,0,0,광주 우편집중국,0,43,0,0,전남 담양군,0,69.9,0
027P10002,서울 광진구,27,동서울 우편집중국,0,0,2,3,중부권 광역우편물류센터,0,0,0,0,광주 우편집중국,0,41,0,0,전남 함평군,0,107.6,0
027P10003,경기 과천시,27,성남 우편집중국,0,0,5,5,중부권 광역우편물류센터,0,0,0,0,수원 우편집중국,0,44,0,0,경기 오산시,0,85.89999999999999,0
027P10004,대전 동구,27,대전 우편집중국,0,0,5,4,중부권 광역우편물류센터,0,0,0,0,동서울 우편집중국,0,44,0,0,경기 양평군,0,144.5,0
027P10005,경기 화성시,27,수원 우편집중국,0,0,13,5,중부권 광역우편물류센터,0,0,0,0,포항 우편집중국,0,52,0,0,경북 영덕군,0,30.0,0
027P10006,경기 안성시,27,수원 우편집중국,0,0,11,3,중부권 광역우편물류센터,0,0,0,0,울산 우편집중국,0,50,0,0,울산 남구,0,30.0,0
027P10007,경남 창원시 마산회원구,27,창원 우편집중국,0,0,2,4,중부권 광역우편물류센터,0,0,0,0,부산 우편집중국,0,41,0,0,부산 서구,0,69.7,0
027P10008,경북 김천시,27,대구 우편집중국,0,0,7,8,중부권 광역우편물류센터,0,0,0,0,대구 우편집중국,0,46,0,0,대구 달성군,0,53.7,0
027P10009,경북 예천군,27,안동 우편집중국,0,0,3,2,중부권 광역우편물류센터,0,0,0,0,영암 우편집중국,0,42,0,0,전남 해남군,0,49.6,0
027P10010,경기 양주시,27,의정부 우편집중국,0,0,3,3,중부권 광역우편물류센터,0,0,0,0,청주 우편집중국,0,42,0,0,충북 청주시 서원구,0,30.0,0
027P10011,경기 파주시,27,고양 우편집중국,0,0,4,1,중부권 광역우편물류센터,0,0,0,0,부천 우편집중국,0,43,0,0,인천 부평구,0,36.0,0
027P10012,경북 영주시,27,안동 우편집중국,0,0,4,3,중부권 광역우편물류센터,0,0,0,0,대전 우편집중국,0,43,0,0,충남 청양군,0,102.0,0
027P10013,충북 청주시 흥덕구,27,청주 우편집중국,0,0,4,5,중부권 광역우편물류센터,0,0,0,0,광주 우편집중국,0,43,0,0,광주 서구,0,150.2,0
027P10014,대구 달서구,27,대구 우편집중국,0,0,5,3,중부권 광역우편물류센터,0,0,0,0,진주 우편집중국,0,44,0,0,경남 함양군,0,101.5,0
027P10015,울산 중구,27,울산 우편집중국,0,0,2,6,중부권 광역우편물류센터,0,0,0,0,동서울 우편집중국,0,41,0,0,경기 가평군,0,212.8,0
027P10016,강원 양구군,27,원주 우편집중국,0,0,8,3,중부권 광역우편물류센터,0,0,0,0,의정부 우편집중국,0,47,0,0,경기 의정부시,0,67.9,0
027P10017,충남 부여군,27,대전 우편집중국,0,0,8,4,중부권 광역우편물류센터,0,0,0,0,안동 우편집중국,0,47,0,0,경북 예천군,0,43.8,0
027P10018,전북 익산시,27,진주 우편집중국,0,0,13,6,중부권 광역우편물류센터,0,0,0,0,진주 우편집중국,0,52,0,0,경남 의령군,0,52.6,0
027P10019,전북 임실군,27,진주 우편집중국,0,0,10,4,중부권 광역우편물류센터,0,0,0,0,대전 우편집중국,0,49,0,0,대전 서구,0,46.5,0
027P10020,경기 가평군,27,동서울 우편집중국,0,0,14,4,중부권 광역우편물류센터,0,0,0,0,진주 우편집중국,0,53,0,0,경남 의령군,0,52.6,0
027P10021,경기 가평군,27,동서울 우편집중국,0,0,14,4,중부권 광역우편물류센터,0,0,0,0,수원 우편집중국,0,53,0,0,경기 안성시,0,113.69999999999999,0
027P10022,인천 강화군,27,부천 우편집중국,0,0,10,2,중부권 광역우편물류센터,0,0,0,0,대구 우편집중국,0,49,0,0,대구 수성구,0,49.8,0
027P10023,부산 수영구,27,부산 우편집중국,0,0,7,7,중부권 광역우편물류센터,0,0,0,0,포항 우편집중국,0,46,0,0,경북 경주시,0,226.3,0
027P10024,인천 중구,27,부천 우편집중국,0,0,8,5,중부권 광역우편물류센터,0,0,0,0,동서울 우편집중국,0,47,0,0,서울 송파구,0,58.4,0
027P10025,대전 동구,27,대전 우편집중국,0,0,5,4,중부권 광역우편물류센터,0,0,0,0,대구 우편집중국,0,44,0,0,경북 청도군,0,78.69999999999999,0
