택배번호,출발지,출발시간,경유지1,하차시간,상차시간,거리,통행량,경유지2,하차시간,상차시간,거리,통행량,경유지3,하차시간,상차시간,거리,통행량,도착지,도착시간,거리,통행량
048P10017,충남 예산군,48,천안 우편집중국,0,0,7,2,중부권 광역우편물류센터,0,0,0,0,동서울 우편집중국,0,67,0,0,서울 강남구,0,81.8,0
048P10018,충남 부여군,48,대전 우편집중국,0,0,8,6,중부권 광역우편물류센터,0,0,0,0,부산 우편집중국,0,68,0,0,부산 북구,0,35.2,0
048P10019,충북 진천군,48,청주 우편집중국,0,0,5,8,중부권 광역우편물류센터,0,0,0,0,안동 우편집중국,0,65,0,0,경북 청송군,0,90.4,0
048P10020,경남 진주시,48,진주 우편집중국,0,0,3,3,중부권 광역우편물류센터,0,0,0,0,광주 우편집중국,0,63,0,0,광주 광산구,0,202.4,0
048P10021,충북 증평군,48,청주 우편집중국,0,0,4,8,중부권 광역우편물류센터,0,0,0,0,수원 우편집중국,0,64,0,0,경기 수원시 권선구,0,76.69999999999999,0
048P10022,대전 서구,48,대전 우편집중국,0,0,4,9,중부권 광역우편물류센터,0,0,0,0,광주 우편집중국,0,64,0,0,광주 북구,0,57.0,0
048P10023,서울 용산구,48,동서울 우편집중국,0,0,14,5,중부권 광역우편물류센터,0,0,0,0,광주 우편집중국,0,74,0,0,광주 동구,0,70.6,0
048P10024,충남 계룡시,48,대전 우편집중국,0,0,2,4,중부권 광역우편물류센터,0,0,0,0,울산 우편집중국,0,62,0,0,부산 기장군,0,64.7,0
048P10025,강원 평창군,48,원주 우편집중국,0,0,6,11,중부권 광역우편물류센터,0,0,0,0,부산 우편집중국,0,66,0,0,부산 북구,0,35.2,0
048P10026,전남 해남군,48,영암 우편집중국,0,0,3,5,중부권 광역우편물류센터,0,0,0,0,부산 우편집중국,0,63,0,0,부산 연제구,0,60.4,0
048P10027,인천 중구,48,부천 우편집중국,0,0,8,7,중부권 광역우편물류센터,0,0,0,0,의정부 우편집중국,0,68,0,0,경기 연천군,0,55.2,0
048P10028,경남 사천시,48,진주 우편집중국,0,0,5,4,중부권 광역우편물류센터,0,0,0,0,의정부 우편집중국,0,65,0,0,서울 중랑구,0,48.4,0
048P10029,경남 합천군,48,진주 우편집중국,0,0,8,4,중부권 광역우편물류센터,0,0,0,0,부천 우편집중국,0,68,0,0,경기 안산시 상록구,0,71.1,0
048P10030,광주 동구,48,광주 우편집중국,0,0,5,4,중부권 광역우편물류센터,0,0,0,0,원주 우편집중국,0,65,0,0,강원 홍천군,0,80.9,0
048P10031,경남 거제시,48,창원 우편집중국,0,0,11,8,중부권 광역우편물류센터,0,0,0,0,광주 우편집중국,0,71,0,0,전남 함평군,0,107.6,0
048P10032,충북 충주시,48,청주 우편집중국,0,0,4,7,중부권 광역우편물류센터,0,0,0,0,고양 우편집중국,0,64,0,0,경기 김포시,0,35.8,0
048P10033,경기 안산시 단원구,48,부천 우편집중국,0,0,8,7,중부권 광역우편물류센터,0,0,0,0,부산 우편집중국,0,68,0,0,부산 사상구,0,69.7,0
048P10034,충북 영동군,48,천안 우편집중국,0,0,12,5,중부권 광역우편물류센터,0,0,0,0,고양 우편집중국,0,72,0,0,서울 마포구,0,41.599999999999994,0
048P10035,충북 영동군,48,천안 우편집중국,0,0,12,5,중부권 광역우편물류센터,0,0,0,0,안동 우편집중국,0,72,0,0,경북 의성군,0,70.3,0
048P10036,인천 계양구,48,부천 우편집중국,0,0,4,5,중부권 광역우편물류센터,0,0,0,0,수원 우편집중국,0,64,0,0,경기 수원시 영통구,0,30.0,0
049P10001,대전 동구,49,대전 우편집중국,0,0,5,6,중부권 광역우편물류센터,0,0,0,0,부산 우편집중국,0,66,0,0,부산 해운대구,0,151.6,0
049P10002,충북 괴산군,49,청주 우편집중국,0,0,9,8,중부권 광역우편물류센터,0,0,0,0,천안 우편집중국,0,70,0,0,충남 홍성군,0,153.60000000000002,0
049P10003,대전 대덕구,49,대전 우편집중국,0,0,7,4,중부권 광역우편물류센터,0,0,0,0,대구 우편집중국,0,68,0,0,대구 달성군,0,53.7,0
049P10004,강원 정선군,49,원주 우편집중국,0,0,7,5,중부권 광역우편물류센터,0,0,0,0,대전 우편집중국,0,68,0,0,충남 논산시,0,77.1,0
049P10005,경북 김천시,49,대구 우편집중국,0,0,7,11,중부권 광역우편물류센터,0,0,0,0,부산 우편집중국,0,68,0,0,부산 연제구,0,60.4,0
049P10006,경남 창원시 진해구,49,창원 우편집중국,0,0,8,8,중부권 광역우편물류센터,0,0,0,0,영암 우편집중국,0,69,0,0,전남 완도군,0,49.6,0
049P10007,광주 동구,49,광주 우편집중국,0,0,5,5,중부권 광역우편물류센터,0,0,0,0,대구 우편집중국,0,66,0,0,대구 남구,0,42.8,0
049P10008,경북 칠곡군,49,대구 우편집중국,0,0,4,4,중부권 광역우편물류센터,0,0,0,0,진주 우편집중국,0,65,0,0,경남 의령군,0,52.6,0
049P10009,울산 남구,49,울산 우편집중국,0,0,2,3,중부권 광역우편물류센터,0,0,0,0,원주 우편집중국,0,63,0,0,강원 평창군,0,84.1,0
049P10010,전남 나주시,49,광주 우편집중국,0,0,9,7,중부권 광역우편물류센터,0,0,0,0,창원 우편집중국,0,70,0,0,경남 창원시 진해구,0,80.0,0
050P10001,충북 청주시 청원구,50,청주 우편집중국,0,0,2,4,중부권 광역우편물류센터,0,0,0,0,부천 우편집중국,0,64,0,0,경기 부천시,0,35.5,0
050P10002,충북 청주시 흥덕구,50,청주 우편집중국,0,0,4,10,중부권 광역우편물류센터,0,0,0,0,성남 우편집중국,0,66,0,0,경기 안양시 만안구,0,55.7,0
050P10003,서울 강서구,50,부천 우편집중국,0,0,3,6,중부권 광역우편물류센터,0,0,0,0,창원 우편집중국,0,65,0,0,경남 함안군,0,48.8,0
050P10004,경기 화성시,50,수원 우편집중국,0,0,13,8,중부권 광역우편물류센터,0,0,0,0,대구 우편집중국,0,75,0,0,경북 칠곡군,0,55.2,0
050P10005,충남 서천군,50,대전 우편집중국,0,0,10,5,중부권 광역우편물류센터,0,0,0,0,의정부 우편집중국,0,72,0,0,경기 양주시,0,37.7,0
050P10006,경남 창원시 마산합포구,50,창원 우편집중국,0,0,2,7,중부권 광역우편물류센터,0,0,0,0,부산 우편집중국,0,64,0,0,부산 사상구,0,69.7,0
050P10007,경남 양산시,50,울산 우편집중국,0,0,7,5,중부권 광역우편물류센터,0,0,0,0,대전 우편집중국,0,69,0,0,세종특별자치시,0,56.1,0
050P10008,광주 북구,50,광주 우편집중국,0,0,4,3,중부권 광역우편물류센터,0,0,0,0,강릉 우편집중국,0,66,0,0,강원 양양군,0,67.6,0
050P10009,부산 강서구,50,부산 우편집중국,0,0,4,5,중부권 광역우편물류센터,0,0,0,0,의정부 우편집중국,0,66,0,0,서울 도봉구,0,63.7,0
050P10010,전남 진도군,50,영암 우편집중국,0,0,2,5,중부권 광역우편물류센터,0,0,0,0,안동 우편집중국,0,64,0,0,경북 영주시,0,56.6,0
050P10011,경북 청송군,50,안동 우편집중국,0,0,4,3,중부권 광역우편물류센터,0,0,0,0,부천 우편집중국,0,66,0,0,인천 중구,0,65.69999999999999,0
050P10012,서울 도봉구,50,의정부 우편집중국,0,0,5,10,중부권 광역우편물류센터,0,0,0,0,창원 우편집중국,0,67,0,0,경남 창원시 마산합포구,0,30.0,0
050P10013,경기 용인시 처인구,50,성남 우편집중국,0,0,7,7,중부권 광역우편물류센터,0,0,0,0,광주 우편집중국,0,69,0,0,전남 구례군,0,128.4,0
050P10014,광주 남구,50,광주 우편집중국,0,0,10,4,중부권 광역우편물류센터,0,0,0,0,동서울 우편집중국,0,72,0,0,서울 강남구,0,81.8,0
050P10015,경기 군포시,50,성남 우편집중국,0,0,6,6,중부권 광역우편물류센터,0,0,0,0,대전 우편집중국,0,68,0,0,대전 대덕구,0,66.19999999999999,0
051P10001,경기 성남시 중원구,51,성남 우편집중국,0,0,5,3,중부권 광역우편물류센터,0,0,0,0,영암 우편집중국,0,68,0,0,전남 완도군,0,49.6,0
051P10002,충북 음성군,51,청주 우편집중국,0,0,7,4,중부권 광역우편물류센터,0,0,0,0,성남 우편집중국,0,70,0,0,서울 관악구,0,56.5,0
051P10003,전북 고창군,51,진주 우편집중국,0,0,15,2,중부권 광역우편물류센터,0,0,0,0,진주 우편집중국,0,78,0,0,전북 김제시,0,284.1,0
051P10004,대전 중구,51,대전 우편집중국,0,0,5,6,중부권 광역우편물류센터,0,0,0,0,청주 우편집중국,0,68,0,0,충북 괴산군,0,141.89999999999998,0
051P10005,전남 해남군,51,영암 우편집중국,0,0,3,6,중부권 광역우편물류센터,0,0,0,0,고양 우편집중국,0,66,0,0,경기 파주시,0,48.099999999999994,0
051P10006,전남 영광군,51,광주 우편집중국,0,0,6,9,중부권 광역우편물류센터,0,0,0,0,부산 우편집중국,0,69,0,0,부산 서구,0,69.7,0
051P10007,강원 강릉시,51,강릉 우편집중국,0,0,2,2,중부권 광역우편물류센터,0,0,0,0,동서울 우편집중국,0,65,0,0,경기 가평군,0,212.8,0
051P10008,경기 김포시,51,고양 우편집중국,0,0,3,5,중부권 광역우편물류센터,0,0,0,0,대구 우편집중국,0,66,0,0,경북 청도군,0,78.69999999999999,0
051P10009,경기 고양시 일산서구,51,고양 우편집중국,0,0,2,11,중부권 광역우편물류센터,0,0,0,0,부산 우편집중국,0,65,0,0,부산 남구,0,35.2,0
051P10010,울산 남구,51,울산 우편집중국,0,0,2,4,중부권 광역우편물류센터,0,0,0,0,천안 우편집중국,0,65,0,0,충남 당진시,0,109.4,0
051P10011,서울 도봉구,51,의정부 우편집중국,0,0,5,11,중부권 광역우편물류센터,0,0,0,0,대구 우편집중국,0,68,0,0,대구 달성군,0,53.7,0
051P10012,전남 구례군,51,광주 우편집중국,0,0,9,5,중부권 광역우편물류센터,0,0,0,0,부천 우편집중국,0,72,0,0,경기 시흥시,0,52.9,0
051P10013,경기 가평군,51,동서울 우편집중국,0,0,14,6,중부권 광역우편물류센터,0,0,0,0,수원 우편집중국,0,77,0,0,경기 수원시 권선구,0,76.69999999999999,0
051P10014,전북 군산시,51,진주 우편집중국,0,0,18,5,중부권 광역우편물류센터,0,0,0,0,천안 우편집중국,0,81,0,0,충남 천안시 서북구,0,30.0,0
051P10015,경북 경주시,51,포항 우편집중국,0,0,7,5,중부권 광역우편물류센터,0,0,0,0,울산 우편집중국,0,70,0,0,울산 북구,0,30.0,0
051P10016,경기 군포시,51,성남 우편집중국,0,0,6,7,중부권 광역우편물류센터,0,0,0,0,대구 우편집중국,0,69,0,0,대구 서구,0,42.8,0
051P10017,경북 예천군,51,안동 우편집중국,0,0,3,7,중부권 광역우편물류센터,0,0,0,0,광주 우편집중국,0,66,0,0,전남 나주시,0,139.5,0
051P10018,경남 함안군,51,창원 우편집중국,0,0,5,5,중부권 광역우편물류센터,0,0,0,0,성남 우편집중국,0,68,0,0,서울 동작구,0,51.0,0
051P10019,인천 부평구,51,부천 우편집중국,0,0,4,8,중부권 광역우편물류센터,0,0,0,0,안동 우편집중국,0,67,0,0,경북 안동시,0,30.0,0
051P10020,경기 안산시 단원구,51,부천 우편집중국,0,0,8,8,중부권 광역우편물류센터,0,0,0,0,동서울 우편집중국,0,71,0,0,경기 남양주시,0,40.3,0
051P10021,충북 청주시 서원구,51,청주 우편집중국,0,0,2,6,중부권 광역우편물류센터,0,0,0,0,대구 우편집중국,0,65,0,0,대구 달서구,0,47.6,0
051P10022,경기 김포시,51,고양 우편집중국,0,0,3,5,중부권 광역우편물류센터,0,0,0,0,대구 우편집중국,0,66,0,0,대구 달서구,0,47.6,0
051P10023,전남 화순군,51,광주 우편집중국,0,0,5,5,중부권 광역우편물류센터,0,0,0,0,영암 우편집중국,0,68,0,0,전남 무안군,0,62.8,0
051P10024,경기 포천시,51,의정부 우편집중국,0,0,5,10,중부권 광역우편물류센터,0,0,0,0,대전 우편집중국,0,68,0,0,충남 서천군,0,155.9,0
051P10025,경남 밀양시,51,부산 우편집중국,0,0,5,1,중부권 광역우편물류센터,0,0,0,0,대구 우편집중국,0,68,0,0,경북 김천시,0,105.80000000000001,0
051P10026,경기 고양시 일산서구,51,고양 우편집중국,0,0,2,11,중부권 광역우편물류센터,0,0,0,0,성남 우편집중국,0,65,0,0,경기 용인시 처인구,0,64.0,0
051P10027,강원 양양군,51,강릉 우편집중국,0,0,4,4,중부권 광역우편물류센터,0,0,0,0,진주 우편집중국,0,67,0,0,전북 고창군,0,233.8,0
051P10028,부산 중구,51,부산 우편집중국,0,0,7,5,중부권 광역우편물류센터,0,0,0,0,동서울 우편집중국,0,70,0,0,경기 가평군,0,212.8,0
051P10029,광주 남구,51,광주 우편집중국,0,0,10,5,중부권 광역우편물류센터,0,0,0,0,창원 우편집중국,0,73,0,0,경남 통영시,0,136.3,0
052P10001,강원 횡성군,52,원주 우편집중국,0,0,5,5,중부권 광역우편물류센터,0,0,0,0,부산 우편집중국,0,69,0,0,경남 김해시,0,39.3,0
052P10002,충북 옥천군,52,천안 우편집중국,0,0,11,3,중부권 광역우편물류센터,0,0,0,0,고양 우편집중국,0,75,0,0,경기 고양시 일산서구,0,30.0,0
052P10003,서울 도봉구,52,의정부 우편집중국,0,0,5,12,중부권 광역우편물류센터,0,0,0,0,성남 우편집중국,0,69,0,0,경기 용인시 기흥구,0,58.099999999999994,0
052P10004,강원 평창군,52,원주 우편집중국,0,0,6,12,중부권 광역우편물류센터,0,0,0,0,부산 우편집중국,0,70,0,0,부산 부산진구,0,69.7,0
052P10005,경기 의정부시,52,의정부 우편집중국,0,0,6,5,중부권 광역우편물류센터,0,0,0,0,진주 우편집중국,0,70,0,0,전북 익산시,0,199.90000000000003,0
052P10006,부산 사하구,52,부산 우편집중국,0,0,7,2,중부권 광역우편물류센터,0,0,0,0,울산 우편집중국,0,71,0,0,울산 북구,0,30.0,0
052P10007,경기 여주시,52,원주 우편집중국,0,0,7,10,중부권 광역우편물류센터,0,0,0,0,부천 우편집중국,0,71,0,0,인천 계양구,0,36.1,0
052P10008,전북 남원시,52,진주 우편집중국,0,0,8,2,중부권 광역우편물류센터,0,0,0,0,대구 우편집중국,0,72,0,0,대구 중구,0,30.0,0
052P10009,경북 구미시,52,대구 우편집중국,0,0,5,4,중부권 광역우편물류센터,0,0,0,0,부산 우편집중국,0,69,0,0,부산 남구,0,35.2,0
052P10010,인천 연수구,52,부천 우편집중국,0,0,8,4,중부권 광역우편물류센터,0,0,0,0,부천 우편집중국,0,72,0,0,인천 부평구,0,36.0,0
052P10011,서울 강서구,52,부천 우편집중국,0,0,3,7,중부권 광역우편물류센터,0,0,0,0,부천 우편집중국,0,67,0,0,경기 안산시 단원구,0,67.5,0
052P10012,경남 함안군,52,창원 우편집중국,0,0,5,6,중부권 광역우편물류센터,0,0,0,0,동서울 우편집중국,0,69,0,0,서울 용산구,0,83.6,0
052P10013,전북 전주시 덕진구,52,진주 우편집중국,0,0,11,6,중부권 광역우편물류센터,0,0,0,0,원주 우편집중국,0,75,0,0,강원 평창군,0,84.1,0
052P10014,전남 보성군,52,순천 집중과,0,0,4,5,중부권 광역우편물류센터,0,0,0,0,성남 우편집중국,0,68,0,0,서울 구로구,0,88.5,0
053P10001,경남 함양군,53,진주 우편집중국,0,0,7,7,중부권 광역우편물류센터,0,0,0,0,안동 우편집중국,0,72,0,0,경북 문경시,0,118.70000000000002,0
053P10002,경북 영양군,53,안동 우편집중국,0,0,4,4,중부권 광역우편물류센터,0,0,0,0,부천 우편집중국,0,69,0,0,서울 영등포구,0,35.5,0
053P10003,경기 구리시,53,의정부 우편집중국,0,0,5,9,중부권 광역우편물류센터,0,0,0,0,부산 우편집중국,0,70,0,0,부산 동구,0,35.2,0
053P10004,서울 구로구,53,성남 우편집중국,0,0,12,2,중부권 광역우편물류센터,0,0,0,0,성남 우편집중국,0,77,0,0,경기 이천시,0,93.7,0
053P10005,강원 횡성군,53,원주 우편집중국,0,0,5,6,중부권 광역우편물류센터,0,0,0,0,강릉 우편집중국,0,70,0,0,강원 동해시,0,71.8,0
053P10006,경기 용인시 처인구,53,성남 우편집중국,0,0,7,8,중부권 광역우편물류센터,0,0,0,0,의정부 우편집중국,0,72,0,0,경기 구리시,0,53.0,0
053P10007,경기 수원시 팔달구,53,수원 우편집중국,0,0,8,10,중부권 광역우편물류센터,0,0,0,0,포항 우편집중국,0,73,0,0,경북 영덕군,0,30.0,0
053P10008,전남 보성군,53,순천 집중과,0,0,4,6,중부권 광역우편물류센터,0,0,0,0,대전 우편집중국,0,69,0,0,대전 대덕구,0,66.19999999999999,0
053P10009,충북 괴산군,53,청주 우편집중국,0,0,9,9,중부권 광역우편물류센터,0,0,0,0,광주 우편집중국,0,74,0,0,광주 광산구,0,202.4,0
053P10010,서울 광진구,53,동서울 우편집중국,0,0,2,6,중부권 광역우편물류센터,0,0,0,0,부산 우편집중국,0,67,0,0,부산 금정구,0,60.4,0
053P10011,전남 장성군,53,광주 우편집중국,0,0,3,9,중부권 광역우편물류센터,0,0,0,0,고양 우편집중국,0,68,0,0,경기 파주시,0,48.099999999999994,0
053P10012,경기 시흥시,53,부천 우편집중국,0,0,6,10,중부권 광역우편물류센터,0,0,0,0,광주 우편집중국,0,71,0,0,광주 동구,0,70.6,0
053P10013,경남 창원시 진해구,53,창원 우편집중국,0,0,8,9,중부권 광역우편물류센터,0,0,0,0,동서울 우편집중국,0,73,0,0,서울 강남구,0,81.8,0
053P10014,경북 포항시 남구,53,포항 우편집중국,0,0,2,5,중부권 광역우편물류센터,0,0,0,0,의정부 우편집중국,0,67,0,0,서울 도봉구,0,63.7,0
053P10015,경남 김해시,53,부산 우편집중국,0,0,5,8,중부권 광역우편물류센터,0,0,0,0,수원 우편집중국,0,70,0,0,경기 화성시,0,110.39999999999998,0
053P10016,경북 구미시,53,대구 우편집중국,0,0,5,5,중부권 광역우편물류센터,0,0,0,0,동서울 우편집중국,0,70,0,0,경기 하남시,0,51.199999999999996,0
053P10017,충남 서산시,53,천안 우편집중국,0,0,9,6,중부권 광역우편물류센터,0,0,0,0,대구 우편집중국,0,74,0,0,대구 중구,0,30.0,0
053P10018,부산 서구,53,부산 우편집중국,0,0,7,4,중부권 광역우편물류센터,0,0,0,0,울산 우편집중국,0,72,0,0,울산 남구,0,30.0,0
053P10019,울산 동구,53,울산 우편집중국,0,0,2,7,중부권 광역우편물류센터,0,0,0,0,동서울 우편집중국,0,67,0,0,서울 중구,0,83.6,0
053P10020,울산 동구,53,울산 우편집중국,0,0,2,7,중부권 광역우편물류센터,0,0,0,0,부천 우편집중국,0,67,0,0,서울 강서구,0,35.5,0
053P10021,인천 계양구,53,부천 우편집중국,0,0,4,6,중부권 광역우편물류센터,0,0,0,0,청주 우편집중국,0,69,0,0,충북 청주시 흥덕구,0,43.7,0
053P10022,부산 사상구,53,부산 우편집중국,0,0,7,7,중부권 광역우편물류센터,0,0,0,0,대전 우편집중국,0,72,0,0,대전 동구,0,56.9,0
053P10023,경기 시흥시,53,부천 우편집중국,0,0,6,10,중부권 광역우편물류센터,0,0,0,0,창원 우편집중국,0,71,0,0,경남 창원시 마산회원구,0,30.0,0
053P10024,전남 화순군,53,광주 우편집중국,0,0,5,6,중부권 광역우편물류센터,0,0,0,0,부산 우편집중국,0,70,0,0,부산 연제구,0,60.4,0
053P10025,부산 동구,53,부산 우편집중국,0,0,4,9,중부권 광역우편물류센터,0,0,0,0,원주 우편집중국,0,69,0,0,충북 제천시,0,62.3,0
053P10026,부산 남구,53,부산 우편집중국,0,0,4,8,중부권 광역우편물류센터,0,0,0,0,안동 우편집중국,0,69,0,0,경북 예천군,0,43.8,0
053P10027,경북 경주시,53,포항 우편집중국,0,0,7,6,중부권 광역우편물류센터,0,0,0,0,고양 우편집중국,0,72,0,0,경기 김포시,0,35.8,0
053P10028,경기 광주시,53,성남 우편집중국,0,0,10,6,중부권 광역우편물류센터,0,0,0,0,동서울 우편집중국,0,75,0,0,서울 중구,0,83.6,0
053P10029,경기 수원시 영통구,53,수원 우편집중국,0,0,2,5,중부권 광역우편물류센터,0,0,0,0,성남 우편집중국,0,67,0,0,서울 금천구,0,56.5,0
053P10030,부산 중구,53,부산 우편집중국,0,0,7,6,중부권 광역우편물류센터,0,0,0,0,진주 우편집중국,0,72,0,0,경남 진주시,0,34.3,0
054P10001,경북 구미시,54,대구 우편집중국,0,0,5,6,중부권 광역우편물류센터,0,0,0,0,창원 우편집중국,0,71,0,0,경남 창원시 마산합포구,0,30.0,0
054P10002,전남 목포시,54,영암 우편집중국,0,0,3,3,중부권 광역우편물류센터,0,0,0,0,부산 우편집중국,0,69,0,0,부산 서구,0,69.7,0
054P10003,경북 포항시 북구,54,포항 우편집중국,0,0,2,5,중부권 광역우편물류센터,0,0,0,0,부산 우편집중국,0,68,0,0,경남 밀양시,0,74.30000000000001,0
054P10004,경북 영양군,54,안동 우편집중국,0,0,4,6,중부권 광역우편물류센터,0,0,0,0,고양 우편집중국,0,70,0,0,서울 서대문구,0,41.599999999999994,0
054P10005,서울 강서구,54,부천 우편집중국,0,0,3,8,중부권 광역우편물류센터,0,0,0,0,의정부 우편집중국,0,69,0,0,서울 중랑구,0,48.4,0
054P10006,전북 완주군,54,진주 우편집중국,0,0,11,10,중부권 광역우편물류센터,0,0,0,0,창원 우편집중국,0,77,0,0,경남 창원시 진해구,0,80.0,0
054P10007,서울 노원구,54,의정부 우편집중국,0,0,5,2,중부권 광역우편물류센터,0,0,0,0,진주 우편집중국,0,71,0,0,전북 남원시,0,141.7,0
054P10008,충북 영동군,54,천안 우편집중국,0,0,12,6,중부권 광역우편물류센터,0,0,0,0,창원 우편집중국,0,78,0,0,경남 창원시 마산회원구,0,30.0,0
054P10009,전북 부안군,54,진주 우편집중국,0,0,16,7,중부권 광역우편물류센터,0,0,0,0,성남 우편집중국,0,82,0,0,경기 용인시 기흥구,0,58.099999999999994,0
054P10010,서울 동대문구,54,동서울 우편집중국,0,0,14,4,중부권 광역우편물류센터,0,0,0,0,포항 우편집중국,0,80,0,0,경북 경주시,0,226.3,0
054P10011,전북 장수군,54,진주 우편집중국,0,0,8,3,중부권 광역우편물류센터,0,0,0,0,수원 우편집중국,0,74,0,0,경기 수원시 장안구,0,76.69999999999999,0
054P10012,경기 이천시,54,성남 우편집중국,0,0,9,5,중부권 광역우편물류센터,0,0,0,0,대구 우편집중국,0,75,0,0,경북 청도군,0,78.69999999999999,0
054P10013,서울 종로구,54,동서울 우편집중국,0,0,14,7,중부권 광역우편물류센터,0,0,0,0,영암 우편집중국,0,80,0,0,전남 무안군,0,62.8,0
054P10014,서울 마포구,54,고양 우편집중국,0,0,4,6,중부권 광역우편물류센터,0,0,0,0,부산 우편집중국,0,70,0,0,부산 수영구,0,60.4,0
054P10015,경북 영양군,54,안동 우편집중국,0,0,4,6,중부권 광역우편물류센터,0,0,0,0,성남 우편집중국,0,70,0,0,경기 안양시 동안구,0,55.7,0
054P10016,대구 북구,54,대구 우편집중국,0,0,2,10,중부권 광역우편물류센터,0,0,0,0,대구 우편집중국,0,68,0,0,대구 중구,0,30.0,0
054P10017,대구 동구,54,대구 우편집중국,0,0,5,9,중부권 광역우편물류센터,0,0,0,0,안동 우편집중국,0,71,0,0,경북 예천군,0,43.8,0
054P10018,충남 금산군,54,천안 우편집중국,0,0,12,4,중부권 광역우편물류센터,0,0,0,0,울산 우편집중국,0,78,0,0,울산 북구,0,30.0,0
054P10019,서울 양천구,54,부천 우편집중국,0,0,3,3,중부권 광역우편물류센터,0,0,0,0,대전 우편집중국,0,69,0,0,대전 동구,0,56.9,0
054P10020,광주 광산구,54,광주 우편집중국,0,0,14,5,중부권 광역우편물류센터,0,0,0,0,광주 우편집중국,0,80,0,0,전남 나주시,0,139.5,0
054P10021,울산 울주군,54,울산 우편집중국,0,0,4,5,중부권 광역우편물류센터,0,0,0,0,천안 우편집중국,0,70,0,0,충남 아산시,0,45.2,0
054P10022,경북 청도군,54,대구 우편집중국,0,0,7,7,중부권 광역우편물류센터,0,0,0,0,대구 우편집중국,0,73,0,0,경북 칠곡군,0,55.2,0
054P10023,전남 진도군,54,영암 우편집중국,0,0,2,6,중부권 광역우편물류센터,0,0,0,0,부천 우편집중국,0,68,0,0,경기 안산시 상록구,0,71.1,0
054P10024,경기 시흥시,54,부천 우편집중국,0,0,6,11,중부권 광역우편물류센터,0,0,0,0,천안 우편집중국,0,72,0,0,충남 천안시 서북구,0,30.0,0
054P10025,경남 함안군,54,창원 우편집중국,0,0,5,7,중부권 광역우편물류센터,0,0,0,0,원주 우편집중국,0,71,0,0,강원 태백시,0,227.20000000000002,0
054P10026,경기 포천시,54,의정부 우편집중국,0,0,5,11,중부권 광역우편물류센터,0,0,0,0,의정부 우편집중국,0,71,0,0,경기 동두천시,0,45.2,0
054P10027,충북 증평군,54,청주 우편집중국,0,0,4,9,중부권 광역우편물류센터,0,0,0,0,안동 우편집중국,0,70,0,0,경북 문경시,0,118.70000000000002,0
054P10028,전남 광양시,54,순천 집중과,0,0,4,4,중부권 광역우편물류센터,0,0,0,0,동서울 우편집중국,0,70,0,0,서울 강동구,0,53.5,0
054P10029,전남 보성군,54,순천 집중과,0,0,4,7,중부권 광역우편물류센터,0,0,0,0,원주 우편집중국,0,70,0,0,강원 춘천시,0,108.20000000000002,0
054P10030,충남 청양군,54,대전 우편집중국,0,0,7,9,중부권 광역우편물류센터,0,0,0,0,원주 우편집중국,0,73,0,0,강원 평창군,0,84.1,0
054P10031,전남 화순군,54,광주 우편집중국,0,0,5,7,중부권 광역우편물류센터,0,0,0,0,성남 우편집중국,0,71,0,0,경기 광명시,0,59.800000000000004,0
054P10032,경기 용인시 처인구,54,성남 우편집중국,0,0,7,9,중부권 광역우편물류센터,0,0,0,0,안동 우편집중국,0,73,0,0,경북 청송군,0,90.4,0
054P10033,경기 광명시,54,성남 우편집중국,0,0,9,6,중부권 광역우편물류센터,0,0,0,0,의정부 우편집중국,0,75,0,0,서울 중랑구,0,48.4,0
054P10034,경기 김포시,54,고양 우편집중국,0,0,3,6,중부권 광역우편물류센터,0,0,0,0,강릉 우편집중국,0,69,0,0,강원 삼척시,0,81.8,0
054P10035,광주 서구,54,광주 우편집중국,0,0,10,6,중부권 광역우편물류센터,0,0,0,0,부천 우편집중국,0,76,0,0,서울 양천구,0,35.5,0
054P10036,부산 연제구,54,부산 우편집중국,0,0,7,5,중부권 광역우편물류센터,0,0,0,0,고양 우편집중국,0,73,0,0,경기 고양시 덕양구,0,30.0,0
054P10037,강원 화천군,54,원주 우편집중국,0,0,8,6,중부권 광역우편물류센터,0,0,0,0,순천 집중과,0,74,0,0,전남 광양시,0,46.9,0
054P10038,전북 완주군,54,진주 우편집중국,0,0,11,10,중부권 광역우편물류센터,0,0,0,0,천안 우편집중국,0,77,0,0,충남 천안시 동남구,0,30.0,0
054P10039,세종특별자치시,54,대전 우편집중국,0,0,6,8,중부권 광역우편물류센터,0,0,0,0,성남 우편집중국,0,72,0,0,경기 의왕시,0,65.8,0
055P10001,전남 장흥군,55,영암 우편집중국,0,0,4,5,중부권 광역우편물류센터,0,0,0,0,천안 우편집중국,0,71,0,0,충남 금산군,0,153.8,0
055P10002,충북 옥천군,55,천안 우편집중국,0,0,11,4,중부권 광역우편물류센터,0,0,0,0,부천 우편집중국,0,78,0,0,인천 옹진군,0,65.69999999999999,0
055P10003,서울 노원구,55,의정부 우편집중국,0,0,5,3,중부권 광역우편물류센터,0,0,0,0,대구 우편집중국,0,72,0,0,대구 달서구,0,47.6,0
055P10004,부산 해운대구,55,부산 우편집중국,0,0,12,6,중부권 광역우편물류센터,0,0,0,0,진주 우편집중국,0,79,0,0,경남 의령군,0,52.6,0
