택배번호,출발지,출발시간,경유지1,하차시간,상차시간,거리,통행량,경유지2,하차시간,상차시간,거리,통행량,경유지3,하차시간,상차시간,거리,통행량,도착지,도착시간,거리,통행량
"['서울 중구', 1]","['전남 광양시', 0]","[['동서울 우편집중국', 0, 0], ['중부권 광역우편물류센터', 0, 0], ['순천 집중과', 0, 27]]","[['서울 중구', '동서울 우편집중국', 14, 1], ['동서울 우편집중국', '중부권 광역우편물류센터', 0, 0], ['중부권 광역우편물류센터', '순천 집중과', 0, 0], ['순천 집중과', '전남 광양시', 46.9, 0]]",0,0,1,P,1,0,0,0,1,서울 중구,1,동서울 우편집중국,0,0,서울 중구,동서울 우편집중국,14,1,중부권 광역우편물류센터,0,0,동서울 우편집중국,중부권 광역우편물류센터,0,0,순천 집중과,0,27,중부권 광역우편물류센터,순천 집중과,0,0,전남 광양시,0,순천 집중과,전남 광양시,46.9,0
"['충북 진천군', 1]","['인천 옹진군', 0]","[['청주 우편집중국', 0, 0], ['중부권 광역우편물류센터', 0, 0], ['부천 우편집중국', 0, 18]]","[['충북 진천군', '청주 우편집중국', 5, 1], ['청주 우편집중국', '중부권 광역우편물류센터', 0, 0], ['중부권 광역우편물류센터', '부천 우편집중국', 0, 0], ['부천 우편집중국', '인천 옹진군', 65.69999999999999, 0]]",0,0,1,P,1,0,0,0,2,충북 진천군,1,청주 우편집중국,0,0,충북 진천군,청주 우편집중국,5,1,중부권 광역우편물류센터,0,0,청주 우편집중국,중부권 광역우편물류센터,0,0,부천 우편집중국,0,18,중부권 광역우편물류센터,부천 우편집중국,0,0,인천 옹진군,0,부천 우편집중국,인천 옹진군,65.69999999999999,0
"['전북 김제시', 1]","['광주 남구', 0]","[['진주 우편집중국', 0, 0], ['중부권 광역우편물류센터', 0, 0], ['광주 우편집중국', 0, 30]]","[['전북 김제시', '진주 우편집중국', 17, 1], ['진주 우편집중국', '중부권 광역우편물류센터', 0, 0], ['중부권 광역우편물류센터', '광주 우편집중국', 0, 0], ['광주 우편집중국', '광주 남구', 150.2, 0]]",0,0,1,P,1,0,0,0,3,전북 김제시,1,진주 우편집중국,0,0,전북 김제시,진주 우편집중국,17,1,중부권 광역우편물류센터,0,0,진주 우편집중국,중부권 광역우편물류센터,0,0,광주 우편집중국,0,30,중부권 광역우편물류센터,광주 우편집중국,0,0,광주 남구,0,광주 우편집중국,광주 남구,150.2,0
"['경남 창원시 성산구', 1]","['부산 서구', 0]","[['창원 우편집중국', 0, 0], ['중부권 광역우편물류센터', 0, 0], ['부산 우편집중국', 0, 20]]","[['경남 창원시 성산구', '창원 우편집중국', 7, 1], ['창원 우편집중국', '중부권 광역우편물류센터', 0, 0], ['중부권 광역우편물류센터', '부산 우편집중국', 0, 0], ['부산 우편집중국', '부산 서구', 69.7, 0]]",0,0,1,P,1,0,0,0,4,경남 창원시 성산구,1,창원 우편집중국,0,0,경남 창원시 성산구,창원 우편집중국,7,1,중부권 광역우편물류센터,0,0,창원 우편집중국,중부권 광역우편물류센터,0,0,부산 우편집중국,0,20,중부권 광역우편물류센터,부산 우편집중국,0,0,부산 서구,0,부산 우편집중국,부산 서구,69.7,0
"['충북 단양군', 1]","['전남 장흥군', 0]","[['원주 우편집중국', 0, 0], ['중부권 광역우편물류센터', 0, 0], ['영암 우편집중국', 0, 18]]","[['충북 단양군', '원주 우편집중국', 5, 1], ['원주 우편집중국', '중부권 광역우편물류센터', 0, 0], ['중부권 광역우편물류센터', '영암 우편집중국', 0, 0], ['영암 우편집중국', '전남 장흥군', 69.0, 0]]",0,0,1,P,1,0,0,0,5,충북 단양군,1,원주 우편집중국,0,0,충북 단양군,원주 우편집중국,5,1,중부권 광역우편물류센터,0,0,원주 우편집중국,중부권 광역우편물류센터,0,0,영암 우편집중국,0,18,중부권 광역우편물류센터,영암 우편집중국,0,0,전남 장흥군,0,영암 우편집중국,전남 장흥군,69.0,0
"['경기 화성시', 1]","['부산 남구', 0]","[['수원 우편집중국', 0, 0], ['중부권 광역우편물류센터', 0, 0], ['부산 우편집중국', 0, 26]]","[['경기 화성시', '수원 우편집중국', 13, 1], ['수원 우편집중국', '중부권 광역우편물류센터', 0, 0], ['중부권 광역우편물류센터', '부산 우편집중국', 0, 0], ['부산 우편집중국', '부산 남구', 35.2, 0]]",0,0,1,P,1,0,0,0,6,경기 화성시,1,수원 우편집중국,0,0,경기 화성시,수원 우편집중국,13,1,중부권 광역우편물류센터,0,0,수원 우편집중국,중부권 광역우편물류센터,0,0,부산 우편집중국,0,26,중부권 광역우편물류센터,부산 우편집중국,0,0,부산 남구,0,부산 우편집중국,부산 남구,35.2,0
"['경기 용인시 수지구', 1]","['경북 청송군', 0]","[['성남 우편집중국', 0, 0], ['중부권 광역우편물류센터', 0, 0], ['안동 우편집중국', 0, 20]]","[['경기 용인시 수지구', '성남 우편집중국', 7, 1], ['성남 우편집중국', '중부권 광역우편물류센터', 0, 0], ['중부권 광역우편물류센터', '안동 우편집중국', 0, 0], ['안동 우편집중국', '경북 청송군', 90.4, 0]]",0,0,1,P,1,0,0,0,7,경기 용인시 수지구,1,성남 우편집중국,0,0,경기 용인시 수지구,성남 우편집중국,7,1,중부권 광역우편물류센터,0,0,성남 우편집중국,중부권 광역우편물류센터,0,0,안동 우편집중국,0,20,중부권 광역우편물류센터,안동 우편집중국,0,0,경북 청송군,0,안동 우편집중국,경북 청송군,90.4,0
"['전남 담양군', 1]","['경북 영주시', 0]","[['광주 우편집중국', 0, 0], ['중부권 광역우편물류센터', 0, 0], ['안동 우편집중국', 0, 19]]","[['전남 담양군', '광주 우편집중국', 6, 1], ['광주 우편집중국', '중부권 광역우편물류센터', 0, 0], ['중부권 광역우편물류센터', '안동 우편집중국', 0, 0], ['안동 우편집중국', '경북 영주시', 56.6, 0]]",0,0,1,P,1,0,0,0,8,전남 담양군,1,광주 우편집중국,0,0,전남 담양군,광주 우편집중국,6,1,중부권 광역우편물류센터,0,0,광주 우편집중국,중부권 광역우편물류센터,0,0,안동 우편집중국,0,19,중부권 광역우편물류센터,안동 우편집중국,0,0,경북 영주시,0,안동 우편집중국,경북 영주시,56.6,0
"['전남 나주시', 1]","['전남 목포시', 0]","[['광주 우편집중국', 0, 0], ['중부권 광역우편물류센터', 0, 0], ['영암 우편집중국', 0, 22]]","[['전남 나주시', '광주 우편집중국', 9, 1], ['광주 우편집중국', '중부권 광역우편물류센터', 0, 0], ['중부권 광역우편물류센터', '영암 우편집중국', 0, 0], ['영암 우편집중국', '전남 목포시', 44.6, 0]]",0,0,1,P,1,0,0,0,9,전남 나주시,1,광주 우편집중국,0,0,전남 나주시,광주 우편집중국,9,1,중부권 광역우편물류센터,0,0,광주 우편집중국,중부권 광역우편물류센터,0,0,영암 우편집중국,0,22,중부권 광역우편물류센터,영암 우편집중국,0,0,전남 목포시,0,영암 우편집중국,전남 목포시,44.6,0
"['경북 영양군', 1]","['경남 함양군', 0]","[['안동 우편집중국', 0, 0], ['중부권 광역우편물류센터', 0, 0], ['진주 우편집중국', 0, 17]]","[['경북 영양군', '안동 우편집중국', 4, 1], ['안동 우편집중국', '중부권 광역우편물류센터', 0, 0], ['중부권 광역우편물류센터', '진주 우편집중국', 0, 0], ['진주 우편집중국', '경남 함양군', 101.5, 0]]",0,0,1,P,1,0,0,1,0,경북 영양군,1,안동 우편집중국,0,0,경북 영양군,안동 우편집중국,4,1,중부권 광역우편물류센터,0,0,안동 우편집중국,중부권 광역우편물류센터,0,0,진주 우편집중국,0,17,중부권 광역우편물류센터,진주 우편집중국,0,0,경남 함양군,0,진주 우편집중국,경남 함양군,101.5,0
