택배번호,출발지,출발시간,경유지1,하차시간,상차시간,거리,통행량,경유지2,하차시간,상차시간,거리,통행량,경유지3,하차시간,상차시간,거리,통행량,도착지,도착시간,거리,통행량
028P10001,전북 고창군,28,234,2,진주 우편집중국,44,56,202,45,중부권 광역우편물류센터,69,0,318,0,울산 우편집중국,0,0,30,0,울산 중구,0,0
028P10002,경남 창원시 진해구,28,80,2,창원 우편집중국,33,45,251,19,중부권 광역우편물류센터,62,184,233,4,순천 집중과,200,0,84,0,전남 보성군,0,0
028P10003,충남 부여군,28,116,1,대전 우편집중국,36,48,53,4,중부권 광역우편물류센터,52,136,202,11,진주 우편집중국,149,161,180,4,전북 임실군,0,0
028P10004,경기 고양시 덕양구,28,30,1,고양 우편집중국,30,42,268,19,중부권 광역우편물류센터,60,184,199,14,광주 우편집중국,197,0,82,0,전남 영광군,0,0
028P10005,대구 달성군,28,54,2,대구 우편집중국,32,44,192,22,중부권 광역우편물류센터,57,184,295,12,부산 우편집중국,0,0,35,0,부산 북구,0,0
028P10006,경기 여주시,28,75,2,원주 우편집중국,33,45,256,33,중부권 광역우편물류센터,62,184,271,6,포항 우편집중국,0,0,168,0,경북 영천시,0,0
028P10007,대구 동구,28,50,1,대구 우편집중국,31,43,192,24,중부권 광역우편물류센터,56,184,248,11,동서울 우편집중국,0,0,84,0,서울 동대문구,0,0
028P10008,서울 송파구,28,58,1,동서울 우편집중국,32,44,248,28,중부권 광역우편물류센터,61,184,268,7,고양 우편집중국,0,0,39,0,서울 은평구,0,0
028P10009,충북 청주시 서원구,28,30,1,청주 우편집중국,30,42,100,7,중부권 광역우편물류센터,49,136,290,5,영암 우편집중국,155,167,69,2,전남 장흥군,0,0
028P10010,경북 영주시,28,57,2,안동 우편집중국,32,44,216,13,중부권 광역우편물류센터,58,184,192,13,대구 우편집중국,197,0,30,0,대구 북구,0,0
028P10011,대전 유성구,28,46,1,대전 우편집중국,31,43,53,3,중부권 광역우편물류센터,47,88,216,11,안동 우편집중국,102,114,30,4,경북 안동시,0,0
028P10012,경북 청송군,28,90,1,안동 우편집중국,34,46,216,16,중부권 광역우편물류센터,60,184,53,15,대전 우편집중국,188,200,30,4,충남 계룡시,0,0
028P10013,전북 임실군,28,180,1,진주 우편집중국,40,52,202,36,중부권 광역우편물류센터,65,0,233,0,순천 집중과,0,0,58,0,전남 고흥군,0,0
028P10014,충북 증평군,28,58,2,청주 우편집중국,32,44,100,10,중부권 광역우편물류센터,51,136,202,11,진주 우편집중국,149,161,180,4,전북 임실군,0,0
028P10015,경기 의정부시,28,68,1,의정부 우편집중국,33,45,261,21,중부권 광역우편물류센터,62,184,218,12,성남 우편집중국,199,0,58,0,경기 용인시 수지구,0,0
028P10016,경남 함안군,28,49,1,창원 우편집중국,31,43,251,19,중부권 광역우편물류센터,60,184,202,16,진주 우편집중국,197,0,149,0,경남 합천군,0,0
028P10017,경기 여주시,28,75,2,원주 우편집중국,33,45,256,33,중부권 광역우편물류센터,62,184,202,16,진주 우편집중국,197,0,180,0,전북 임실군,0,0
028P10018,경북 구미시,28,76,1,대구 우편집중국,33,45,192,25,중부권 광역우편물류센터,58,184,253,13,부천 우편집중국,0,0,66,0,인천 중구,0,0
028P10019,전북 전주시 완산구,28,214,3,진주 우편집중국,42,54,202,39,중부권 광역우편물류센터,67,0,218,0,성남 우편집중국,0,0,39,0,경기 성남시 분당구,0,0
028P10020,인천 계양구,28,36,1,부천 우편집중국,30,42,253,29,중부권 광역우편물류센터,59,184,216,5,안동 우편집중국,198,0,97,0,경북 상주시,0,0
028P10021,전북 고창군,28,234,2,진주 우편집중국,44,56,202,45,중부권 광역우편물류센터,69,0,199,0,광주 우편집중국,0,0,57,0,광주 북구,0,0
028P10022,충북 증평군,28,58,2,청주 우편집중국,32,44,100,10,중부권 광역우편물류센터,51,136,216,10,안동 우편집중국,150,162,90,4,경북 청송군,0,0
028P10023,인천 연수구,28,70,2,부천 우편집중국,33,45,253,35,중부권 광역우편물류센터,62,184,268,7,고양 우편집중국,0,0,39,0,서울 은평구,0,0
028P10024,경북 포항시 북구,28,30,1,포항 우편집중국,30,42,271,13,중부권 광역우편물류센터,60,184,290,7,영암 우편집중국,0,0,69,0,전남 장흥군,0,0
028P10025,경북 영주시,28,57,2,안동 우편집중국,32,44,216,13,중부권 광역우편물류센터,58,184,256,6,원주 우편집중국,0,0,84,0,강원 평창군,0,0
028P10026,대구 중구,28,30,2,대구 우편집중국,30,42,192,22,중부권 광역우편물류센터,55,160,199,1,광주 우편집중국,173,185,82,3,전남 영광군,0,0
028P10027,경기 안산시 상록구,28,71,2,부천 우편집중국,33,45,253,35,중부권 광역우편물류센터,62,184,216,5,안동 우편집중국,198,0,57,0,경북 봉화군,0,0
028P10028,경기 포천시,28,52,1,의정부 우편집중국,31,43,261,19,중부권 광역우편물류센터,60,184,290,7,영암 우편집중국,0,0,69,0,전남 장흥군,0,0
028P10029,서울 강북구,28,64,1,의정부 우편집중국,32,44,261,20,중부권 광역우편물류센터,61,184,218,12,성남 우편집중국,199,0,56,0,서울 금천구,0,0
028P10030,경기 양주시,28,38,1,의정부 우편집중국,31,43,261,19,중부권 광역우편물류센터,60,184,202,16,진주 우편집중국,197,0,270,0,전북 부안군,0,0
028P10031,경남 산청군,28,82,1,진주 우편집중국,33,45,202,25,중부권 광역우편물류센터,58,184,53,15,대전 우편집중국,188,200,77,4,충남 논산시,0,0
028P10032,충남 천안시 서북구,28,30,1,천안 우편집중국,30,42,133,11,중부권 광역우편물류센터,51,136,199,11,광주 우편집중국,149,161,108,6,전남 함평군,0,0
029P10001,부산 사하구,29,70,1,부산 우편집중국,34,46,295,35,중부권 광역우편물류센터,66,0,268,0,고양 우편집중국,0,0,30,0,경기 고양시 일산동구,0,0
029P10002,충북 청주시 흥덕구,29,44,1,청주 우편집중국,32,44,100,10,중부권 광역우편물류센터,51,136,256,13,원주 우편집중국,153,165,124,3,강원 정선군,0,0
029P10003,충북 음성군,29,97,1,청주 우편집중국,35,47,100,9,중부권 광역우편물류센터,54,136,261,8,의정부 우편집중국,153,165,55,4,경기 연천군,0,0
029P10004,전남 담양군,29,70,1,광주 우편집중국,34,46,199,18,중부권 광역우편물류센터,59,184,261,9,의정부 우편집중국,0,0,55,0,경기 연천군,0,0
029P10005,경남 창원시 의창구,29,35,2,창원 우편집중국,31,43,251,19,중부권 광역우편물류센터,60,184,290,7,영암 우편집중국,0,0,30,0,전남 진도군,0,0
029P10006,경남 창원시 의창구,29,35,2,창원 우편집중국,31,43,251,19,중부권 광역우편물류센터,60,184,53,15,대전 우편집중국,188,200,190,6,충남 보령시,0,0
029P10007,전남 화순군,29,71,1,광주 우편집중국,34,46,199,18,중부권 광역우편물류센터,59,184,271,6,포항 우편집중국,0,0,30,0,경북 영덕군,0,0
029P10008,경기 동두천시,29,45,2,의정부 우편집중국,32,44,261,20,중부권 광역우편물류센터,61,184,192,13,대구 우편집중국,197,0,30,0,대구 중구,0,0
029P10009,경남 창원시 진해구,29,80,2,창원 우편집중국,34,46,251,21,중부권 광역우편물류센터,63,184,192,13,대구 우편집중국,197,0,84,0,경북 군위군,0,0
029P10010,전북 순창군,29,169,4,진주 우편집중국,40,52,202,36,중부권 광역우편물류센터,65,0,229,0,수원 우편집중국,0,0,86,0,경기 오산시,0,0
029P10011,서울 종로구,29,84,2,동서울 우편집중국,35,47,248,28,중부권 광역우편물류센터,64,0,100,0,청주 우편집중국,0,0,87,0,충북 보은군,0,0
029P10012,전남 여수시,29,30,1,순천 집중과,31,43,233,9,중부권 광역우편물류센터,59,184,133,9,천안 우편집중국,193,0,154,0,충남 홍성군,0,0
029P10013,인천 미추홀구,29,61,1,부천 우편집중국,33,45,253,35,중부권 광역우편물류센터,62,184,133,9,천안 우편집중국,193,0,113,0,충남 예산군,0,0
029P10014,인천 계양구,29,36,2,부천 우편집중국,31,43,253,31,중부권 광역우편물류센터,60,184,368,2,강릉 우편집중국,0,0,97,0,강원 속초시,0,0
029P10015,부산 강서구,29,34,1,부산 우편집중국,31,43,295,35,중부권 광역우편물류센터,63,184,192,13,대구 우편집중국,197,0,50,0,대구 동구,0,0
030P10001,강원 원주시,30,30,1,원주 우편집중국,32,44,256,30,중부권 광역우편물류센터,61,184,233,4,순천 집중과,200,0,84,0,전남 보성군,0,0
030P10002,부산 서구,30,70,1,부산 우편집중국,35,47,295,34,중부권 광역우편물류센터,67,0,229,0,수원 우편집중국,0,0,69,0,경기 수원시 팔달구,0,0
030P10003,부산 동구,30,35,1,부산 우편집중국,32,44,295,36,중부권 광역우편물류센터,64,0,248,0,동서울 우편집중국,0,0,213,0,경기 가평군,0,0
030P10004,대전 유성구,30,46,2,대전 우편집중국,33,45,53,2,중부권 광역우편물류센터,49,136,192,13,대구 우편집중국,149,161,55,2,경북 칠곡군,0,0
030P10005,경기 이천시,30,94,1,성남 우편집중국,36,48,218,15,중부권 광역우편물류센터,63,184,295,12,부산 우편집중국,0,0,70,0,부산 서구,0,0
030P10006,경기 부천시,30,36,1,부천 우편집중국,32,44,253,33,중부권 광역우편물류센터,61,184,248,11,동서울 우편집중국,0,0,58,0,서울 송파구,0,0
030P10007,인천 중구,30,66,1,부천 우편집중국,34,46,253,34,중부권 광역우편물류센터,63,184,253,13,부천 우편집중국,0,0,36,0,인천 계양구,0,0
030P10008,경북 영덕군,30,30,1,포항 우편집중국,32,44,271,14,중부권 광역우편물류센터,62,184,53,15,대전 우편집중국,188,200,46,2,대전 유성구,0,0
030P10009,인천 계양구,30,36,2,부천 우편집중국,32,44,253,33,중부권 광역우편물류센터,61,184,192,13,대구 우편집중국,197,0,106,0,경북 김천시,0,0
030P10010,경북 김천시,30,106,1,대구 우편집중국,37,49,192,21,중부권 광역우편물류센터,62,184,199,14,광주 우편집중국,197,0,82,0,전남 영광군,0,0
030P10011,경북 상주시,30,97,1,안동 우편집중국,36,48,216,15,중부권 광역우편물류센터,62,184,253,13,부천 우편집중국,0,0,36,0,서울 강서구,0,0
030P10012,전남 고흥군,30,58,1,순천 집중과,34,46,233,8,중부권 광역우편물류센터,62,184,248,11,동서울 우편집중국,0,0,84,0,서울 성동구,0,0
030P10013,충남 청양군,30,102,1,대전 우편집중국,37,49,53,4,중부권 광역우편물류센터,53,136,218,17,성남 우편집중국,151,163,58,3,경기 용인시 수지구,0,0
030P10014,경북 예천군,30,44,1,안동 우편집중국,33,45,216,15,중부권 광역우편물류센터,59,184,271,6,포항 우편집중국,0,0,168,0,경북 영천시,0,0
030P10015,대구 서구,30,43,1,대구 우편집중국,33,45,192,25,중부권 광역우편물류센터,58,184,133,9,천안 우편집중국,193,0,164,0,충북 영동군,0,0
030P10016,경남 창원시 진해구,30,80,4,창원 우편집중국,35,47,251,20,중부권 광역우편물류센터,64,0,218,0,성남 우편집중국,0,0,56,0,경기 안양시 만안구,0,0
030P10017,강원 홍천군,30,81,2,원주 우편집중국,35,47,256,36,중부권 광역우편물류센터,64,0,192,0,대구 우편집중국,0,0,54,0,경북 경산시,0,0
030P10018,서울 종로구,30,84,3,동서울 우편집중국,36,48,248,30,중부권 광역우편물류센터,65,0,199,0,광주 우편집중국,0,0,70,0,전남 담양군,0,0
030P10019,서울 송파구,30,58,2,동서울 우편집중국,34,46,248,31,중부권 광역우편물류센터,63,0,216,0,안동 우편집중국,0,0,90,0,경북 영양군,0,0
030P10020,강원 평창군,30,84,1,원주 우편집중국,36,48,256,38,중부권 광역우편물류센터,65,0,192,0,대구 우편집중국,0,0,54,0,경북 경산시,0,0
030P10021,서울 동대문구,30,84,2,동서울 우편집중국,36,48,248,30,중부권 광역우편물류센터,65,0,218,0,성남 우편집중국,0,0,72,0,경기 광주시,0,0
030P10022,경남 의령군,30,53,1,진주 우편집중국,34,46,202,27,중부권 광역우편물류센터,59,184,261,9,의정부 우편집중국,0,0,48,0,서울 중랑구,0,0
030P10023,경기 수원시 권선구,30,77,1,수원 우편집중국,35,47,229,13,중부권 광역우편물류센터,62,184,251,4,창원 우편집중국,0,0,80,0,경남 창원시 진해구,0,0
030P10024,경기 과천시,30,48,1,성남 우편집중국,33,45,218,21,중부권 광역우편물류센터,60,184,248,11,동서울 우편집중국,0,0,84,0,서울 성동구,0,0
030P10025,대구 중구,30,30,1,대구 우편집중국,32,44,192,22,중부권 광역우편물류센터,57,184,202,16,진주 우편집중국,197,0,180,0,전북 임실군,0,0
030P10026,인천 부평구,30,36,1,부천 우편집중국,32,44,253,33,중부권 광역우편물류센터,61,184,53,15,대전 우편집중국,188,200,116,6,충남 부여군,0,0
030P10027,부산 사상구,30,70,1,부산 우편집중국,35,47,295,34,중부권 광역우편물류센터,67,0,253,0,부천 우편집중국,0,0,36,0,인천 부평구,0,0
030P10028,충북 영동군,30,164,2,천안 우편집중국,41,53,133,8,중부권 광역우편물류센터,62,184,261,9,의정부 우편집중국,0,0,68,0,경기 의정부시,0,0
030P10029,전남 여수시,30,30,2,순천 집중과,32,44,233,9,중부권 광역우편물류센터,60,184,100,9,청주 우편집중국,191,0,87,0,충북 보은군,0,0
030P10030,경남 창원시 진해구,30,80,4,창원 우편집중국,35,47,251,20,중부권 광역우편물류센터,64,0,295,0,부산 우편집중국,0,0,70,0,부산 부산진구,0,0
030P10031,울산 북구,30,30,1,울산 우편집중국,32,44,318,9,중부권 광역우편물류센터,65,0,192,0,대구 우편집중국,0,0,50,0,대구 동구,0,0
030P10032,부산 기장군,30,65,1,울산 우편집중국,34,46,318,9,중부권 광역우편물류센터,67,0,216,0,안동 우편집중국,0,0,70,0,경북 의성군,0,0
031P10001,충남 청양군,31,102,2,대전 우편집중국,38,50,53,6,중부권 광역우편물류센터,54,136,192,13,대구 우편집중국,149,161,106,4,경북 김천시,0,0
031P10002,충남 서산시,31,128,3,천안 우편집중국,40,52,133,7,중부권 광역우편물류센터,61,184,271,6,포항 우편집중국,0,0,30,0,경북 포항시 북구,0,0
031P10003,강원 양구군,31,108,1,원주 우편집중국,38,50,256,35,중부권 광역우편물류센터,67,0,202,0,진주 우편집중국,0,0,244,0,전북 정읍시,0,0
031P10004,강원 홍천군,31,81,3,원주 우편집중국,36,48,256,38,중부권 광역우편물류센터,65,0,261,0,의정부 우편집중국,0,0,52,0,경기 포천시,0,0
031P10005,충남 금산군,31,154,1,천안 우편집중국,41,53,133,8,중부권 광역우편물류센터,62,184,216,5,안동 우편집중국,198,0,57,0,경북 봉화군,0,0
031P10006,강원 고성군,31,97,1,강릉 우편집중국,37,49,368,10,중부권 광역우편물류센터,74,0,248,0,동서울 우편집중국,0,0,54,0,서울 강동구,0,0
031P10007,경남 진주시,31,34,1,진주 우편집중국,33,45,202,25,중부권 광역우편물류센터,58,184,261,9,의정부 우편집중국,0,0,55,0,경기 연천군,0,0
031P10008,경남 함양군,31,101,2,진주 우편집중국,38,50,202,32,중부권 광역우편물류센터,63,0,318,0,울산 우편집중국,0,0,94,0,경남 양산시,0,0
031P10009,경북 경주시,31,226,4,포항 우편집중국,46,58,271,16,중부권 광역우편물류센터,76,0,318,0,울산 우편집중국,0,0,94,0,경남 양산시,0,0
031P10010,경북 구미시,31,76,2,대구 우편집중국,36,48,192,21,중부권 광역우편물류센터,61,184,202,16,진주 우편집중국,197,0,270,0,전북 부안군,0,0
031P10011,경기 시흥시,31,53,1,부천 우편집중국,35,47,253,33,중부권 광역우편물류센터,64,0,318,0,울산 우편집중국,0,0,94,0,경남 양산시,0,0
031P10012,강원 횡성군,31,54,1,원주 우편집중국,35,47,256,36,중부권 광역우편물류센터,64,0,256,0,원주 우편집중국,0,0,150,0,강원 인제군,0,0
031P10013,경기 광명시,31,60,1,성남 우편집중국,35,47,218,15,중부권 광역우편물류센터,62,184,248,11,동서울 우편집중국,0,0,79,0,서울 서초구,0,0
031P10014,충남 논산시,31,77,1,대전 우편집중국,36,48,53,4,중부권 광역우편물류센터,52,136,248,14,동서울 우편집중국,153,165,36,4,서울 성북구,0,0
