택배번호,출발지,출발시간,거리,통행량,경유지1,하차시간,상차시간,거리,통행량,경유지2,하차시간,상차시간,거리,통행량,경유지3,하차시간,상차시간,거리,통행량,도착지,도착시간
005P10129,경북 구미시,5,76,6,대구 우편집중국,9,21,192,109,중부권 광역우편물류센터,31,43,218,100,성남 우편집중국,54,66,48,7,경기 과천시,68
005P10130,경남 창원시 진해구,5,80,8,창원 우편집중국,9,21,251,60,중부권 광역우편물류센터,34,46,229,68,수원 우편집중국,57,69,77,6,경기 수원시 권선구,73
005P10131,부산 연제구,5,60,4,부산 우편집중국,8,20,295,89,중부권 광역우편물류센터,35,59,248,125,동서울 우편집중국,71,83,40,13,경기 남양주시,85
005P10132,강원 횡성군,5,54,6,원주 우편집중국,8,20,256,61,중부권 광역우편물류센터,33,45,253,116,부천 우편집중국,58,70,61,10,인천 남동구,73
005P10133,서울 동작구,5,51,3,성남 우편집중국,8,20,218,99,중부권 광역우편물류센터,31,43,271,23,포항 우편집중국,57,69,30,4,경북 포항시 북구,71
005P10134,충남 천안시 동남구,5,30,3,천안 우편집중국,7,19,133,29,중부권 광역우편물류센터,26,38,248,13,동서울 우편집중국,50,62,51,1,경기 하남시,65
005P10135,경기 용인시 기흥구,5,58,5,성남 우편집중국,8,20,218,99,중부권 광역우편물류센터,31,43,202,83,진주 우편집중국,53,65,189,6,전북 완주군,74
005P10136,경기 남양주시,5,40,3,동서울 우편집중국,7,19,248,53,중부권 광역우편물류센터,31,43,218,100,성남 우편집중국,54,66,60,6,경기 광명시,69
005P10137,경기 안산시 단원구,5,68,3,부천 우편집중국,8,20,253,115,중부권 광역우편물류센터,33,45,318,50,울산 우편집중국,61,73,30,7,울산 북구,75
005P10138,전북 진안군,5,150,7,진주 우편집중국,13,25,202,159,중부권 광역우편물류센터,35,59,192,119,대구 우편집중국,69,81,43,18,대구 서구,83
005P10139,경북 구미시,5,76,6,대구 우편집중국,9,21,192,109,중부권 광역우편물류센터,31,43,295,77,부산 우편집중국,58,70,70,9,부산 사하구,74
005P10140,서울 광진구,5,30,2,동서울 우편집중국,7,19,248,53,중부권 광역우편물류센터,31,43,192,79,대구 우편집중국,53,65,84,6,경북 군위군,69
005P10141,인천 중구,5,66,3,부천 우편집중국,8,20,253,115,중부권 광역우편물류센터,33,45,318,50,울산 우편집중국,61,73,94,5,경남 양산시,78
005P10142,경기 이천시,5,94,11,성남 우편집중국,10,22,218,152,중부권 광역우편물류센터,33,45,218,130,성남 우편집중국,56,68,72,13,경기 광주시,72
005P10143,경기 안산시 상록구,5,71,3,부천 우편집중국,9,21,253,139,중부권 광역우편물류센터,34,46,261,83,의정부 우편집중국,59,71,38,11,경기 양주시,73
005P10144,경남 함안군,5,49,1,창원 우편집중국,7,19,251,38,중부권 광역우편물류센터,32,44,199,66,광주 우편집중국,54,66,108,5,전남 함평군,71
005P10145,광주 서구,5,150,8,광주 우편집중국,13,25,199,122,중부권 광역우편물류센터,35,59,53,111,대전 우편집중국,62,74,77,15,충남 논산시,78
005P10146,충남 부여군,5,116,5,대전 우편집중국,11,23,53,46,중부권 광역우편물류센터,26,38,133,16,천안 우편집중국,45,57,30,1,충남 천안시 동남구,59
005P10147,경기 성남시 수정구,5,43,2,성남 우편집중국,7,19,218,81,중부권 광역우편물류센터,30,42,218,81,성남 우편집중국,53,65,72,6,경기 광주시,69
005P10148,경남 함양군,5,101,4,진주 우편집중국,10,22,202,94,중부권 광역우편물류센터,32,44,253,108,부천 우편집중국,57,69,71,7,경기 안산시 상록구,73
005P10149,전남 곡성군,5,92,6,광주 우편집중국,10,22,199,81,중부권 광역우편물류센터,32,44,368,29,강릉 우편집중국,62,74,68,4,강원 양양군,77
005P10150,강원 정선군,5,124,4,원주 우편집중국,11,23,256,97,중부권 광역우편물류센터,36,59,268,49,고양 우편집중국,72,84,39,15,서울 은평구,86
005P10151,부산 부산진구,5,70,3,부산 우편집중국,9,21,295,113,중부권 광역우편물류센터,36,59,216,71,안동 우편집중국,70,82,90,12,경북 영양군,86
005P10152,경기 광명시,5,60,5,성남 우편집중국,8,20,218,99,중부권 광역우편물류센터,31,43,229,36,수원 우편집중국,54,66,30,6,경기 수원시 영통구,68
005P10153,전남 신안군,5,45,2,영암 우편집중국,7,19,290,46,중부권 광역우편물류센터,33,45,100,46,청주 우편집중국,50,62,30,12,충북 청주시 청원구,64
005P10154,전남 구례군,5,128,8,광주 우편집중국,11,23,199,96,중부권 광역우편물류센터,33,45,202,125,진주 우편집중국,55,67,102,4,경남 함양군,72
005P10155,경기 양평군,5,144,8,동서울 우편집중국,12,24,248,121,중부권 광역우편물류센터,36,59,261,88,의정부 우편집중국,72,84,53,13,경기 구리시,87
005P10156,부산 기장군,5,65,4,울산 우편집중국,8,20,318,32,중부권 광역우편물류센터,36,59,253,129,부천 우편집중국,72,84,70,16,인천 연수구,88
005P10157,충남 천안시 동남구,5,30,3,천안 우편집중국,7,19,133,29,중부권 광역우편물류센터,26,38,133,16,천안 우편집중국,45,57,175,3,전북 무주군,66
005P10158,인천 남동구,5,61,7,부천 우편집중국,8,20,253,115,중부권 광역우편물류센터,33,45,218,130,성남 우편집중국,56,68,43,8,경기 성남시 수정구,70
005P10159,경북 울진군,5,30,2,포항 우편집중국,7,19,271,23,중부권 광역우편물류센터,33,45,218,130,성남 우편집중국,56,68,94,7,경기 이천시,73
005P10160,전북 남원시,5,142,6,진주 우편집중국,12,24,202,142,중부권 광역우편물류센터,34,46,133,69,천안 우편집중국,53,65,30,8,충남 천안시 동남구,67
005P10161,전북 완주군,5,189,10,진주 우편집중국,14,26,202,181,중부권 광역우편물류센터,36,59,248,125,동서울 우편집중국,71,83,84,24,서울 용산구,87
005P10162,충북 보은군,5,87,3,청주 우편집중국,9,21,100,56,중부권 광역우편물류센터,26,38,133,16,천안 우편집중국,45,57,128,1,충남 태안군,63
005P10163,경기 부천시,5,36,1,부천 우편집중국,7,19,253,85,중부권 광역우편물류센터,32,44,295,98,부산 우편집중국,59,71,35,5,부산 동구,73
005P10164,경북 영양군,5,90,1,안동 우편집중국,9,21,216,54,중부권 광역우편물류센터,32,44,295,98,부산 우편집중국,59,71,35,5,부산 동구,73
005P10165,충남 천안시 동남구,5,30,3,천안 우편집중국,7,19,133,29,중부권 광역우편물류센터,26,38,295,21,부산 우편집중국,53,65,60,3,부산 연제구,68
005P10166,전남 무안군,5,63,3,영암 우편집중국,8,20,290,60,중부권 광역우편물류센터,34,46,229,68,수원 우편집중국,57,69,69,11,경기 수원시 팔달구,72
005P10167,충남 천안시 서북구,5,30,3,천안 우편집중국,7,19,133,29,중부권 광역우편물류센터,26,38,253,24,부천 우편집중국,51,63,36,2,인천 부평구,65
005P10168,서울 구로구,5,88,6,성남 우편집중국,9,21,218,128,중부권 광역우편물류센터,32,44,248,76,동서울 우편집중국,56,68,213,5,경기 가평군,79
005P10169,경남 통영시,5,136,8,창원 우편집중국,12,24,251,94,중부권 광역우편물류센터,37,59,261,88,의정부 우편집중국,72,84,38,20,경기 양주시,86
005P10170,충북 진천군,5,71,3,청주 우편집중국,9,21,100,56,중부권 광역우편물류센터,26,38,368,5,강릉 우편집중국,56,68,97,1,강원 속초시,73
005P10171,경북 예천군,5,44,3,안동 우편집중국,7,19,216,37,중부권 광역우편물류센터,30,42,199,51,광주 우편집중국,52,64,150,5,광주 서구,72
005P10172,충북 옥천군,5,135,2,천안 우편집중국,12,24,133,83,중부권 광역우편물류센터,31,43,133,49,천안 우편집중국,50,62,113,5,충남 예산군,68
005P10173,인천 남동구,5,61,7,부천 우편집중국,8,20,253,115,중부권 광역우편물류센터,33,45,290,58,영암 우편집중국,59,71,50,5,전남 해남군,73
005P10174,전남 구례군,5,128,8,광주 우편집중국,11,23,199,96,중부권 광역우편물류센터,33,45,290,58,영암 우편집중국,59,71,45,6,전남 목포시,73
005P10175,서울 성동구,5,84,3,동서울 우편집중국,9,21,248,83,중부권 광역우편물류센터,33,45,133,61,천안 우편집중국,52,64,30,6,충남 천안시 동남구,66
005P10176,부산 동구,5,35,1,부산 우편집중국,7,19,295,73,중부권 광역우편물류센터,34,46,295,126,부산 우편집중국,61,73,70,7,부산 서구,77
005P10177,인천 서구,5,47,3,부천 우편집중국,7,19,253,85,중부권 광역우편물류센터,32,44,251,56,창원 우편집중국,57,69,117,9,경남 고성군,75
005P10178,대전 동구,5,57,3,대전 우편집중국,8,20,53,40,중부권 광역우편물류센터,23,35,133,6,천안 우편집중국,42,54,135,1,충북 옥천군,61
005P10179,서울 노원구,5,64,3,의정부 우편집중국,8,20,261,60,중부권 광역우편물류센터,33,45,248,94,동서울 우편집중국,57,69,54,7,서울 강동구,72
005P10180,전남 완도군,5,50,3,영암 우편집중국,7,19,290,46,중부권 광역우편물류센터,33,45,229,58,수원 우편집중국,56,68,77,7,경기 수원시 장안구,72
005P10181,대구 서구,5,43,4,대구 우편집중국,7,19,192,79,중부권 광역우편물류센터,29,41,199,40,광주 우편집중국,51,63,92,5,전남 곡성군,68
005P10182,서울 용산구,5,84,8,동서울 우편집중국,9,21,248,83,중부권 광역우편물류센터,33,45,271,36,포항 우편집중국,59,71,168,3,경북 영천시,79
005P10183,전남 목포시,5,45,4,영암 우편집중국,7,19,290,46,중부권 광역우편물류센터,33,45,233,31,순천 집중과,57,69,47,8,전남 광양시,71
005P10184,전남 강진군,5,50,3,영암 우편집중국,7,19,290,46,중부권 광역우편물류센터,33,45,53,48,대전 우편집중국,48,60,57,11,대전 중구,63
005P10185,전남 광양시,5,47,1,순천 집중과,7,19,233,31,중부권 광역우편물류센터,31,43,202,83,진주 우편집중국,53,65,34,5,경남 진주시,67
005P10186,인천 연수구,5,70,8,부천 우편집중국,9,21,253,139,중부권 광역우편물류센터,34,46,271,45,포항 우편집중국,60,72,30,5,경북 포항시 북구,74
005P10187,충남 천안시 서북구,5,30,3,천안 우편집중국,7,19,133,29,중부권 광역우편물류센터,26,38,295,21,부산 우편집중국,53,65,34,4,부산 강서구,67
005P10188,경기 파주시,5,48,3,고양 우편집중국,7,19,268,40,중부권 광역우편물류센터,32,44,290,44,영암 우편집중국,58,70,50,5,전남 강진군,72
005P10189,서울 동작구,5,51,3,성남 우편집중국,8,20,218,99,중부권 광역우편물류센터,31,43,53,38,대전 우편집중국,46,58,46,9,대전 유성구,60
005P10190,광주 광산구,5,202,4,광주 우편집중국,15,27,199,135,중부권 광역우편물류센터,37,59,253,129,부천 우편집중국,72,84,36,15,서울 강서구,86
005P10191,경기 수원시 팔달구,5,69,5,수원 우편집중국,8,20,229,48,중부권 광역우편물류센터,31,43,192,79,대구 우편집중국,53,65,80,4,경북 고령군,69
005P10192,대전 유성구,5,46,3,대전 우편집중국,7,19,53,34,중부권 광역우편물류센터,22,34,256,6,원주 우편집중국,47,59,108,1,강원 춘천시,64
005P10193,인천 옹진군,5,66,4,부천 우편집중국,8,20,253,115,중부권 광역우편물류센터,33,45,261,74,의정부 우편집중국,58,70,64,9,서울 강북구,73
005P10194,경기 화성시,5,110,3,수원 우편집중국,11,23,229,66,중부권 광역우편물류센터,34,46,202,144,진주 우편집중국,56,68,102,5,경남 함양군,73
005P10195,경남 사천시,5,42,3,진주 우편집중국,7,19,202,36,중부권 광역우편물류센터,29,41,202,58,진주 우편집중국,51,63,306,2,전북 군산시,78
005P10196,강원 춘천시,5,108,7,원주 우편집중국,10,22,256,83,중부권 광역우편물류센터,35,59,253,129,부천 우편집중국,72,84,74,15,인천 동구,88
005P10197,서울 마포구,5,42,4,고양 우편집중국,7,19,268,40,중부권 광역우편물류센터,32,44,216,48,안동 우편집중국,55,67,44,7,경북 예천군,69
005P10198,서울 동대문구,5,84,8,동서울 우편집중국,9,21,248,83,중부권 광역우편물류센터,33,45,295,115,부산 우편집중국,60,72,60,9,부산 연제구,75
005P10199,대구 동구,5,50,2,대구 우편집중국,7,19,192,79,중부권 광역우편물류센터,29,41,253,58,부천 우편집중국,54,66,96,4,인천 강화군,71
005P10200,전남 보성군,5,84,7,순천 집중과,9,21,233,45,중부권 광역우편물류센터,33,45,53,48,대전 우편집중국,48,60,156,7,충남 서천군,68
005P10201,전북 전주시 덕진구,5,190,8,진주 우편집중국,15,27,202,202,중부권 광역우편물류센터,37,59,202,175,진주 우편집중국,69,81,270,14,전북 부안군,95
005P10202,서울 은평구,5,39,2,고양 우편집중국,7,19,268,40,중부권 광역우편물류센터,32,44,248,76,동서울 우편집중국,56,68,30,6,서울 광진구,70
005P10203,전남 무안군,5,63,3,영암 우편집중국,8,20,290,60,중부권 광역우편물류센터,34,46,295,126,부산 우편집중국,61,73,152,13,부산 해운대구,81
005P10204,강원 양구군,5,108,4,원주 우편집중국,10,22,256,83,중부권 광역우편물류센터,35,59,256,115,원주 우편집중국,72,84,84,21,강원 평창군,88
005P10205,서울 관악구,5,56,2,성남 우편집중국,8,20,218,99,중부권 광역우편물류센터,31,43,202,83,진주 우편집중국,53,65,200,3,전북 익산시,75
005P10206,대전 동구,5,57,3,대전 우편집중국,8,20,53,40,중부권 광역우편물류센터,23,35,218,12,성남 우편집중국,46,58,48,2,경기 과천시,60
005P10207,인천 계양구,5,36,1,부천 우편집중국,7,19,253,85,중부권 광역우편물류센터,32,44,218,112,성남 우편집중국,55,67,72,12,경기 광주시,71
005P10208,부산 사상구,5,70,7,부산 우편집중국,9,21,295,113,중부권 광역우편물류센터,36,59,202,175,진주 우편집중국,69,81,53,13,경남 의령군,84
005P10209,강원 동해시,5,72,1,강릉 우편집중국,9,21,368,27,중부권 광역우편물류센터,39,59,253,129,부천 우편집중국,72,84,47,19,인천 서구,86
005P10210,광주 동구,5,71,5,광주 우편집중국,9,21,199,69,중부권 광역우편물류센터,31,43,253,88,부천 우편집중국,56,68,36,6,경기 부천시,70
005P10211,인천 미추홀구,5,61,6,부천 우편집중국,8,20,253,115,중부권 광역우편물류센터,33,45,218,130,성남 우편집중국,56,68,58,8,경기 용인시 기흥구,71
005P10212,충북 단양군,5,98,4,원주 우편집중국,10,22,256,83,중부권 광역우편물류센터,35,59,202,175,진주 우편집중국,69,81,73,19,경남 남해군,85
005P10213,강원 평창군,5,84,2,원주 우편집중국,9,21,256,71,중부권 광역우편물류센터,34,46,53,50,대전 우편집중국,49,61,77,8,충남 논산시,65
005P10214,서울 양천구,5,36,1,부천 우편집중국,7,19,253,85,중부권 광역우편물류센터,32,44,192,103,대구 우편집중국,54,66,79,7,경북 청도군,70
005P10215,전남 장성군,5,39,4,광주 우편집중국,7,19,199,37,중부권 광역우편물류센터,29,41,216,23,안동 우편집중국,52,64,57,3,경북 봉화군,67
005P10216,전북 익산시,5,200,10,진주 우편집중국,15,27,202,202,중부권 광역우편물류센터,37,59,248,125,동서울 우편집중국,71,83,213,17,경기 가평군,94
005P10217,경기 군포시,5,56,7,성남 우편집중국,8,20,218,99,중부권 광역우편물류센터,31,43,192,79,대구 우편집중국,53,65,50,8,대구 동구,67
005P10218,경북 영주시,5,57,3,안동 우편집중국,8,20,216,46,중부권 광역우편물류센터,31,43,253,88,부천 우편집중국,56,68,61,9,인천 남동구,71
005P10219,경남 창원시 진해구,5,80,8,창원 우편집중국,9,21,251,60,중부권 광역우편물류센터,34,46,216,70,안동 우편집중국,57,69,97,11,경북 상주시,74
005P10220,경남 창녕군,5,75,3,창원 우편집중국,9,21,251,60,중부권 광역우편물류센터,34,46,295,126,부산 우편집중국,61,73,60,7,부산 동래구,76
005P10221,경북 구미시,5,76,6,대구 우편집중국,9,21,192,109,중부권 광역우편물류센터,31,43,218,100,성남 우편집중국,54,66,43,4,경기 성남시 수정구,68
005P10222,강원 춘천시,5,108,7,원주 우편집중국,10,22,256,83,중부권 광역우편물류센터,35,59,202,175,진주 우편집중국,69,81,102,14,경남 함양군,86
005P10223,전북 고창군,5,234,8,진주 우편집중국,17,29,202,227,중부권 광역우편물류센터,39,59,271,58,포항 우편집중국,73,85,30,21,경북 울진군,87
005P10224,전북 정읍시,5,244,5,진주 우편집중국,17,29,202,227,중부권 광역우편물류센터,39,59,202,175,진주 우편집중국,69,81,306,15,전북 군산시,96
005P10225,충남 홍성군,5,154,5,천안 우편집중국,13,25,133,91,중부권 광역우편물류센터,32,44,218,112,성남 우편집중국,55,67,56,8,서울 금천구,70
005P10226,서울 구로구,5,88,6,성남 우편집중국,9,21,218,128,중부권 광역우편물류센터,32,44,100,41,청주 우편집중국,49,61,65,6,충북 청주시 상당구,64
005P10227,서울 구로구,5,88,6,성남 우편집중국,9,21,218,128,중부권 광역우편물류센터,32,44,229,44,수원 우편집중국,55,67,30,7,경기 수원시 영통구,69
005P10228,전남 여수시,5,30,3,순천 집중과,7,19,233,31,중부권 광역우편물류센터,31,43,218,100,성남 우편집중국,54,66,60,6,경기 광명시,69
005P10229,전북 전주시 덕진구,5,190,8,진주 우편집중국,15,27,202,202,중부권 광역우편물류센터,37,59,248,125,동서울 우편집중국,71,83,54,14,서울 강동구,86
005P10230,울산 남구,5,30,2,울산 우편집중국,7,19,318,24,중부권 광역우편물류센터,35,59,251,85,창원 우편집중국,72,84,80,20,경남 창원시 진해구,88
005P10231,충북 청주시 서원구,5,30,5,청주 우편집중국,7,19,100,50,중부권 광역우편물류센터,24,36,233,1,순천 집중과,48,60,84,1,전남 보성군,64
005P10232,경기 고양시 일산동구,5,30,1,고양 우편집중국,7,19,268,40,중부권 광역우편물류센터,32,44,251,56,창원 우편집중국,57,69,136,5,경남 거제시,76
005P10233,전남 무안군,5,63,3,영암 우편집중국,8,20,290,60,중부권 광역우편물류센터,34,46,192,132,대구 우편집중국,56,68,30,11,대구 북구,70
005P10234,전남 강진군,5,50,3,영암 우편집중국,7,19,290,46,중부권 광역우편물류센터,33,45,318,50,울산 우편집중국,61,73,35,6,울산 울주군,75
005P10235,경기 안산시 상록구,5,71,3,부천 우편집중국,9,21,253,139,중부권 광역우편물류센터,34,46,318,59,울산 우편집중국,62,74,30,9,울산 북구,76
005P10236,충북 보은군,5,87,3,청주 우편집중국,9,21,100,56,중부권 광역우편물류센터,26,38,218,23,성남 우편집중국,49,61,56,2,경기 안양시 만안구,64
005P10237,경기 여주시,5,75,9,원주 우편집중국,9,21,256,71,중부권 광역우편물류센터,34,46,192,132,대구 우편집중국,56,68,55,9,경북 칠곡군,71
005P10238,인천 중구,5,66,3,부천 우편집중국,8,20,253,115,중부권 광역우편물류센터,33,45,53,48,대전 우편집중국,48,60,46,13,대전 유성구,62
005P10239,경기 용인시 처인구,5,64,3,성남 우편집중국,8,20,218,99,중부권 광역우편물류센터,31,43,133,49,천안 우편집중국,50,62,175,7,전북 무주군,71
005P10240,경기 오산시,5,86,4,수원 우편집중국,9,21,229,52,중부권 광역우편물류센터,32,44,133,57,천안 우편집중국,51,63,175,8,전북 무주군,72
005P10241,경북 포항시 북구,5,30,2,포항 우편집중국,7,19,271,23,중부권 광역우편물류센터,33,45,100,46,청주 우편집중국,50,62,65,7,충북 청주시 상당구,65
005P10242,서울 강북구,5,64,4,의정부 우편집중국,8,20,261,60,중부권 광역우편물류센터,33,45,271,36,포항 우편집중국,59,71,226,5,경북 경주시,82
005P10243,충북 영동군,5,164,7,천안 우편집중국,13,25,133,91,중부권 광역우편물류센터,32,44,218,112,성남 우편집중국,55,67,94,6,경기 이천시,72
005P10244,울산 동구,5,30,4,울산 우편집중국,7,19,318,24,중부권 광역우편물류센터,35,59,261,88,의정부 우편집중국,72,84,45,18,경기 동두천시,86
005P10245,전북 장수군,5,133,5,진주 우편집중국,12,24,202,142,중부권 광역우편물류센터,34,46,53,50,대전 우편집중국,49,61,156,9,충남 서천군,69
005P10246,부산 기장군,5,65,4,울산 우편집중국,8,20,318,32,중부권 광역우편물류센터,36,59,256,115,원주 우편집중국,72,84,108,20,강원 양구군,89
005P10247,전남 고흥군,5,58,6,순천 집중과,8,20,233,39,중부권 광역우편물류센터,32,44,256,89,원주 우편집중국,57,69,54,7,강원 횡성군,72
005P10248,경기 동두천시,5,45,1,의정부 우편집중국,7,19,261,50,중부권 광역우편물류센터,32,44,290,44,영암 우편집중국,58,70,45,6,전남 신안군,72
006P10001,강원 태백시,6,227,12,원주 우편집중국,17,29,256,168,중부권 광역우편물류센터,42,59,100,72,청주 우편집중국,64,76,44,12,충북 충주시,78
006P10002,경북 군위군,6,84,8,대구 우편집중국,10,22,192,135,중부권 광역우편물류센터,32,44,202,100,진주 우편집중국,54,66,34,7,경남 진주시,68
006P10003,서울 양천구,6,36,3,부천 우편집중국,8,20,253,115,중부권 광역우편물류센터,33,45,261,74,의정부 우편집중국,58,70,55,9,강원 철원군,73
006P10004,충북 진천군,6,71,4,청주 우편집중국,10,22,100,54,중부권 광역우편물류센터,27,39,218,30,성남 우편집중국,50,62,58,2,경기 용인시 수지구,65
006P10005,전북 임실군,6,180,4,진주 우편집중국,15,27,202,202,중부권 광역우편물류센터,37,59,192,119,대구 우편집중국,69,81,50,19,대구 수성구,83
006P10006,충남 서천군,6,156,11,대전 우편집중국,14,26,53,43,중부권 광역우편물류센터,29,41,318,23,울산 우편집중국,57,69,30,3,울산 동구,71
006P10007,경기 안성시,6,114,9,수원 우편집중국,12,24,229,76,중부권 광역우편물류센터,35,59,53,111,대전 우편집중국,62,74,156,14,충남 서천군,82
006P10008,경북 청송군,6,90,5,안동 우편집중국,10,22,216,69,중부권 광역우편물류센터,33,45,233,31,순천 집중과,57,69,58,9,전남 고흥군,72
006P10009,경기 김포시,6,36,6,고양 우편집중국,8,20,268,54,중부권 광역우편물류센터,33,45,229,58,수원 우편집중국,56,68,114,9,경기 안성시,74
006P10010,경기 의왕시,6,66,2,성남 우편집중국,9,21,218,128,중부권 광역우편물류센터,32,44,295,98,부산 우편집중국,59,71,60,8,부산 연제구,74
006P10011,경남 남해군,6,73,6,진주 우편집중국,10,22,202,94,중부권 광역우편물류센터,32,44,192,103,대구 우편집중국,54,66,79,7,경북 청도군,70
006P10012,대전 대덕구,6,66,2,대전 우편집중국,9,21,53,38,중부권 광역우편물류센터,24,36,268,4,고양 우편집중국,49,61,30,3,경기 고양시 일산서구,63
006P10013,경기 이천시,6,94,11,성남 우편집중국,11,23,218,171,중부권 광역우편물류센터,34,46,268,64,고양 우편집중국,59,71,30,5,경기 고양시 일산동구,73
006P10014,경기 가평군,6,213,9,동서울 우편집중국,17,29,248,183,중부권 광역우편물류센터,41,59,192,119,대구 우편집중국,69,81,76,14,경북 구미시,85
006P10015,울산 동구,6,30,5,울산 우편집중국,8,20,318,32,중부권 광역우편물류센터,36,59,290,70,영암 우편집중국,73,85,50,14,전남 영암군,87
006P10016,경남 산청군,6,82,2,진주 우편집중국,10,22,202,94,중부권 광역우편물류센터,32,44,202,100,진주 우편집중국,54,66,133,7,전북 장수군,73
006P10017,전남 곡성군,6,92,7,광주 우편집중국,11,23,199,96,중부권 광역우편물류센터,33,45,248,94,동서울 우편집중국,57,69,144,6,경기 양평군,76
006P10018,경기 안산시 단원구,6,68,5,부천 우편집중국,9,21,253,139,중부권 광역우편물류센터,34,46,218,146,성남 우편집중국,57,69,64,8,경기 용인시 처인구,72
006P10019,강원 홍천군,6,81,6,원주 우편집중국,10,22,256,83,중부권 광역우편물류센터,35,59,253,129,부천 우편집중국,72,84,66,14,인천 중구,87
006P10020,서울 구로구,6,88,6,성남 우편집중국,10,22,218,152,중부권 광역우편물류센터,33,45,229,58,수원 우편집중국,56,68,105,7,경기 평택시,73
006P10021,전남 영광군,6,82,6,광주 우편집중국,10,22,199,81,중부권 광역우편물류센터,32,44,256,89,원주 우편집중국,57,69,81,5,강원 홍천군,73
006P10022,서울 용산구,6,84,7,동서울 우편집중국,10,22,248,95,중부권 광역우편물류센터,34,46,253,130,부천 우편집중국,59,71,61,11,인천 남동구,74
006P10023,부산 해운대구,6,152,8,부산 우편집중국,14,26,295,210,중부권 광역우편물류센터,41,59,202,175,진주 우편집중국,69,81,284,9,전북 김제시,95
006P10024,대전 중구,6,57,4,대전 우편집중국,9,21,53,38,중부권 광역우편물류센터,24,36,295,11,부산 우편집중국,51,63,35,2,부산 북구,65
006P10025,경남 거창군,6,124,5,진주 우편집중국,12,24,202,142,중부권 광역우편물류센터,34,46,202,144,진주 우편집중국,56,68,189,12,전북 완주군,77
006P10026,경남 함양군,6,101,7,진주 우편집중국,11,23,202,121,중부권 광역우편물류센터,33,45,229,58,수원 우편집중국,56,68,105,7,경기 평택시,73
006P10027,경북 경주시,6,226,8,포항 우편집중국,17,29,271,69,중부권 광역우편물류센터,43,59,253,129,부천 우편집중국,72,84,66,14,인천 중구,87
006P10028,부산 연제구,6,60,6,부산 우편집중국,9,21,295,113,중부권 광역우편물류센터,36,59,256,115,원주 우편집중국,72,84,81,12,강원 홍천군,88
006P10029,광주 북구,6,57,6,광주 우편집중국,9,21,199,69,중부권 광역우편물류센터,31,43,271,23,포항 우편집중국,57,69,30,4,경북 포항시 북구,71
006P10030,강원 태백시,6,227,12,원주 우편집중국,17,29,256,168,중부권 광역우편물류센터,42,59,202,175,진주 우편집중국,69,81,180,12,전북 임실군,90
006P10031,경기 가평군,6,213,9,동서울 우편집중국,17,29,248,183,중부권 광역우편물류센터,41,59,253,129,부천 우편집중국,72,84,47,19,인천 서구,86
006P10032,경기 이천시,6,94,11,성남 우편집중국,11,23,218,171,중부권 광역우편물류센터,34,46,256,107,원주 우편집중국,59,71,227,10,강원 태백시,82
006P10033,부산 사상구,6,70,8,부산 우편집중국,10,22,295,136,중부권 광역우편물류센터,37,59,216,71,안동 우편집중국,70,82,30,18,경북 안동시,84
006P10034,서울 도봉구,6,64,2,의정부 우편집중국,9,21,261,78,중부권 광역우편물류센터,34,46,218,146,성남 우편집중국,57,69,72,17,경기 광주시,73
006P10035,전북 익산시,6,200,13,진주 우편집중국,16,28,202,212,중부권 광역우편물류센터,38,59,318,77,울산 우편집중국,75,87,30,19,울산 동구,89
006P10036,충북 보은군,6,87,4,청주 우편집중국,10,22,100,54,중부권 광역우편물류센터,27,39,216,13,안동 우편집중국,50,62,90,3,경북 청송군,66
006P10037,전남 신안군,6,45,5,영암 우편집중국,8,20,290,60,중부권 광역우편물류센터,34,46,229,68,수원 우편집중국,57,69,77,6,경기 수원시 권선구,73
006P10038,전남 곡성군,6,92,7,광주 우편집중국,11,23,199,96,중부권 광역우편물류센터,33,45,53,48,대전 우편집중국,48,60,46,4,대전 서구,62
006P10039,인천 강화군,6,96,5,부천 우편집중국,11,23,253,180,중부권 광역우편물류센터,36,59,218,143,성남 우편집중국,70,82,64,16,경기 용인시 처인구,85
006P10040,광주 서구,6,150,11,광주 우편집중국,14,26,199,131,중부권 광역우편물류센터,36,59,53,111,대전 우편집중국,62,74,66,22,대전 대덕구,77
006P10041,전남 완도군,6,50,4,영암 우편집중국,8,20,290,60,중부권 광역우편물류센터,34,46,229,68,수원 우편집중국,57,69,114,11,경기 안성시,75
006P10042,부산 사상구,6,70,8,부산 우편집중국,10,22,295,136,중부권 광역우편물류센터,37,59,192,119,대구 우편집중국,69,81,84,22,경북 군위군,85
006P10043,인천 계양구,6,36,3,부천 우편집중국,8,20,253,115,중부권 광역우편물류센터,33,45,233,31,순천 집중과,57,69,58,9,전남 고흥군,72
006P10044,경남 거제시,6,136,7,창원 우편집중국,13,25,251,105,중부권 광역우편물류센터,38,59,248,125,동서울 우편집중국,71,83,51,13,경기 하남시,86
006P10045,서울 관악구,6,56,5,성남 우편집중국,9,21,218,128,중부권 광역우편물류센터,32,44,256,89,원주 우편집중국,57,69,62,6,충북 제천시,72
006P10046,충남 보령시,6,190,6,대전 우편집중국,16,28,53,35,중부권 광역우편물류센터,31,43,248,63,동서울 우편집중국,55,67,54,4,서울 강동구,70
006P10047,서울 강북구,6,64,4,의정부 우편집중국,9,21,261,78,중부권 광역우편물류센터,34,46,100,53,청주 우편집중국,51,63,71,6,충북 진천군,67
