택배번호,출발지,출발시간,거리,통행량,경유지1,하차시간,상차시간,거리,통행량,경유지2,하차시간,상차시간,거리,통행량,경유지3,하차시간,상차시간,거리,통행량,도착지,도착시간
001P10086,인천 중구,1,66,1,부천 우편집중국,4,16,253,22,중부권 광역우편물류센터,29,41,244,4,인천 옹진군,53
001P10087,전남 영암군,1,50,1,영암 우편집중국,3,15,290,11,중부권 광역우편물류센터,29,41,184,7,대구 남구,50
001P10088,경기 가평군,1,213,3,동서울 우편집중국,12,24,248,121,중부권 광역우편물류센터,36,59,255,10,인천 부평구,72
001P10089,충남 금산군,1,154,1,천안 우편집중국,9,21,133,49,중부권 광역우편물류센터,28,40,240,3,인천 미추홀구,52
001P10090,충북 충주시,1,44,1,청주 우편집중국,3,15,100,4,중부권 광역우편물류센터,20,32,248,1,서울 광진구,44
001P10091,경기 평택시,1,105,1,수원 우편집중국,6,18,229,26,중부권 광역우편물류센터,29,41,202,4,경기 용인시 수지구,51
001P10092,울산 울주군,1,35,3,울산 우편집중국,3,15,318,6,중부권 광역우편물류센터,31,43,257,8,전남 무안군,56
001P10093,경북 청도군,1,79,1,대구 우편집중국,5,17,192,34,중부권 광역우편물류센터,27,39,53,2,충북 옥천군,42
001P10094,인천 강화군,1,96,2,부천 우편집중국,6,18,253,50,중부권 광역우편물류센터,31,43,152,6,전북 정읍시,51
001P10095,대구 동구,1,50,1,대구 우편집중국,3,15,192,12,중부권 광역우편물류센터,25,37,242,1,서울 성북구,49
001P10096,충북 증평군,1,58,2,청주 우편집중국,4,16,100,16,중부권 광역우편물류센터,21,33,212,1,대구 동구,44
001P10097,강원 인제군,1,150,1,원주 우편집중국,9,21,256,71,중부권 광역우편물류센터,34,46,110,7,충남 청양군,52
001P10098,경기 수원시 권선구,1,77,3,수원 우편집중국,5,17,229,18,중부권 광역우편물류센터,28,40,242,2,경남 거제시,52
001P10099,전북 군산시,1,307,2,진주 우편집중국,16,28,202,193,중부권 광역우편물류센터,38,59,368,16,강원 강릉시,77
001P10100,충남 홍성군,1,154,1,천안 우편집중국,9,21,133,49,중부권 광역우편물류센터,28,40,116,1,경북 김천시,46
001P10101,경기 하남시,1,51,3,동서울 우편집중국,4,16,248,11,중부권 광역우편물류센터,28,40,229,3,서울 관악구,51
001P10102,대구 수성구,1,50,2,대구 우편집중국,3,15,192,12,중부권 광역우편물류센터,25,37,360,1,부산 해운대구,55
001P10103,경남 거창군,1,124,2,진주 우편집중국,7,19,202,18,중부권 광역우편물류센터,29,41,198,2,경남 진주시,51
001P10104,인천 강화군,1,96,2,부천 우편집중국,6,18,253,50,중부권 광역우편물류센터,31,43,315,3,부산 동래구,59
001P10105,인천 옹진군,1,66,1,부천 우편집중국,4,16,253,22,중부권 광역우편물류센터,29,41,83,4,충북 영동군,45
001P10106,부산 서구,1,70,3,부산 우편집중국,5,17,295,41,중부권 광역우편물류센터,32,44,242,6,경남 통영시,56
001P10107,전북 순창군,1,169,1,진주 우편집중국,9,21,202,50,중부권 광역우편물류센터,31,43,308,5,부산 영도구,58
001P10108,경북 포항시 남구,1,30,1,포항 우편집중국,3,15,271,6,중부권 광역우편물류센터,29,41,164,3,충남 서천군,49
001P10109,인천 서구,1,47,1,부천 우편집중국,3,15,253,8,중부권 광역우편물류센터,28,40,290,1,강원 홍천군,54
001P10110,부산 해운대구,1,152,2,부산 우편집중국,9,21,295,114,중부권 광역우편물류센터,36,59,430,17,강원 태백시,81
001P10111,울산 중구,1,30,1,울산 우편집중국,3,15,318,6,중부권 광역우편물류센터,31,43,118,5,전북 전주시 덕진구,49
001P10112,경북 의성군,1,70,2,안동 우편집중국,5,17,216,12,중부권 광역우편물류센터,28,40,231,2,강원 영월군,52
001P10113,전북 완주군,1,189,2,진주 우편집중국,10,22,202,64,중부권 광역우편물류센터,32,44,271,4,경북 영덕군,58
001P10114,부산 부산진구,1,70,2,부산 우편집중국,5,17,295,41,중부권 광역우편물류센터,32,44,227,8,경남 하동군,55
001P10115,경기 수원시 권선구,1,77,3,수원 우편집중국,5,17,229,18,중부권 광역우편물류센터,28,40,228,2,경기 하남시,51
001P10116,서울 서초구,1,79,2,동서울 우편집중국,5,17,248,27,중부권 광역우편물류센터,29,41,212,5,대구 수성구,52
001P10117,경남 창원시 마산합포구,1,30,1,창원 우편집중국,3,15,251,4,중부권 광역우편물류센터,28,40,99,2,충북 충주시,45
001P10118,충북 옥천군,1,135,2,천안 우편집중국,8,20,133,31,중부권 광역우편물류센터,27,39,197,2,경남 사천시,49
001P10119,부산 부산진구,1,70,2,부산 우편집중국,5,17,295,41,중부권 광역우편물류센터,32,44,214,4,경북 의성군,55
001P10120,경기 하남시,1,51,3,동서울 우편집중국,4,16,248,11,중부권 광역우편물류센터,28,40,124,2,전북 진안군,46
001P10121,경기 수원시 권선구,1,77,3,수원 우편집중국,5,17,229,18,중부권 광역우편물류센터,28,40,300,1,경남 양산시,55
001P10122,경기 오산시,1,86,3,수원 우편집중국,5,17,229,18,중부권 광역우편물류센터,28,40,242,3,서울 중랑구,52
001P10123,충남 논산시,1,77,3,대전 우편집중국,5,17,53,27,중부권 광역우편물류센터,20,32,118,2,전북 전주시 덕진구,38
001P10124,강원 동해시,1,72,2,강릉 우편집중국,5,17,368,8,중부권 광역우편물류센터,35,47,165,7,경북 상주시,55
001P10125,경기 화성시,1,110,1,수원 우편집중국,7,19,229,34,중부권 광역우편물류센터,30,42,317,7,강원 춘천시,58
001P10126,충북 음성군,1,97,2,청주 우편집중국,6,18,100,38,중부권 광역우편물류센터,23,35,220,1,경기 과천시,46
001P10127,대구 북구,1,30,1,대구 우편집중국,3,15,192,12,중부권 광역우편물류센터,25,37,184,1,전북 김제시,46
001P10128,전북 정읍시,1,244,3,진주 우편집중국,13,25,202,130,중부권 광역우편물류센터,35,47,271,11,경북 포항시 북구,61
001P10129,전남 무안군,1,63,1,영암 우편집중국,4,16,290,26,중부권 광역우편물류센터,30,42,242,3,경북 봉화군,54
001P10130,경북 안동시,1,30,2,안동 우편집중국,3,15,216,3,중부권 광역우편물류센터,26,38,266,4,인천 서구,51
001P10131,경기 가평군,1,213,3,동서울 우편집중국,12,24,248,121,중부권 광역우편물류센터,36,59,287,14,광주 남구,73
001P10132,부산 연제구,1,60,4,부산 우편집중국,4,16,295,20,중부권 광역우편물류센터,31,43,234,3,경북 영양군,55
001P10133,서울 서초구,1,79,2,동서울 우편집중국,5,17,248,27,중부권 광역우편물류센터,29,41,397,5,강원 양양군,61
001P10134,전남 장흥군,1,69,1,영암 우편집중국,4,16,290,26,중부권 광역우편물류센터,30,42,410,7,강원 동해시,62
001P10135,경기 성남시 분당구,1,39,2,성남 우편집중국,3,15,218,3,중부권 광역우편물류센터,26,38,100,3,충남 논산시,43
001P10136,경기 수원시 장안구,1,77,3,수원 우편집중국,5,17,229,18,중부권 광역우편물류센터,28,40,257,3,경기 의정부시,53
001P10137,서울 영등포구,1,36,3,부천 우편집중국,3,15,253,8,중부권 광역우편물류센터,28,40,47,5,대전 대덕구,42
001P10138,경북 청송군,1,90,2,안동 우편집중국,5,17,216,12,중부권 광역우편물류센터,28,40,247,5,경기 부천시,52
001P10139,서울 동대문구,1,84,1,동서울 우편집중국,5,17,248,27,중부권 광역우편물류센터,29,41,273,3,서울 은평구,55
001P10140,강원 강릉시,1,30,2,강릉 우편집중국,3,15,368,2,중부권 광역우편물류센터,33,45,261,7,전남 고흥군,58
001P10141,경기 수원시 영통구,1,30,3,수원 우편집중국,3,15,229,3,중부권 광역우편물류센터,26,38,258,3,서울 강서구,51
001P10142,강원 원주시,1,30,2,원주 우편집중국,3,15,256,2,중부권 광역우편물류센터,28,40,193,2,전북 순창군,50
001P10143,울산 남구,1,30,2,울산 우편집중국,3,15,318,6,중부권 광역우편물류센터,31,43,224,9,서울 강남구,54
001P10144,전남 목포시,1,45,4,영암 우편집중국,3,15,290,11,중부권 광역우편물류센터,29,41,71,4,전북 무주군,45
001P10145,대전 중구,1,57,2,대전 우편집중국,4,16,53,17,중부권 광역우편물류센터,19,31,286,1,전남 보성군,45
001P10146,경기 용인시 기흥구,1,58,1,성남 우편집중국,4,16,218,19,중부권 광역우편물류센터,27,39,308,1,부산 사상구,54
001P10147,광주 광산구,1,202,3,광주 우편집중국,11,23,199,66,중부권 광역우편물류센터,33,45,231,7,강원 영월군,57
001P10148,광주 북구,1,57,4,광주 우편집중국,4,16,199,7,중부권 광역우편물류센터,26,38,257,1,전남 무안군,51
001P10149,경북 문경시,1,119,3,안동 우편집중국,7,19,216,34,중부권 광역우편물류센터,30,42,195,5,대구 달성군,52
001P10150,강원 춘천시,1,108,1,원주 우편집중국,6,18,256,29,중부권 광역우편물류센터,31,43,242,7,경북 봉화군,55
001P10151,서울 중구,1,84,4,동서울 우편집중국,5,17,248,27,중부권 광역우편물류센터,29,41,124,3,충남 부여군,47
001P10152,서울 광진구,1,30,1,동서울 우편집중국,3,15,248,3,중부권 광역우편물류센터,27,39,184,4,대구 서구,48
001P10153,전남 여수시,1,30,2,순천 집중과,3,15,233,3,중부권 광역우편물류센터,27,39,310,2,전남 강진군,55
001P10154,경남 밀양시,1,74,2,부산 우편집중국,5,17,295,41,중부권 광역우편물류센터,32,44,210,6,경기 수원시 장안구,54
001P10155,충북 옥천군,1,135,2,천안 우편집중국,8,20,133,31,중부권 광역우편물류센터,27,39,253,4,서울 노원구,52
001P10156,경기 광명시,1,60,4,성남 우편집중국,4,16,218,19,중부권 광역우편물류센터,27,39,248,4,인천 연수구,51
001P10157,경남 김해시,1,39,2,부산 우편집중국,3,15,295,6,중부권 광역우편물류센터,30,42,226,5,서울 중구,53
001P10158,강원 속초시,1,97,1,강릉 우편집중국,6,18,368,13,중부권 광역우편물류센터,36,59,298,24,경남 김해시,74
001P10159,경북 상주시,1,97,1,안동 우편집중국,6,18,216,20,중부권 광역우편물류센터,29,41,220,3,서울 송파구,52
001P10160,서울 노원구,1,64,1,의정부 우편집중국,4,16,261,16,중부권 광역우편물류센터,29,41,268,2,경기 고양시 일산동구,54
001P10161,전남 나주시,1,140,1,광주 우편집중국,8,20,199,35,중부권 광역우편물류센터,30,42,228,3,경기 안양시 만안구,53
001P10162,전남 목포시,1,45,4,영암 우편집중국,3,15,290,11,중부권 광역우편물류센터,29,41,47,7,대전 대덕구,43
001P10163,울산 울주군,1,35,3,울산 우편집중국,3,15,318,6,중부권 광역우편물류센터,31,43,300,5,경남 양산시,58
001P10164,경기 성남시 분당구,1,39,2,성남 우편집중국,3,15,218,3,중부권 광역우편물류센터,26,38,110,1,충남 청양군,44
001P10165,경북 의성군,1,70,2,안동 우편집중국,5,17,216,12,중부권 광역우편물류센터,28,40,359,4,강원 인제군,58
001P10166,광주 남구,1,150,1,광주 우편집중국,9,21,199,47,중부권 광역우편물류센터,31,43,295,7,경남 창원시 진해구,58
001P10167,경기 고양시 덕양구,1,30,1,고양 우편집중국,3,15,268,12,중부권 광역우편물류센터,28,40,202,4,경기 수원시 팔달구,50
001P10168,경기 여주시,1,75,3,원주 우편집중국,5,17,256,14,중부권 광역우편물류센터,30,42,248,10,인천 연수구,54
001P10169,충북 증평군,1,58,2,청주 우편집중국,4,16,100,16,중부권 광역우편물류센터,21,33,250,1,충북 단양군,45
001P10170,경남 통영시,1,136,1,창원 우편집중국,8,20,251,35,중부권 광역우편물류센터,33,45,308,10,부산 사하구,60
001P10171,강원 홍천군,1,81,2,원주 우편집중국,5,17,256,14,중부권 광역우편물류센터,30,42,64,3,세종특별자치시,45
001P10172,경남 남해군,1,73,2,진주 우편집중국,5,17,202,8,중부권 광역우편물류센터,27,39,189,1,대구 달서구,48
001P10173,부산 해운대구,1,152,2,부산 우편집중국,9,21,295,114,중부권 광역우편물류센터,36,59,190,14,경기 용인시 기흥구,69
001P10174,충북 청주시 흥덕구,1,44,1,청주 우편집중국,3,15,100,4,중부권 광역우편물류센터,20,32,198,1,충남 보령시,42
001P10175,서울 영등포구,1,36,3,부천 우편집중국,3,15,253,8,중부권 광역우편물류센터,28,40,210,2,경기 수원시 장안구,50
001P10176,광주 북구,1,57,4,광주 우편집중국,4,16,199,7,중부권 광역우편물류센터,26,38,420,2,강원 삼척시,59
001P10177,광주 서구,1,150,2,광주 우편집중국,9,21,199,47,중부권 광역우편물류센터,31,43,308,4,부산 부산진구,58
001P10178,서울 중랑구,1,48,1,의정부 우편집중국,3,15,261,2,중부권 광역우편물류센터,28,40,242,2,경북 봉화군,52
