택배번호,출발지,출발시간,거리,통행량,경유지1,하차시간,상차시간,거리,통행량,경유지2,하차시간,상차시간,거리,통행량,경유지3,하차시간,상차시간,거리,통행량,도착지,도착시간
001P10001,경북 청도군,0,1,중부권 광역우편물류센터,13,25,경북 안동시,36,0
001P10002,충남 금산군,0,1,중부권 광역우편물류센터,3,15,전남 목포시,29,0
001P10003,전남 보성군,0,1,중부권 광역우편물류센터,15,27,충북 청주시 청원구,32,0
001P10004,강원 삼척시,0,1,중부권 광역우편물류센터,22,44,경기 광명시,56,0
001P10005,대전 유성구,0,1,중부권 광역우편물류센터,4,16,경기 연천군,30,0
001P10006,경남 통영시,0,1,중부권 광역우편물류센터,13,25,강원 원주시,38,0
001P10007,강원 원주시,0,1,중부권 광역우편물류센터,14,26,전남 담양군,36,0
001P10008,강원 춘천시,0,1,중부권 광역우편물류센터,17,29,대구 서구,38,0
001P10009,전북 전주시 완산구,0,1,중부권 광역우편물류센터,7,19,경기 양평군,31,0
001P10010,부산 사하구,0,1,중부권 광역우편물류센터,16,28,서울 광진구,40,0
001P10011,경북 청도군,0,1,중부권 광역우편물류센터,13,25,경기 화성시,35,0
001P10012,강원 태백시,0,1,중부권 광역우편물류센터,23,44,경북 울진군,58,0
001P10013,충남 논산시,0,1,중부권 광역우편물류센터,6,18,경기 용인시 수지구,28,0
001P10014,경북 상주시,0,1,중부권 광역우편물류센터,9,21,광주 북구,32,0
001P10015,경남 통영시,0,1,중부권 광역우편물류센터,13,25,충남 아산시,31,0
001P10016,대구 중구,0,1,중부권 광역우편물류센터,11,23,강원 속초시,44,0
001P10017,경북 포항시 남구,0,1,중부권 광역우편물류센터,15,27,경남 창녕군,38,0
001P10018,경기 의왕시,0,1,중부권 광역우편물류센터,11,23,서울 영등포구,36,0
001P10019,부산 강서구,0,1,중부권 광역우편물류센터,16,28,경남 창원시 성산구,42,0
001P10020,충남 서산시,0,1,중부권 광역우편물류센터,9,21,경기 부천시,33,0
001P10021,울산 남구,0,1,중부권 광역우편물류센터,17,29,인천 남동구,41,0
001P10022,서울 중구,0,1,중부권 광역우편물류센터,12,24,충남 부여군,30,0
001P10023,경기 과천시,0,1,중부권 광역우편물류센터,12,24,충북 영동군,28,0
001P10024,경기 용인시 처인구,0,1,중부권 광역우편물류센터,11,23,경기 평택시,31,0
001P10025,경기 남양주시,0,1,중부권 광역우편물류센터,13,25,충남 천안시 동남구,32,0
001P10026,서울 강동구,0,1,중부권 광역우편물류센터,12,24,대전 중구,26,0
001P10027,강원 속초시,0,1,중부권 광역우편물류센터,22,44,경기 동두천시,58,0
001P10028,경기 파주시,0,1,중부권 광역우편물류센터,15,27,충북 증평군,33,0
001P10029,대전 서구,0,1,중부권 광역우편물류센터,4,16,경기 수원시 권선구,26,0
001P10030,경남 창원시 마산합포구,0,1,중부권 광역우편물류센터,14,26,경남 밀양시,39,0
001P10031,서울 강남구,0,1,중부권 광역우편물류센터,12,24,경북 김천시,30,0
001P10032,전북 남원시,0,1,중부권 광역우편물류센터,10,22,충남 천안시 동남구,29,0
001P10033,부산 수영구,0,1,중부권 광역우편물류센터,17,29,전북 무주군,33,0
001P10034,광주 동구,0,1,중부권 광역우편물류센터,12,24,충북 진천군,31,0
001P10035,인천 동구,0,1,중부권 광역우편물류센터,14,26,경북 영천시,40,0
001P10036,광주 남구,0,1,중부권 광역우편물류센터,15,27,서울 서대문구,41,0
001P10037,경남 함안군,0,1,중부권 광역우편물류센터,13,25,경북 의성군,36,0
001P10038,전남 담양군,0,1,중부권 광역우편물류센터,11,23,전남 함평군,35,0
001P10039,경기 안양시 만안구,0,1,중부권 광역우편물류센터,12,24,경남 거창군,32,0
001P10040,강원 태백시,0,1,중부권 광역우편물류센터,23,44,부산 연제구,60,0
001P10041,경북 영덕군,0,1,중부권 광역우편물류센터,15,27,대구 서구,36,0
001P10042,경기 연천군,0,1,중부권 광역우편물류센터,15,27,경북 성주군,35,0
001P10043,전북 순창군,0,1,중부권 광역우편물류센터,11,23,충북 음성군,31,0
001P10044,충북 옥천군,0,1,중부권 광역우편물류센터,4,16,전북 전주시 덕진구,22,0
001P10045,전남 나주시,0,1,중부권 광역우편물류센터,15,27,강원 정선군,43,0
001P10046,강원 양구군,0,1,중부권 광역우편물류센터,17,29,경기 광명시,41,0
001P10047,울산 남구,0,1,중부권 광역우편물류센터,17,29,강원 태백시,51,0
001P10048,전남 영암군,0,1,중부권 광역우편물류센터,17,29,서울 금천구,40,0
001P10049,부산 부산진구,0,1,중부권 광역우편물류센터,16,28,대구 서구,37,0
