episode,dist,cost,score,entropy,"(0,0,0)","(1,0,0)","(0,1,0)","(0,0,1)","(1,1,0)","(1,0,1)","(0,1,1)","(1,1,1)"
0,19.977941176470587,19.91176470588235,2736,0.2184327,660,232,365,219,360,343,234,292
