episode,dist,cost,score,entropy,"(0,0,0)","(1,0,0)","(0,1,0)","(0,0,1)","(1,1,0)","(1,0,1)","(0,1,1)","(1,1,1)"
0,103.02777777777777,103.02777777777777,2880,0.11271617,261,188,327,417,381,206,258,1761
